This file was created by using the 202605 CRSP database.  It,,
contains a momentum factor, constructed from six value-weight portfolios formed,
using independent sorts on size and prior return of NYSE, AMEX, and NASDAQ stocks.
MOM is the average of the returns on two (big and small) high prior return portfolios,,
minus the average of the returns on two low prior return portfolios.  The portfolios,,
are constructed daily.  Big means a firm is above the median market cap on the NYSE,,
at the end of the previous day; small firms are below the median NYSE market cap.,,
Prior return is measured from day - 250 to - 21.  Firms in the low prior return,,
portfolio are below the 30th NYSE percentile.  Those in the high portfolio are above,,
the 70th NYSE percentile.,,
,,
Missing data are indicated by -99.99 or -999.,,
,,
,Mom,
19710914,0.06,
19710915,0.11,
19710916,0.36,
19710917,-0.15,
19710920,0.33,
19710921,-0.03,
19710922,0.19,
19710923,0.2,
19710924,0.27,
19710927,-0.09,
19710928,0.25,
19710929,0.23,
19710930,0.2,
19711001,-0.02,
19711004,-0.08,
19711005,-0.01,
19711006,0.24,
19711007,-0.03,
19711008,0.19,
19711011,-0.27,
19711012,-0.18,
19711013,0.47,
19711014,-0.1,
19711015,-0.33,
19711018,-0.41,
19711019,-0.55,
19711020,-0.12,
19711021,0.24,
19711022,0.08,
19711025,-0.13,
19711026,0.25,
19711027,0.03,
19711028,0.17,
19711029,0.39,
19711101,0.05,
19711102,0.22,
19711103,0.26,
19711104,0.43,
19711105,-0.05,
19711108,0.11,
19711109,0.39,
19711110,-0.22,
19711111,-0.45,
19711112,-0.14,
19711115,-0.26,
19711116,0.3,
19711117,0.1,
19711118,0.15,
19711119,-0.46,
19711122,-0.32,
19711123,0.02,
19711124,0.02,
19711126,0.05,
19711129,0.49,
19711130,0.32,
19711201,0.73,
19711202,0,
19711203,-0.43,
19711206,0.58,
19711207,0.49,
19711208,0.92,
19711209,-0.04,
19711210,-0.32,
19711213,-0.39,
19711214,-0.1,
19711215,0.05,
19711216,-0.2,
19711217,-0.3,
19711220,0.1,
19711221,0.04,
19711222,0.01,
19711223,-0.16,
19711227,-0.37,
19711228,-0.6,
19711229,-0.51,
19711230,-0.07,
19711231,-0.3,
19720103,-0.86,
19720104,-0.58,
19720105,-0.74,
19720106,-0.31,
19720107,-0.08,
19720110,-0.16,
19720111,-0.11,
19720112,-0.07,
19720113,0.04,
19720114,-0.02,
19720117,0.06,
19720118,0.22,
19720119,0.46,
19720120,0.21,
19720121,0.25,
19720124,-0.06,
19720125,-0.03,
19720126,0.3,
19720127,0.38,
19720128,0.7,
19720131,0.32,
19720201,0.01,
19720202,0.36,
19720203,0.4,
19720204,0.27,
19720207,-0.31,
19720208,0.24,
19720209,0.36,
19720210,0.25,
19720211,0.24,
19720214,-0.06,
19720215,0.05,
19720216,0.55,
19720217,0.31,
19720218,-0.06,
19720222,0.29,
19720223,-0.06,
19720224,-0.65,
19720225,0.04,
19720228,-0.43,
19720229,0.6,
19720301,0.29,
19720302,0.16,
19720303,0.13,
19720306,-0.18,
19720307,0.23,
19720308,0.22,
19720309,0.22,
19720310,-0.3,
19720313,-0.28,
19720314,-0.15,
19720315,0.2,
19720316,0.01,
19720317,-0.11,
19720320,0.07,
19720321,-0.05,
19720322,0.49,
19720323,0.55,
19720324,0.36,
19720327,0.46,
19720328,0.2,
19720329,0.05,
19720330,-0.01,
19720403,0.59,
19720404,0.6,
19720405,0.58,
19720406,0.4,
19720407,0.44,
19720410,0.17,
19720411,0.17,
19720412,0.2,
19720413,0.08,
19720414,0.18,
19720417,0.16,
19720418,0,
19720419,-0.11,
19720420,-0.18,
19720421,-0.24,
19720424,0.01,
19720425,-0.08,
19720426,0.05,
19720427,0.13,
19720428,0.15,
19720501,-0.12,
19720502,0.22,
19720503,-0.17,
19720504,-0.03,
19720505,0.38,
19720508,-0.29,
19720509,-0.02,
19720510,0.5,
19720511,0.36,
19720512,0.33,
19720515,0.6,
19720516,0.37,
19720517,0.25,
19720518,0.97,
19720519,0.62,
19720522,0.2,
19720523,0.49,
19720524,0.48,
19720525,0.17,
19720526,-0.23,
19720530,-0.6,
19720531,-0.16,
19720601,0.16,
19720602,0.1,
19720605,-0.16,
19720606,0.11,
19720607,0.09,
19720608,0.19,
19720609,-0.16,
19720612,-0.09,
19720613,0.12,
19720614,0.52,
19720615,-0.2,
19720616,0.18,
19720619,0.03,
19720620,0.47,
19720621,0.06,
19720622,0.16,
19720623,0.19,
19720626,-0.12,
19720627,-0.05,
19720628,0.16,
19720629,0,
19720630,-0.06,
19720703,0.13,
19720705,0.52,
19720706,0.29,
19720707,-0.06,
19720710,-0.18,
19720711,-0.07,
19720712,-0.51,
19720713,-0.12,
19720714,0.51,
19720717,-0.07,
19720718,-0.12,
19720719,0.19,
19720720,-0.11,
19720721,0.46,
19720724,0.36,
19720725,0.27,
19720726,0.4,
19720727,0.27,
19720728,-0.06,
19720731,0.11,
19720801,0.65,
19720802,0.12,
19720803,0.29,
19720804,-0.3,
19720807,-0.25,
19720808,0.24,
19720809,0.13,
19720810,-0.05,
19720811,-0.18,
19720814,-0.24,
19720815,-0.46,
19720816,-0.32,
19720817,-0.19,
19720818,-0.43,
19720821,-0.93,
19720822,-0.86,
19720823,-0.54,
19720824,-0.32,
19720825,-0.09,
19720828,-0.32,
19720829,0.04,
19720830,0.01,
19720831,0.2,
19720901,0.16,
19720905,-0.12,
19720906,0.25,
19720907,0.15,
19720908,0.03,
19720911,-0.38,
19720912,-0.51,
19720913,0.38,
19720914,0.24,
19720915,-0.02,
19720918,-0.07,
19720919,0.19,
19720920,0.18,
19720921,0.23,
19720922,-0.08,
19720925,-0.05,
19720926,0.18,
19720927,0.55,
19720928,0.64,
19720929,-0.03,
19721002,0.12,
19721003,0.19,
19721004,0.3,
19721005,-0.5,
19721006,0.16,
19721009,-0.2,
19721010,-0.2,
19721011,0.12,
19721012,-0.17,
19721013,-0.18,
19721016,-0.55,
19721017,0.17,
19721018,0.33,
19721019,0.19,
19721020,0.44,
19721023,0.11,
19721024,0.33,
19721025,-0.01,
19721026,0.15,
19721027,-0.08,
19721030,0,
19721031,0.09,
19721101,0.04,
19721102,-0.1,
19721103,-0.48,
19721106,-0.81,
19721108,-0.41,
19721109,-0.08,
19721110,-0.24,
19721113,-0.22,
19721114,0.28,
19721115,-0.55,
19721116,-0.28,
19721117,-0.22,
19721120,-0.24,
19721121,-0.33,
19721122,-0.26,
19721124,-0.36,
19721127,-0.21,
19721128,-0.08,
19721129,-0.11,
19721130,-0.3,
19721201,0.03,
19721204,0.02,
19721205,0.27,
19721206,0.09,
19721207,0.4,
19721208,0.36,
19721211,0.37,
19721212,0.52,
19721213,0.41,
19721214,1.07,
19721215,0.12,
19721218,0.55,
19721219,0.5,
19721220,0.36,
19721221,0.01,
19721222,-0.25,
19721226,0.61,
19721227,0.58,
19721229,-0.35,
19730102,-0.8,
19730103,0.09,
19730104,0.05,
19730105,0.54,
19730108,0.45,
19730109,0.58,
19730110,0.06,
19730111,0.28,
19730112,0.11,
19730115,0.01,
19730116,0.11,
19730117,0.03,
19730118,0.34,
19730119,0.17,
19730122,0.51,
19730123,0.1,
19730124,0.43,
19730126,-0.26,
19730129,0.2,
19730130,0.18,
19730131,0.23,
19730201,0.04,
19730202,-0.33,
19730205,-0.19,
19730206,0.36,
19730207,0.12,
19730208,0.25,
19730209,0.31,
19730212,-0.3,
19730213,0.49,
19730214,0.52,
19730215,0.01,
19730216,0.13,
19730220,0.33,
19730221,0.66,
19730222,0.4,
19730223,0.02,
19730226,-0.07,
19730227,0.06,
19730228,0.5,
19730301,0.68,
19730302,0.13,
19730305,-0.19,
19730306,-0.06,
19730307,-0.36,
19730308,0.59,
19730309,0.15,
19730312,0.28,
19730313,0.44,
19730314,0.5,
19730315,0.52,
19730316,0.45,
19730319,0.03,
19730320,0.27,
19730321,0.37,
19730322,0.12,
19730323,-0.32,
19730326,-0.48,
19730327,-0.28,
19730328,0.37,
19730329,0.07,
19730330,0.16,
19730402,0.28,
19730403,0.57,
19730404,0.19,
19730405,0.5,
19730406,-0.06,
19730409,-0.19,
19730410,0.13,
19730411,0.15,
19730412,0.48,
19730413,0.49,
19730416,0.5,
19730417,0.48,
19730418,0.67,
19730419,-0.02,
19730423,1.14,
19730424,1.45,
19730425,0.75,
19730426,-0.34,
19730427,0.56,
19730430,-0.04,
19730501,0.56,
19730502,-0.9,
19730503,0.14,
19730504,0.17,
19730507,0.43,
19730508,0.32,
19730509,-0.07,
19730510,0.5,
19730511,0.41,
19730514,0.7,
19730515,-0.08,
19730516,0.77,
19730517,0.81,
19730518,0.97,
19730521,1.03,
19730522,0.05,
19730523,0.36,
19730524,-0.8,
19730525,-1.16,
19730529,-0.07,
19730530,1.47,
19730531,1.16,
19730601,0.24,
19730604,0.64,
19730605,0.11,
19730606,0.14,
19730607,0.53,
19730608,-0.44,
19730611,0.13,
19730612,-0.9,
19730613,-0.4,
19730614,0.71,
19730615,0.89,
19730618,0.81,
19730619,0.44,
19730620,-0.1,
19730621,1.19,
19730622,0.54,
19730625,0.92,
19730626,-0.32,
19730627,0.02,
19730628,-0.23,
19730629,-0.19,
19730702,-0.14,
19730703,-0.31,
19730705,-0.22,
19730706,0.01,
19730709,-0.55,
19730710,-1.44,
19730711,-2.26,
19730712,-0.7,
19730713,0.4,
19730716,-1.33,
19730717,-1.04,
19730718,-1.24,
19730719,-1.05,
19730720,-0.98,
19730723,-0.5,
19730724,-0.52,
19730725,-0.76,
19730726,-0.15,
19730727,0.19,
19730730,0.21,
19730731,0.68,
19730801,1.39,
19730802,0.03,
19730803,-0.35,
19730806,-0.52,
19730807,0.33,
19730808,0.95,
19730809,-0.36,
19730810,0.41,
19730813,0.7,
19730814,0.33,
19730815,-0.08,
19730816,0.09,
19730817,0.04,
19730820,0.47,
19730821,0.28,
19730822,0.31,
19730823,-0.4,
19730824,0.06,
19730827,0.17,
19730828,0.01,
19730829,-0.26,
19730830,-0.12,
19730831,-0.54,
19730904,-0.68,
19730905,-0.16,
19730906,-0.2,
19730907,-0.01,
19730910,0.09,
19730911,0.75,
19730912,0.2,
19730913,0.43,
19730914,-0.36,
19730917,-1.16,
19730918,-0.77,
19730919,-1.64,
19730920,-1.09,
19730921,-0.89,
19730924,-1.16,
19730925,0,
19730926,-0.52,
19730927,0.06,
19730928,0.16,
19731001,-0.76,
19731002,-0.93,
19731003,-0.46,
19731004,0.24,
19731005,-0.01,
19731008,-0.25,
19731009,0.36,
19731010,1.35,
19731011,-0.31,
19731012,0.57,
19731015,0.93,
19731016,0.52,
19731017,0.45,
19731018,1.01,
19731019,0.65,
19731022,0.32,
19731023,0.29,
19731024,0.24,
19731025,0.39,
19731026,0.5,
19731029,0.59,
19731030,0.64,
19731031,0.32,
19731101,0.67,
19731102,0.48,
19731105,0.44,
19731106,0.07,
19731107,-0.15,
19731108,0.25,
19731109,0.43,
19731112,0.96,
19731113,1.67,
19731114,0.52,
19731115,0.28,
19731116,-0.22,
19731119,0.2,
19731120,0.5,
19731121,0.25,
19731123,-0.16,
19731126,0.87,
19731127,0.53,
19731128,0.24,
19731129,1.23,
19731130,0.82,
19731203,1.26,
19731204,1.36,
19731205,1.99,
19731206,-1.15,
19731207,-0.91,
19731210,0.69,
19731211,2.28,
19731212,1.03,
19731213,0.26,
19731214,-0.6,
19731217,0.88,
19731218,0.44,
19731219,0.18,
19731220,0.35,
19731221,0.25,
19731224,0.05,
19731226,-0.76,
19731227,-0.89,
19731228,1.02,
19731231,-0.29,
19740102,-1.02,
19740103,-2.28,
19740104,-0.99,
19740107,-0.21,
19740108,0.92,
19740109,0.31,
19740110,-0.04,
19740111,-0.55,
19740114,-0.05,
19740115,0.29,
19740116,-0.68,
19740117,-1.56,
19740118,-0.02,
19740121,-0.65,
19740122,-0.83,
19740123,-0.96,
19740124,0.26,
19740125,-0.25,
19740128,0.29,
19740129,0.04,
19740130,-0.39,
19740131,-0.17,
19740201,0.38,
19740204,0.53,
19740205,0.12,
19740206,-0.33,
19740207,0.12,
19740208,0.36,
19740211,0.29,
19740212,-0.02,
19740213,-0.14,
19740214,0.06,
19740215,-0.17,
19740219,0.02,
19740220,-0.07,
19740221,0.09,
19740222,0.18,
19740225,-0.14,
19740226,-0.37,
19740227,-0.08,
19740228,-0.29,
19740301,0.19,
19740304,-0.08,
19740305,-1.15,
19740306,-1.06,
19740307,0.11,
19740308,-0.5,
19740311,-0.86,
19740312,-0.29,
19740313,-0.38,
19740314,-0.14,
19740315,0.08,
19740318,0.35,
19740319,0.3,
19740320,0.13,
19740321,0.34,
19740322,0.04,
19740325,-0.25,
19740326,0.11,
19740327,0.75,
19740328,0.18,
19740329,0.26,
19740401,0.43,
19740402,-0.15,
19740403,-0.33,
19740404,0.06,
19740405,0,
19740408,-0.03,
19740409,0.32,
19740410,0.45,
19740411,0.08,
19740415,0.12,
19740416,0.18,
19740417,0.14,
19740418,0.35,
19740419,0.06,
19740422,0.11,
19740423,-0.1,
19740424,0.04,
19740425,-0.28,
19740426,-0.08,
19740429,0.11,
19740430,0.1,
19740501,0.07,
19740502,0.23,
19740503,0.49,
19740506,0.11,
19740507,-0.07,
19740508,-0.04,
19740509,-0.23,
19740510,-0.03,
19740513,0.27,
19740514,0.38,
19740515,0.26,
19740516,-0.13,
19740517,-0.37,
19740520,-0.51,
19740521,-0.3,
19740522,-0.67,
19740523,-0.73,
19740524,-0.34,
19740528,0.1,
19740529,0.12,
19740530,-0.19,
19740531,-0.32,
19740603,-0.23,
19740604,0.35,
19740605,0.05,
19740606,-0.52,
19740607,-0.3,
19740610,0.03,
19740611,0.05,
19740612,0.51,
19740613,0.55,
19740614,0.55,
19740617,0.44,
19740618,0.34,
19740619,0.18,
19740620,0.34,
19740621,0.25,
19740624,-0.16,
19740625,-0.18,
19740626,0.13,
19740627,0.39,
19740628,-0.28,
19740701,-0.1,
19740702,-0.34,
19740703,-0.13,
19740705,-0.03,
19740708,-0.09,
19740709,0.11,
19740710,0.12,
19740711,0.17,
19740712,-1.09,
19740715,-0.02,
19740716,0.92,
19740717,-0.03,
19740718,0.35,
19740719,0.01,
19740722,-0.19,
19740723,-0.09,
19740724,0.28,
19740725,0.73,
19740726,0.77,
19740729,0.54,
19740730,0.05,
19740731,0.73,
19740801,0.12,
19740802,-0.02,
19740805,-0.2,
19740806,-0.5,
19740807,-0.82,
19740808,0.25,
19740809,-0.11,
19740812,0.24,
19740813,0.73,
19740814,0.87,
19740815,0.22,
19740816,0.42,
19740819,0.12,
19740820,0.18,
19740821,0.76,
19740822,0.82,
19740823,0.85,
19740826,-0.72,
19740827,-0.02,
19740828,-0.16,
19740829,0.16,
19740830,-0.92,
19740903,0.9,
19740904,0.69,
19740905,-0.59,
19740906,-0.2,
19740909,0.55,
19740910,0.43,
19740911,0.22,
19740912,0.9,
19740913,1,
19740916,-1,
19740917,-0.74,
19740918,-0.58,
19740919,-0.89,
19740920,-0.4,
19740923,0.6,
19740924,1.25,
19740925,-0.21,
19740926,0.74,
19740927,0.36,
19740930,0.89,
19741001,-0.26,
19741002,-0.6,
19741003,0.92,
19741004,0.69,
19741007,-1.49,
19741008,-0.06,
19741009,-0.74,
19741010,-0.9,
19741011,-0.61,
19741014,-1.27,
19741015,0.98,
19741016,0.62,
19741017,0.23,
19741018,0.52,
19741021,-0.46,
19741022,-0.11,
19741023,0.76,
19741024,1.02,
19741025,0.24,
19741028,0.41,
19741029,-0.68,
19741030,-0.9,
19741031,-0.04,
19741101,0.22,
19741104,0.45,
19741105,-1.47,
19741106,0.06,
19741107,-0.63,
19741108,0.26,
19741111,-0.2,
19741112,1.11,
19741113,0.3,
19741114,0.53,
19741115,0.51,
19741118,1.07,
19741119,-0.11,
19741120,0.58,
19741121,-0.63,
19741122,0.06,
19741125,0.22,
19741126,-0.51,
19741127,0.41,
19741129,-0.18,
19741202,0.6,
19741203,0.21,
19741204,0.23,
19741205,0.74,
19741206,0.34,
19741209,0.04,
19741210,0.21,
19741211,0.23,
19741212,0.17,
19741213,0.35,
19741216,0.88,
19741217,-0.06,
19741218,0.08,
19741219,0.05,
19741220,0.56,
19741223,0.46,
19741224,-0.85,
19741226,-0.64,
19741227,0.19,
19741230,0.09,
19741231,-1.83,
19750102,-1.95,
19750103,-0.97,
19750106,-1.02,
19750107,-1.11,
19750108,-0.41,
19750109,-1.48,
19750110,-1.48,
19750113,-0.61,
19750114,0.03,
19750115,-0.5,
19750116,-0.75,
19750117,0.94,
19750120,0,
19750121,0.29,
19750122,-0.73,
19750123,-0.24,
19750124,-0.86,
19750127,-2.06,
19750128,-0.57,
19750129,-1.52,
19750130,0.06,
19750131,-0.67,
19750203,-0.93,
19750204,0.68,
19750205,-0.69,
19750206,0.06,
19750207,0.29,
19750210,0.26,
19750211,-0.26,
19750212,-0.7,
19750213,-0.37,
19750214,-0.28,
19750218,0.77,
19750219,-0.34,
19750220,-0.3,
19750221,-0.11,
19750224,0.11,
19750225,0.97,
19750226,-0.15,
19750227,-0.18,
19750228,-0.56,
19750303,-1.06,
19750304,0.27,
19750305,0.09,
19750306,-0.77,
19750307,-0.35,
19750310,-0.53,
19750311,-0.05,
19750312,0.12,
19750313,-0.15,
19750314,-0.58,
19750317,-0.63,
19750318,0.43,
19750319,0.04,
19750320,-0.33,
19750321,0.34,
19750324,0.48,
19750325,0.45,
19750326,-0.09,
19750327,0.22,
19750331,0.15,
19750401,0.04,
19750402,0.05,
19750403,0.36,
19750404,-0.01,
19750407,0.17,
19750408,0.13,
19750409,0.06,
19750410,0.11,
19750411,-0.01,
19750414,-0.13,
19750415,-0.32,
19750416,0.01,
19750417,-0.04,
19750418,-0.05,
19750421,0.02,
19750422,-0.12,
19750423,0,
19750424,0.3,
19750425,0.13,
19750428,0.42,
19750429,-0.01,
19750430,-0.62,
19750501,-0.07,
19750502,-0.2,
19750505,-0.42,
19750506,-0.06,
19750507,-0.31,
19750508,-0.04,
19750509,-0.23,
19750512,-0.34,
19750513,-0.56,
19750514,-0.01,
19750515,0.47,
19750516,0.25,
19750519,0.03,
19750520,0.13,
19750521,-0.17,
19750522,0.14,
19750523,0.06,
19750527,0.05,
19750528,0.07,
19750529,0.47,
19750530,0.34,
19750602,0.59,
19750603,-0.12,
19750604,-0.45,
19750605,-0.18,
19750606,-0.02,
19750609,-0.43,
19750610,-0.25,
19750611,0.02,
19750612,-0.01,
19750613,0.13,
19750616,0.32,
19750617,-0.15,
19750618,0.09,
19750619,0.69,
19750620,0.43,
19750623,0.2,
19750624,0.13,
19750625,-0.06,
19750626,-0.4,
19750627,-0.04,
19750630,0.13,
19750701,-0.33,
19750702,-0.32,
19750703,0.33,
19750707,-0.18,
19750708,-0.11,
19750709,0.75,
19750710,0.44,
19750711,0.67,
19750714,0.22,
19750715,0.23,
19750716,-0.04,
19750717,0.14,
19750718,0.45,
19750721,-0.05,
19750722,-0.49,
19750723,-0.65,
19750724,-0.4,
19750725,-0.02,
19750728,-0.53,
19750729,-0.63,
19750730,0.45,
19750731,0.38,
19750801,-0.41,
19750804,-0.47,
19750805,-0.4,
19750806,-0.28,
19750807,-0.22,
19750808,-0.35,
19750811,-0.07,
19750812,0.81,
19750813,-0.05,
19750814,-0.3,
19750815,0.41,
19750818,0.16,
19750819,-0.79,
19750820,-1.14,
19750821,-0.26,
19750822,0.77,
19750825,0.46,
19750826,-0.2,
19750827,0.15,
19750828,1.09,
19750829,0.94,
19750902,-0.63,
19750903,0.2,
19750904,0.2,
19750905,0.18,
19750908,-0.21,
19750909,-0.28,
19750910,-0.91,
19750911,0.3,
19750912,-0.01,
19750915,-0.37,
19750916,-0.52,
19750917,-0.05,
19750918,0.22,
19750919,0.84,
19750922,0.35,
19750923,0.45,
19750924,0.62,
19750925,0.07,
19750926,-0.12,
19750929,-0.08,
19750930,-0.8,
19751001,-0.71,
19751002,0.26,
19751003,0.65,
19751006,0.26,
19751007,-0.07,
19751008,0.27,
19751009,0.05,
19751010,-0.27,
19751013,0.27,
19751014,0.11,
19751015,0.19,
19751016,-0.15,
19751017,-0.17,
19751020,0.32,
19751021,0.14,
19751022,-0.08,
19751023,0.36,
19751024,-0.08,
19751027,-0.04,
19751028,0.15,
19751029,-0.39,
19751030,-0.09,
19751031,0.01,
19751103,-0.09,
19751104,-0.08,
19751105,0.39,
19751106,0.19,
19751107,-0.11,
19751110,-0.28,
19751111,0.44,
19751112,0.4,
19751113,-0.18,
19751114,-0.04,
19751117,-0.17,
19751118,-0.11,
19751119,-0.63,
19751120,-0.13,
19751121,-0.26,
19751124,0.14,
19751125,0.03,
19751126,0.08,
19751128,0,
19751201,-0.1,
19751202,-0.79,
19751203,-1.15,
19751204,0.05,
19751205,-0.07,
19751208,0.05,
19751209,-0.1,
19751210,0.38,
19751211,0.18,
19751212,-0.15,
19751215,0.16,
19751216,0.7,
19751217,0.37,
19751218,0.12,
19751219,-0.06,
19751222,-0.08,
19751223,0.29,
19751224,0.07,
19751226,0.17,
19751229,-0.11,
19751230,0.02,
19751231,-0.37,
19760102,-0.35,
19760105,-0.33,
19760106,0,
19760107,0.26,
19760108,0.19,
19760109,0.01,
19760112,0.74,
19760113,-0.32,
19760114,0.65,
19760115,0.17,
19760116,0.58,
19760119,0.47,
19760120,0.18,
19760121,0.11,
19760122,0.27,
19760123,0.07,
19760126,-0.31,
19760127,-0.17,
19760128,-0.21,
19760129,-0.04,
19760130,-0.1,
19760202,0.08,
19760203,-0.45,
19760204,-0.21,
19760205,-0.28,
19760206,0.17,
19760209,0.28,
19760210,0.55,
19760211,0.1,
19760212,0.03,
19760213,-0.17,
19760217,0.08,
19760218,0.59,
19760219,0.71,
19760220,0.17,
19760223,-0.3,
19760224,0.14,
19760225,0.46,
19760226,-0.36,
19760227,-0.08,
19760301,0.17,
19760302,0.61,
19760303,0.13,
19760304,-0.06,
19760305,0.3,
19760308,0.46,
19760309,-0.15,
19760310,0.26,
19760311,-0.02,
19760312,-0.39,
19760315,-0.41,
19760316,0.02,
19760317,-0.15,
19760318,-0.83,
19760319,-0.11,
19760322,-0.07,
19760323,-0.22,
19760324,-0.16,
19760325,-0.44,
19760326,0.18,
19760329,-0.12,
19760330,0.09,
19760331,0.07,
19760401,-0.1,
19760402,0.1,
19760405,0.66,
19760406,-0.03,
19760407,-0.59,
19760408,-0.54,
19760409,-0.72,
19760412,-0.16,
19760413,0.18,
19760414,-0.13,
19760415,0.32,
19760419,0.28,
19760420,0.7,
19760421,0.16,
19760422,0.11,
19760423,-0.22,
19760426,0.13,
19760427,-0.29,
19760428,0.08,
19760429,0.19,
19760430,0.02,
19760503,-0.57,
19760504,-0.06,
19760505,0.13,
19760506,0.06,
19760507,0.06,
19760510,0.34,
19760511,-0.02,
19760512,0.09,
19760513,0.01,
19760514,-0.06,
19760517,-0.14,
19760518,0.14,
19760519,-0.02,
19760520,-0.07,
19760521,-0.15,
19760524,-0.46,
19760525,-0.31,
19760526,-0.14,
19760527,-0.31,
19760528,0.07,
19760601,0.06,
19760602,-0.16,
19760603,-0.08,
19760604,-0.17,
19760607,-0.5,
19760608,0.16,
19760609,-0.09,
19760610,-0.05,
19760611,0.21,
19760614,0.35,
19760615,-0.05,
19760616,-0.04,
19760617,0.39,
19760618,0.11,
19760621,-0.16,
19760622,0.01,
19760623,-0.14,
19760624,0,
19760625,-0.08,
19760628,-0.07,
19760629,-0.18,
19760630,-0.26,
19760701,-0.18,
19760702,-0.19,
19760706,-0.04,
19760707,-0.08,
19760708,-0.02,
19760709,-0.11,
19760712,-0.21,
19760713,-0.18,
19760714,-0.24,
19760715,0.34,
19760716,-0.02,
19760719,-0.18,
19760720,0.09,
19760721,0.07,
19760722,0.18,
19760723,0.15,
19760726,0.08,
19760727,-0.2,
19760728,-0.06,
19760729,-0.1,
19760730,0.05,
19760802,0.07,
19760803,0.49,
19760804,0.09,
19760805,-0.01,
19760806,0.06,
19760809,-0.04,
19760810,0.14,
19760811,-0.25,
19760812,-0.26,
19760813,0.02,
19760816,0.13,
19760817,-0.12,
19760818,-0.12,
19760819,-0.61,
19760820,-0.45,
19760823,-0.42,
19760824,-0.22,
19760825,0.16,
19760826,-0.02,
19760827,0.13,
19760830,0.11,
19760831,0.33,
19760901,0.2,
19760902,0.01,
19760903,0.27,
19760907,0.1,
19760908,-0.12,
19760909,-0.19,
19760910,0.17,
19760913,-0.13,
19760914,0.11,
19760915,-0.12,
19760916,0.08,
19760917,0.08,
19760920,-0.13,
19760921,-0.06,
19760922,-0.08,
19760923,-0.04,
19760924,0.12,
19760927,0.2,
19760928,-0.23,
19760929,-0.03,
19760930,0,
19761001,-0.12,
19761004,0.1,
19761005,-0.27,
19761006,-0.46,
19761007,-0.1,
19761008,-0.18,
19761011,-0.67,
19761012,-0.31,
19761013,0.37,
19761014,-0.04,
19761015,0.12,
19761018,0.3,
19761019,-0.14,
19761020,0.34,
19761021,-0.09,
19761022,-0.21,
19761025,0.17,
19761026,0.26,
19761027,-0.04,
19761028,-0.03,
19761029,0.19,
19761101,0.37,
19761103,-0.16,
19761104,0.48,
19761105,0.17,
19761108,-0.4,
19761109,-0.02,
19761110,-0.17,
19761111,-0.01,
19761112,0.02,
19761115,0,
19761116,0.21,
19761117,0.37,
19761118,0.34,
19761119,0.3,
19761122,0.05,
19761123,0.15,
19761124,0.15,
19761126,0.01,
19761129,0.01,
19761130,0.31,
19761201,0.5,
19761202,0.45,
19761203,-0.06,
19761206,0.13,
19761207,0.02,
19761208,-0.03,
19761209,-0.11,
19761210,0.03,
19761213,0.22,
19761214,-0.06,
19761215,0.01,
19761216,0.14,
19761217,-0.02,
19761220,0.04,
19761221,-0.05,
19761222,-0.18,
19761223,-0.23,
19761227,-0.01,
19761228,-0.02,
19761229,0.06,
19761230,-0.18,
19761231,-0.26,
19770103,0.09,
19770104,0.19,
19770105,-0.02,
19770106,0.23,
19770107,0.07,
19770110,0.17,
19770111,0.05,
19770112,0.08,
19770113,0.37,
19770114,0.51,
19770117,0.31,
19770118,0.3,
19770119,0.29,
19770120,0.37,
19770121,0.12,
19770124,0.44,
19770125,0.38,
19770126,0.17,
19770127,0.2,
19770128,0.12,
19770131,0.08,
19770201,0.05,
19770202,0.22,
19770203,0.36,
19770204,0.07,
19770207,0.05,
19770208,-0.16,
19770209,-0.3,
19770210,-0.15,
19770211,-0.15,
19770214,-0.16,
19770215,0,
19770216,-0.04,
19770217,0.26,
19770218,0.04,
19770222,-0.08,
19770223,0.05,
19770224,0.25,
19770225,-0.47,
19770228,0.04,
19770301,0.09,
19770302,0.06,
19770303,-0.18,
19770304,0.03,
19770307,-0.17,
19770308,0.09,
19770309,0.49,
19770310,-0.15,
19770311,-0.1,
19770314,-0.42,
19770315,-0.22,
19770316,-0.12,
19770317,-0.08,
19770318,0.2,
19770321,0.12,
19770322,-0.07,
19770323,-0.18,
19770324,0.34,
19770325,0.2,
19770328,0.16,
19770329,-0.05,
19770330,0.36,
19770331,0.18,
19770401,-0.02,
19770404,0.48,
19770405,0,
19770406,0.24,
19770407,0.1,
19770411,-0.1,
19770412,0.06,
19770413,0.07,
19770414,-0.06,
19770415,0.2,
19770418,0.31,
19770419,0.52,
19770420,0.38,
19770421,0.39,
19770422,0.38,
19770425,0.43,
19770426,0.11,
19770427,0,
19770428,-0.12,
19770429,0.12,
19770502,0.3,
19770503,0.08,
19770504,-0.13,
19770505,-0.11,
19770506,0.21,
19770509,0,
19770510,-0.03,
19770511,0.39,
19770512,0.21,
19770513,0.11,
19770516,0.15,
19770517,-0.12,
19770518,-0.12,
19770519,0.3,
19770520,0.32,
19770523,0.13,
19770524,-0.16,
19770525,0.19,
19770526,-0.11,
19770527,0.29,
19770531,0.12,
19770601,0.04,
19770602,0.33,
19770603,-0.11,
19770606,0.16,
19770607,-0.2,
19770608,0.11,
19770609,0.08,
19770610,0.16,
19770613,-0.01,
19770614,-0.22,
19770615,0.05,
19770616,0.12,
