org_name,breach_date,cik,resolved_cik,resolution_source,resolution_category
Southwest Binding & Laminating,2024-02-01,92380,,,LOST_RESOLUTION
"SP Industries, Inc.",2018-02-01,1324404,,,LOST_RESOLUTION
Spotify USA Inc.,2020-04-09,1639920,,,LOST_RESOLUTION
Sprint,2019-06-02,1283699,101830.0,SEC name: SPRINT CORP,CIK_CORRECTED
Sprint,2019-06-08,1283699,101830.0,SEC name: SPRINT CORP,CIK_CORRECTED
Sprint,2017-05-07,1283699,101830.0,SEC name: SPRINT CORP,CIK_CORRECTED
Sprint,2019-06-22,1283699,101830.0,SEC name: SPRINT CORP,CIK_CORRECTED
Sprint,2020-04-02,1283699,101830.0,SEC name: SPRINT CORP,CIK_CORRECTED
Sprint,2020-04-15,1283699,101830.0,SEC name: SPRINT CORP,CIK_CORRECTED
Sprint Business,2019-06-08,1283699,1283699.0,"Known subsidiary → T-Mobile US, Inc.",CIK_UNCHANGED
Sprint Corporation,2019-03-14,1283699,101830.0,SEC name: SPRINT CORP,CIK_CORRECTED
Sprint Corporation,2017-05-01,1283699,101830.0,SEC name: SPRINT CORP,CIK_CORRECTED
Sprint Corporation,2015-08-17,1283699,101830.0,SEC name: SPRINT CORP,CIK_CORRECTED
Sprint Corporation,2018-03-02,1283699,101830.0,SEC name: SPRINT CORP,CIK_CORRECTED
Sprint Corporation,2019-08-13,1283699,101830.0,SEC name: SPRINT CORP,CIK_CORRECTED
Sprint Corporation,2019-05-09,1283699,101830.0,SEC name: SPRINT CORP,CIK_CORRECTED
Sprint Nextel,2012-08-01,1283699,1283699.0,"Known subsidiary → T-Mobile US, Inc.",CIK_UNCHANGED
Sprint Nextel,2009-02-01,1283699,1283699.0,"Known subsidiary → T-Mobile US, Inc.",CIK_UNCHANGED
SRI International,2017-07-01,5272,,,LOST_RESOLUTION
"STG International, Inc.",2020-10-22,5272,,,LOST_RESOLUTION
"Student Transportation of America, Inc.",2024-01-24,70858,,,LOST_RESOLUTION
Suddenlink Communications,2006-05-01,1034054,,,LOST_RESOLUTION
"Sumner Communications, Inc.",2019-05-01,1034054,,,LOST_RESOLUTION
"Superior Communications, Inc.",2023-07-09,1034054,,,LOST_RESOLUTION
"SupraNet Communications, Inc.",2022-02-10,1034054,,,LOST_RESOLUTION
"SVAM International, Inc.",2018-04-24,5272,,,LOST_RESOLUTION
Synergy Healthcare Services,2022-12-15,1932393,,,LOST_RESOLUTION
Synergy Healthcare Services,2022-12-01,1932393,,,LOST_RESOLUTION
Sysco Corporation,2023-01-14,96021,,,LOST_RESOLUTION
"SysInformation Healthcare Services, LLC",2023-06-03,1932393,,,LOST_RESOLUTION
"T. Rowe Price Retirement Plan Services, Inc.",2023-05-29,1113169,1387793.0,"SEC name: T. ROWE PRICE RETIREMENT PLAN SERVICES, INC.",CIK_CORRECTED
"T. Rowe Price Retirement Plan Services, Inc.",2007-12-24,1113169,1387793.0,"SEC name: T. ROWE PRICE RETIREMENT PLAN SERVICES, INC.",CIK_CORRECTED
"T.R.A. Industries, Inc.",2025-08-09,1324404,,,LOST_RESOLUTION
TALX Corporation,2017-03-09,101829,,,LOST_RESOLUTION
TALX Corporation,2016-04-18,101829,,,LOST_RESOLUTION
TALX Corporation,2016-01-01,101829,,,LOST_RESOLUTION
TALX Corporation,2016-01-04,101829,,,LOST_RESOLUTION
"TDC Financial, Inc.",2024-01-21,713676,,,LOST_RESOLUTION
"Tedder Industries, LLC",2024-08-07,1324404,,,LOST_RESOLUTION
The Boeing Company,2016-11-21,12927,12927.0,SEC name: BOEING CO,CIK_UNCHANGED
The Delta Companies,2024-09-06,27904,,,LOST_RESOLUTION
The EstÃ©e Lauder Companies Inc.,2023-05-01,1001250,,,LOST_RESOLUTION
The EstÃ©e Lauder Companies Inc.,2023-05-30,1001250,,,LOST_RESOLUTION
The EstÃ©e Lauder Companies Inc.,2023-07-11,1001250,,,LOST_RESOLUTION
The Hershey Company,2023-09-03,47111,47111.0,SEC name: HERSHEY CO,CIK_UNCHANGED
The Home Depot,2014-02-10,354950,354950.0,SEC name: HOME DEPOT INC,CIK_UNCHANGED
"The iRemedy Healthcare Companies, Inc.",2017-10-01,1932393,1691249.0,"SEC name: IREMEDY HEALTHCARE COMPANIES, INC.",CIK_CORRECTED
The J.M. Smucker Company,2010-04-05,91419,,,LOST_RESOLUTION
"The Mosaic Tile Company of Virginia, Inc.",2019-02-06,1285785,,,LOST_RESOLUTION
The Walt Disney Company,2008-07-29,1744489,,,LOST_RESOLUTION
Time Warner Inc.,2016-08-10,1755336,,,LOST_RESOLUTION
Time Warner Inc.,2006-12-01,1755336,,,LOST_RESOLUTION
Time Warner Inc.,2017-07-20,1755336,,,LOST_RESOLUTION
Time Warner Inc.,2015-01-28,1755336,,,LOST_RESOLUTION
TimeWarner,2015-02-19,1755336,,,LOST_RESOLUTION
T-Mobile,2017-04-01,1283699,,,LOST_RESOLUTION
T-Mobile,2021-02-20,1283699,,,LOST_RESOLUTION
T-Mobile,2013-11-01,1283699,,,LOST_RESOLUTION
T-Mobile,2023-02-24,1283699,,,LOST_RESOLUTION
T-Mobile,2022-11-25,1283699,,,LOST_RESOLUTION
T-Mobile,2012-08-28,1283699,,,LOST_RESOLUTION
T-Mobile,2022-03-08,1283699,,,LOST_RESOLUTION
T-Mobile,2012-05-08,1283699,,,LOST_RESOLUTION
T-Mobile,2020-08-31,1283699,,,LOST_RESOLUTION
T-Mobile,2009-10-08,1283699,,,LOST_RESOLUTION
T-Mobile,2021-03-31,1283699,,,LOST_RESOLUTION
T-Mobile,2021-01-18,1283699,,,LOST_RESOLUTION
"T-Mobile US, Inc.",2020-08-27,1283699,1283699.0,SEC name: METROPCS COMMUNICATIONS INC,CIK_UNCHANGED
"T-Mobile US, Inc.",2021-01-18,1283699,1283699.0,SEC name: METROPCS COMMUNICATIONS INC,CIK_UNCHANGED
T-Mobile USA,2019-11-26,1283699,,,LOST_RESOLUTION
T-Mobile USA,2023-04-28,1283699,,,LOST_RESOLUTION
T-Mobile USA,2021-08-17,1283699,,,LOST_RESOLUTION
T-Mobile USA,2021-08-26,1283699,,,LOST_RESOLUTION
T-Mobile USA,2015-09-14,1283699,,,LOST_RESOLUTION
T-Mobile USA,2022-11-25,1283699,,,LOST_RESOLUTION
T-Mobile USA Inc,2015-11-04,1283699,,,LOST_RESOLUTION
T-Mobile USA Inc,2019-11-26,1283699,,,LOST_RESOLUTION
T-Mobile USA Inc.,2011-10-21,1283699,,,LOST_RESOLUTION
T-Mobile USA Inc.,2018-08-20,1283699,,,LOST_RESOLUTION
T-Mobile USA Inc.,2015-09-14,1283699,,,LOST_RESOLUTION
T-Mobile USA Inc.,2015-10-01,1283699,,,LOST_RESOLUTION
"T-Mobile USA, Inc.",2009-09-03,1283699,,,LOST_RESOLUTION
"T-Mobile USA, Inc.",2017-08-24,1283699,,,LOST_RESOLUTION
"T-Mobile USA, Inc.",2015-09-14,1283699,,,LOST_RESOLUTION
"T-Mobile USA, Inc.",2021-02-12,1283699,,,LOST_RESOLUTION
"T-Mobile USA, Inc.",2009-10-05,1283699,,,LOST_RESOLUTION
"T-Mobile USA, Inc.",2017-09-16,1283699,,,LOST_RESOLUTION
"T-Mobile USA, Inc.",2013-11-26,1283699,,,LOST_RESOLUTION
"T-Mobile USA, Inc.",2015-09-15,1283699,,,LOST_RESOLUTION
"T-Mobile USA, Inc.",2023-02-01,1283699,,,LOST_RESOLUTION
"T-Mobile USA, Inc.",2014-01-02,1283699,,,LOST_RESOLUTION
"T-Mobile USA, Inc.",2021-08-13,1283699,,,LOST_RESOLUTION
"T-Mobile USA, Inc.",2021-03-01,1283699,,,LOST_RESOLUTION
"T-Mobile, USA",2023-02-01,1283699,,,LOST_RESOLUTION
Tri Delta,2024-03-04,27904,,,LOST_RESOLUTION
"Truly Nolen of America, Inc.",2022-04-29,70858,,,LOST_RESOLUTION
Twilio,2022-08-04,1447669,1447669.0,SEC name: TWILIO INC,CIK_UNCHANGED
Twilio,2024-04-01,1447669,1447669.0,SEC name: TWILIO INC,CIK_UNCHANGED
"Twitter, Inc.",2013-02-01,1418091,1418091.0,SEC name: TWITTER INC,CIK_UNCHANGED
"Tyler Technologies, Inc.",2020-09-21,860731,860731.0,SEC name: TYLER CORP /NEW/,CIK_UNCHANGED
Uber,2014-05-13,1543151,1431473.0,SEC name: UBER INC,CIK_CORRECTED
Uber Technologies,2015-03-04,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
Uber Technologies Inc,2018-12-06,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
Uber Technologies Inc,2023-01-23,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
Uber Technologies Inc.,2016-10-01,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
Uber Technologies Inc.,2018-08-30,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
"Uber Technologies, Inc.",2016-11-01,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
"Uber Technologies, Inc.",2016-06-16,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
"Uber Technologies, Inc.",2017-11-01,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
"Uber Technologies, Inc.",2014-05-13,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
"Uber Technologies, Inc.",2016-10-13,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
"Uber Technologies, Inc.",2023-01-23,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
"Uber Technologies, Inc.",2019-10-28,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
"Uber Technologies, Inc.",2023-03-31,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
"Uber Technologies, Inc.",2016-10-01,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
"Uber Technologies, Inc.",2024-08-23,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
"Uber Technologies, Inc.",2017-12-18,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
"Uber Technologies, Inc.",2017-11-28,1543151,1543151.0,"SEC name: UBER TECHNOLOGIES, INC",CIK_UNCHANGED
United Airlines,2013-01-01,100517,319687.0,SEC name: CONTINENTAL AIRLINES INC /DE/,CIK_CORRECTED
"US Claims Capital, LLC",2025-01-07,927628,,,LOST_RESOLUTION
"USA Waste-Management Resources, LLC",2021-01-21,823768,,,LOST_RESOLUTION
Vance Street Capital,2021-11-16,927628,,,LOST_RESOLUTION
Verizon,2023-05-11,732712,,,LOST_RESOLUTION
Verizon,2016-08-10,732712,,,LOST_RESOLUTION
Verizon,2017-07-20,732712,,,LOST_RESOLUTION
Verizon,2019-06-03,732712,,,LOST_RESOLUTION
Verizon,2014-02-26,732712,,,LOST_RESOLUTION
Verizon,2008-06-27,732712,,,LOST_RESOLUTION
Verizon,2019-04-24,732712,,,LOST_RESOLUTION
Verizon Communications,2023-09-21,732712,732712.0,SEC name: BELL ATLANTIC CORP,CIK_UNCHANGED
Verizon Communications Inc,2023-09-21,732712,732712.0,SEC name: BELL ATLANTIC CORP,CIK_UNCHANGED
Verizon Communications Inc.,2023-09-21,732712,732712.0,SEC name: BELL ATLANTIC CORP,CIK_UNCHANGED
Verizon Communications Inc.,2024-02-09,732712,732712.0,SEC name: BELL ATLANTIC CORP,CIK_UNCHANGED
Verizon Communications Inc.,2024-02-06,732712,732712.0,SEC name: BELL ATLANTIC CORP,CIK_UNCHANGED
Verizon Corporate Services Group Inc.,2014-01-20,732712,,,LOST_RESOLUTION
Verizon Media,2019-03-12,732712,,,LOST_RESOLUTION
Vmware Inc,2015-08-19,1124610,1124610.0,SEC name: VMWARE LLC,CIK_UNCHANGED
"VMware, Inc.",2015-07-02,1124610,1124610.0,SEC name: VMWARE LLC,CIK_UNCHANGED
"Volkswagen Group of America, Inc.",2019-08-01,70858,1834695.0,"SEC name: VOLKSWAGEN GROUP OF AMERICA, INC.",CIK_CORRECTED
Vulcan Industries,2023-11-01,1324404,1260451.0,SEC name: VULCAN INDUSTRIES INC,CIK_CORRECTED
W.W. Grainger Inc.,2017-09-26,277135,,,LOST_RESOLUTION
"W.W. Grainger, Inc.",2017-08-23,277135,,,LOST_RESOLUTION
Wabtec Corporation,2022-03-15,943452,,,LOST_RESOLUTION
"Warn Industries, Inc.",2018-02-28,1324404,1984463.0,"SEC name: WARN INDUSTRIES, INC.",CIK_CORRECTED
Warner Bros. Distributing Inc.,2015-11-15,1755336,,,LOST_RESOLUTION
Warner Music Group,2020-08-05,1755336,1309952.0,SEC name: WARNER MUSIC GROUP INC,CIK_CORRECTED
Warner Music Group,2020-04-25,1755336,1309952.0,SEC name: WARNER MUSIC GROUP INC,CIK_CORRECTED
Warner Music Group,2020-09-09,1755336,1309952.0,SEC name: WARNER MUSIC GROUP INC,CIK_CORRECTED
Warner Music Group Corp,2020-04-01,1755336,1319161.0,SEC name: WARNER MUSIC GROUP CORP.,CIK_CORRECTED
"Warner Music, Inc.",2022-08-04,1755336,,,LOST_RESOLUTION
WERCS d/b/a Wyoming Financial Group,2023-12-13,713676,,,LOST_RESOLUTION
"Western Union Financial Services, Inc.",2020-12-24,713676,,,LOST_RESOLUTION
Wiedenbach Brown,2024-03-19,79282,,,LOST_RESOLUTION
WillScot Mobile Mini Holdings Corp.,2020-11-10,1283699,1647088.0,SEC name: DOUBLE EAGLE ACQUISITION CORP.,CIK_CORRECTED
"Window to the World Communications, Inc.",2018-12-18,1034054,,,LOST_RESOLUTION
"WM Waste Management, Inc.",2007-01-10,823768,,,LOST_RESOLUTION
"Woodward Communications, Inc.",2023-01-19,1034054,,,LOST_RESOLUTION
Workday Inc.,2025-08-06,1327811,1327811.0,SEC name: NORTH TAHOE POWER TOOLS INC,CIK_UNCHANGED
"Worthen Industries, Inc.",2023-12-28,1324404,,,LOST_RESOLUTION
"Worthen Industries, Inc.",2023-12-01,1324404,,,LOST_RESOLUTION
Xerox Corporation,2023-12-10,101829,,,LOST_RESOLUTION
"Xerox State Healthcare, LLC",2014-08-14,1932393,,,LOST_RESOLUTION
"Xerox State Healthcare, LLC",2013-02-22,1932393,,,LOST_RESOLUTION
Yahoo,2014-12-01,1011006,,,LOST_RESOLUTION
Yahoo Inc.,2016-08-13,1011006,,,LOST_RESOLUTION
Yahoo! Inc.,2014-12-01,1011006,,,LOST_RESOLUTION
Yahoo! Inc.,2013-08-01,1011006,,,LOST_RESOLUTION
Yahoo! Voices,2012-07-11,1011006,,,LOST_RESOLUTION
"Yahoo, Inc.",2013-08-01,1011006,,,LOST_RESOLUTION
"Yum! Brands, Inc.",2023-01-13,1041061,1041061.0,SEC name: TRICON GLOBAL RESTAURANTS INC,CIK_UNCHANGED
Zscaler Inc.,2025-08-08,1713683,1713683.0,"SEC name: ZSCALER, INC.",CIK_UNCHANGED
"Zscaler, Inc.",2018-09-01,1713683,1713683.0,"SEC name: ZSCALER, INC.",CIK_UNCHANGED
