final_cik,breach_date,org_name,treated,gvkey,matched_ticker,firm_size_log,firm_size_log_tic,firm_size_log_v3,leverage,leverage_tic,leverage_v3,roa,roa_tic,roa_v3,op_margin,op_margin_tic,op_margin_v3
1166691,2009-06-22,"Comcast Cable Communications, Inc.",1,003226,CMCSA,11.6353,11.6353,11.6353,0.6395,0.6395,0.6395,0.0225,0.0225,0.0225,0.3882,0.3882,0.3882
1166691,2012-08-24,NBC Sports Group,0,003226,CMCSA,11.9692,11.9692,11.9692,0.5966,0.5966,0.5966,0.0264,0.0264,0.0264,0.3315,0.3315,0.3315
1166691,2013-08-24,NBC Sports Group,0,003226,CMCSA,12.0135,12.0135,12.0135,0.5951,0.5951,0.5951,0.0376,0.0376,0.0376,0.3193,0.3193,0.3193
1166691,2013-10-15,NBC Sports Group,0,003226,CMCSA,12.0135,12.0135,12.0135,0.5951,0.5951,0.5951,0.0376,0.0376,0.0376,0.3193,0.3193,0.3193
1166691,2014-09-29,Comcast,1,003226,CMCSA,11.9755,11.9755,11.9755,0.6725,0.6725,0.6725,0.0429,0.0429,0.0429,0.3326,0.3326,0.3326
1166691,2022-01-04,NBCUniversal,1,003226,CMCSA,12.5278,12.5278,12.5278,0.6448,0.6448,0.6448,0.0513,0.0513,0.0513,0.2977,0.2977,0.2977
1166691,2023-10-16,Comcast Cable Communications LLC,1,003226,CMCSA,12.4579,12.4579,12.4579,0.6811,0.6811,0.6811,0.0209,0.0209,0.0209,0.3046,0.3046,0.3046
1166691,2024-01-26,Comcast Cable Communications LLC,1,003226,CMCSA,12.4868,12.4868,12.4868,0.6848,0.6848,0.6848,0.0581,0.0581,0.0581,0.3097,0.3097,0.3097
1166691,2024-02-14,Comcast Cable Communications LLC,1,003226,CMCSA,12.4868,12.4868,12.4868,0.6848,0.6848,0.6848,0.0581,0.0581,0.0581,0.3097,0.3097,0.3097
1166691,2024-10-04,Comcast Cable Communications LLC,1,003226,CMCSA,12.4868,12.4868,12.4868,0.6848,0.6848,0.6848,0.0581,0.0581,0.0581,0.3097,0.3097,0.3097
1168812,2023-05-14,"HBP, Inc.",0,,,,,,,,,,,,,,
1180262,2022-02-01,"Herbalife International of America, Inc.",0,014269,,7.9444,,,1.4935,,,0.1586,,,0.1466,,
1260451,2023-11-01,Vulcan Industries,0,,,,,,,,,,,,,,
51434,2023-05-30,International Paper Company,0,006104,,10.0833,,,0.6451,,,0.0628,,,0.1351,,
1283699,2009-09-03,"T-Mobile USA, Inc.",1,017874,,,,,,,,,,,,,
1283699,2009-10-05,"T-Mobile USA, Inc.",1,017874,,,,,,,,,,,,,
1283699,2009-10-08,T-Mobile,1,017874,,,,,,,,,,,,,
1283699,2011-10-21,T-Mobile USA Inc.,1,017874,,,,,,,,,,,,,
1283699,2012-05-08,T-Mobile,1,017874,,,,,,,,,,,,,
1283699,2012-08-28,T-Mobile,1,017874,,,,,,,,,,,,,
1283699,2013-11-01,T-Mobile,1,017874,TMUS,,,,,,,,,,,,
1283699,2013-11-26,"T-Mobile USA, Inc.",1,017874,TMUS,,,,,,,,,,,,
1283699,2014-01-02,"T-Mobile USA, Inc.",1,017874,TMUS,10.8188,10.8188,10.8188,0.7148,0.7148,0.7148,0.0007,0.0007,0.0007,0.1959,0.1959,0.1959
1283699,2015-09-14,"T-Mobile USA, Inc.",1,017874,TMUS,10.9447,10.9447,10.9447,0.7235,0.7235,0.7235,0.0044,0.0044,0.0044,0.179,0.179,0.179
1283699,2015-10-01,T-Mobile USA Inc.,1,017874,TMUS,10.9447,10.9447,10.9447,0.7235,0.7235,0.7235,0.0044,0.0044,0.0044,0.179,0.179,0.179
1283699,2015-11-04,T-Mobile USA Inc,1,017874,TMUS,10.9447,10.9447,10.9447,0.7235,0.7235,0.7235,0.0044,0.0044,0.0044,0.179,0.179,0.179
1283699,2017-04-01,T-Mobile,1,017874,TMUS,11.0958,11.0958,11.0958,0.7232,0.7232,0.7232,0.0222,0.0222,0.0222,0.2501,0.2501,0.2501
1283699,2017-08-24,"T-Mobile USA, Inc.",1,017874,TMUS,11.0958,11.0958,11.0958,0.7232,0.7232,0.7232,0.0222,0.0222,0.0222,0.2501,0.2501,0.2501
1283699,2017-09-16,"T-Mobile USA, Inc.",1,017874,TMUS,11.0958,11.0958,11.0958,0.7232,0.7232,0.7232,0.0222,0.0222,0.0222,0.2501,0.2501,0.2501
1283699,2018-08-20,T-Mobile USA Inc.,1,017874,TMUS,11.1643,11.1643,11.1643,0.6803,0.6803,0.6803,0.0643,0.0643,0.0643,0.2666,0.2666,0.2666
1283699,2019-11-26,T-Mobile USA,1,017874,TMUS,11.1909,11.1909,11.1909,0.6589,0.6589,0.6589,0.0399,0.0399,0.0399,0.2737,0.2737,0.2737
1283699,2020-04-02,Sprint,1,017874,TMUS,11.3728,11.3728,11.3728,0.6688,0.6688,0.6688,0.0399,0.0399,0.0399,0.288,0.288,0.288
1283699,2020-04-15,Sprint,1,017874,TMUS,11.3728,11.3728,11.3728,0.6688,0.6688,0.6688,0.0399,0.0399,0.0399,0.288,0.288,0.288
1283699,2020-08-27,"T-Mobile US, Inc.",1,017874,TMUS,11.3728,11.3728,11.3728,0.6688,0.6688,0.6688,0.0399,0.0399,0.0399,0.288,0.288,0.288
1283699,2020-08-31,T-Mobile,1,017874,TMUS,11.3728,11.3728,11.3728,0.6688,0.6688,0.6688,0.0399,0.0399,0.0399,0.288,0.288,0.288
1283699,2021-01-18,T-Mobile,1,017874,TMUS,12.2069,12.2069,12.2069,0.6735,0.6735,0.6735,0.0153,0.0153,0.0153,0.3447,0.3447,0.3447
1283699,2021-02-12,"T-Mobile USA, Inc.",1,017874,TMUS,12.2069,12.2069,12.2069,0.6735,0.6735,0.6735,0.0153,0.0153,0.0153,0.3447,0.3447,0.3447
1283699,2021-02-20,T-Mobile,1,017874,TMUS,12.2069,12.2069,12.2069,0.6735,0.6735,0.6735,0.0153,0.0153,0.0153,0.3447,0.3447,0.3447
1283699,2021-03-01,"T-Mobile USA, Inc.",1,017874,TMUS,12.2069,12.2069,12.2069,0.6735,0.6735,0.6735,0.0153,0.0153,0.0153,0.3447,0.3447,0.3447
1283699,2021-03-31,T-Mobile,1,017874,TMUS,12.2069,12.2069,12.2069,0.6735,0.6735,0.6735,0.0153,0.0153,0.0153,0.3447,0.3447,0.3447
1283699,2021-08-13,"T-Mobile USA, Inc.",1,017874,TMUS,12.2069,12.2069,12.2069,0.6735,0.6735,0.6735,0.0153,0.0153,0.0153,0.3447,0.3447,0.3447
1283699,2021-08-17,T-Mobile USA,1,017874,TMUS,12.2069,12.2069,12.2069,0.6735,0.6735,0.6735,0.0153,0.0153,0.0153,0.3447,0.3447,0.3447
1283699,2021-08-26,T-Mobile USA,1,017874,TMUS,12.2069,12.2069,12.2069,0.6735,0.6735,0.6735,0.0153,0.0153,0.0153,0.3447,0.3447,0.3447
1283699,2022-03-08,T-Mobile,1,017874,TMUS,12.2384,12.2384,12.2384,0.6655,0.6655,0.6655,0.0146,0.0146,0.0146,0.3293,0.3293,0.3293
1283699,2022-11-25,T-Mobile USA,1,017874,TMUS,12.2384,12.2384,12.2384,0.6655,0.6655,0.6655,0.0146,0.0146,0.0146,0.3293,0.3293,0.3293
1283699,2023-02-01,"T-Mobile USA, Inc.",1,017874,TMUS,12.2612,12.2612,12.2612,0.6704,0.6704,0.6704,0.0123,0.0123,0.0123,0.3366,0.3366,0.3366
1283699,2023-02-24,T-Mobile,1,017874,TMUS,12.2612,12.2612,12.2612,0.6704,0.6704,0.6704,0.0123,0.0123,0.0123,0.3366,0.3366,0.3366
1283699,2023-04-28,T-Mobile USA,1,017874,TMUS,12.2612,12.2612,12.2612,0.6704,0.6704,0.6704,0.0123,0.0123,0.0123,0.3366,0.3366,0.3366
1652044,2008-06-27,"Google, Inc.",0,160329,GOOG,10.14,,,0.1044,,,0.1659,,,0.3649,,
1308161,2009-04-09,Fox Entertainment Group,0,012886,,11.0398,,,0.5247,,,0.0865,,,0.1964,,
1308161,2009-04-15,Fox Entertainment Group Inc.,0,012886,,11.0398,,,0.5247,,,0.0865,,,0.1964,,
1316644,2018-10-29,AeroGrow International,0,176083,,2.8996,,,0.2986,,,-0.0243,,,-0.0032,,
1316644,2019-03-04,"AeroGrow International, Inc.",0,176083,,2.8996,,,0.2986,,,-0.0243,,,-0.0032,,
1319161,2020-08-05,Warner Music Group,0,163118,,8.7023,,,1.0447,,,0.0425,,,0.1482,,
1319161,2020-09-09,Warner Music Group,0,163118,,8.7023,,,1.0447,,,0.0425,,,0.1482,,
1326160,2014-03-24,Duke Energy Corporation,0,004093,DUK,11.6508,11.6508,11.6508,0.6392,0.6392,0.6392,0.0232,0.0232,0.0232,0.3644,0.3644,0.3644
1326160,2017-11-10,Duke Energy,0,004093,DUK,11.7963,11.7963,11.7963,0.6909,0.6909,0.6909,0.0162,0.0162,0.0162,0.3962,0.3962,0.3962
1326160,2021-05-28,Duke Energy Corporation,0,004093,DUK,11.9977,11.9977,11.9977,0.6971,0.6971,0.6971,0.0085,0.0085,0.0085,0.4338,0.4338,0.4338
1326801,2008-06-09,"Facebook, Inc.",0,170617,,,,,,,,,,,,,
1326801,2013-11-24,Facebook,0,170617,,9.6226,,,0.2217,,,0.0035,,,0.2323,,
1326801,2018-03-01,Facebook,0,170617,,11.3448,,,0.1204,,,0.1885,,,0.5739,,
1326801,2018-09-01,Facebook,0,170617,,11.3448,,,0.1204,,,0.1885,,,0.5739,,
1327811,2025-08-06,Workday Inc.,0,015044,WDAY,9.7968,9.7968,9.7968,0.4975,0.4975,0.4975,0.0293,0.0293,0.0293,0.0997,0.0997,0.0997
1341439,2013-07-10,Oracle Corporation,0,012142,ORCL,11.3122,11.3122,11.3122,0.4482,0.4482,0.4482,0.1335,0.1335,0.1335,0.4646,0.4646,0.4646
1373715,2024-05-14,ServiceNow Inc.,0,171007,NOW,9.7635,9.7635,9.7635,0.5613,0.5613,0.5613,0.0996,0.0996,0.0996,0.1401,0.1401,0.1401
1387467,2022-02-22,Alpha & Omega Semiconductor,0,184604,,6.8228,,,0.4379,,,0.0633,,,0.1824,,
1113169,2007-12-24,"T. Rowe Price Retirement Plan Services, Inc.",0,012138,,7.9249,,,0.1224,,,0.1915,,,0.4583,,
1113169,2023-05-29,"T. Rowe Price Retirement Plan Services, Inc.",0,012138,,9.3625,,,0.168,,,0.1338,,,0.4196,,
1396897,2014-03-29,"NCO Financial Systems, Inc.",0,,,,,,,,,,,,,,
1397911,2018-07-10,LPL Financial LLC,0,178519,,8.5865,,,0.8199,,,0.0446,,,0.144,,
1418091,2013-02-01,"Twitter, Inc.",0,018872,,6.7233,,,0.2492,,,-0.0955,,,-0.0144,,
1428439,2023-12-01,Roku Inc.,0,032382,ROKU,8.3922,8.3922,8.3922,0.4002,0.4002,0.4002,-0.1129,-0.1129,-0.1129,-0.142,-0.142,-0.142
1428439,2023-12-28,Roku Inc,0,032382,ROKU,8.3922,8.3922,8.3922,0.4002,0.4002,0.4002,-0.1129,-0.1129,-0.1129,-0.142,-0.142,-0.142
1428439,2024-02-29,"Roku, Inc.",0,032382,ROKU,8.3574,8.3574,8.3574,0.4541,0.4541,0.4541,-0.1665,-0.1665,-0.1665,-0.105,-0.105,-0.105
1431473,2014-05-13,Uber,0,,,,,,,,,,,,,,
1447669,2022-08-04,Twilio,1,027364,TWLO,9.4726,9.4726,9.4726,0.1513,0.1513,0.1513,-0.0731,-0.0731,-0.0731,-0.2286,-0.2286,-0.2286
1447669,2024-04-01,Twilio,1,027364,TWLO,9.3596,9.3596,9.3596,0.1617,0.1617,0.1617,-0.0875,-0.0875,-0.0875,-0.0164,-0.0164,-0.0164
1400891,2024-12-24,"iHeartMedia + Entertainment, Inc.",0,003105,,8.8469,,,1.0553,,,-0.1586,,,0.1601,,
1400891,2025-04-30,"iHeartMedia + Entertainment, Inc.",0,003105,,8.6255,,,1.2462,,,-0.1813,,,0.1484,,
1472787,2023-12-18,First American Financial Corporation,0,184899,,9.6128,,,0.6865,,,0.0176,,,0.0757,,
1497060,2018-02-01,Capital Integration Systems LLC,0,,,,,,,,,,,,,,
728535,2020-08-01,"J.B. Hunt Transport, Inc.",0,005783,,8.6072,,,0.5856,,,0.0944,,,0.1433,,
728535,2020-08-17,"J.B. Hunt Transport, Inc.",0,005783,,8.6072,,,0.5856,,,0.0944,,,0.1433,,
1501585,2022-03-01,"Huntington Ingalls Industries, Inc.",0,186310,HII,9.2712,9.2712,9.2712,0.7358,0.7358,0.7358,0.0512,0.0512,0.0512,0.0818,0.0818,0.0818
1510295,2018-11-28,Marathon Petroleum Company LP,0,186989,MPC,10.8005,10.8005,10.8005,0.555,0.555,0.555,0.07,0.07,0.07,0.0818,0.0818,0.0818
1512673,2016-02-01,"Block and Company, Inc.",0,026367,,6.7966,,,0.4322,,,-0.201,,,-0.1119,,
1512673,2016-02-09,"Block and Company, Inc.",0,026367,,6.7966,,,0.4322,,,-0.201,,,-0.1119,,
1512673,2016-03-21,"Block and Company, Inc.",0,026367,,6.7966,,,0.4322,,,-0.201,,,-0.1119,,
1512673,2023-01-12,Block Inc,0,026367,,10.3534,,,0.45,,,-0.0172,,,0.0001,,
1718512,2023-02-07,Gates Corporation,0,032886,,8.8807,,,0.5212,,,0.0307,,,0.1732,,
1718512,2023-02-11,Gates Corporation,0,032886,,8.8807,,,0.5212,,,0.0307,,,0.1732,,
1535527,2022-04-01,"CrowdStrike Holdings, Inc.",0,035182,CRWD,8.1938,8.1938,8.1938,0.7132,0.7132,0.7132,-0.0649,-0.0649,-0.0649,-0.0399,-0.0399,-0.0399
1535527,2024-07-19,CrowdStrike Holdings Inc.,0,035182,CRWD,8.8018,8.8018,8.8018,0.6484,0.6484,0.6484,0.0134,0.0134,0.0134,0.0509,0.0509,0.0509
1543151,2014-05-13,"Uber Technologies, Inc.",0,035077,,,,,,,,,,,,,
1543151,2015-03-04,Uber Technologies,0,035077,,,,,,,,,,,,,
1543151,2016-06-16,"Uber Technologies, Inc.",0,035077,,,,,,,,,,,,,
1543151,2016-10-01,Uber Technologies Inc.,0,035077,,,,,,,,,,,,,
1543151,2016-10-13,"Uber Technologies, Inc.",0,035077,,,,,,,,,,,,,
1543151,2016-11-01,"Uber Technologies, Inc.",0,035077,,,,,,,,,,,,,
1543151,2017-11-01,"Uber Technologies, Inc.",0,035077,,,,,,,,,,,,,
1543151,2017-11-28,"Uber Technologies, Inc.",0,035077,,,,,,,,,,,,,
1543151,2017-12-18,"Uber Technologies, Inc.",0,035077,,,,,,,,,,,,,
1543151,2018-08-30,Uber Technologies Inc.,0,035077,,9.6438,,,0.7632,,,-0.2614,,,-0.4487,,
1543151,2018-12-06,Uber Technologies Inc,0,035077,,9.6438,,,0.7632,,,-0.2614,,,-0.4487,,
1543151,2019-10-28,"Uber Technologies, Inc.",0,035077,UBER,10.0853,10.0853,10.0853,0.7169,0.7169,0.7169,0.0416,0.0416,0.0416,-0.2303,-0.2303,-0.2303
1543151,2023-01-23,"Uber Technologies, Inc.",0,035077,UBER,10.3769,10.3769,10.3769,0.7352,0.7352,0.7352,-0.2847,-0.2847,-0.2847,-0.0236,-0.0236,-0.0236
1543151,2023-03-31,"Uber Technologies, Inc.",0,035077,UBER,10.3769,10.3769,10.3769,0.7352,0.7352,0.7352,-0.2847,-0.2847,-0.2847,-0.0236,-0.0236,-0.0236
1543151,2024-08-23,"Uber Technologies, Inc.",0,035077,UBER,10.5636,10.5636,10.5636,0.6723,0.6723,0.6723,0.0488,0.0488,0.0488,0.0544,0.0544,0.0544
1553023,2017-10-18,"CyrusOne, Inc.",0,016116,CONE,7.9559,7.9559,7.9559,0.5926,0.5926,0.5926,0.007,0.007,0.007,0.1332,0.1332,0.1332
1558044,2023-12-02,"Professional Compounding Centers of America, Inc.",0,,,,,,,,,,,,,,
1560142,2019-05-03,EatStreet,0,,,,,,,,,,,,,,
1564408,2022-03-01,Snap Inc.,0,030091,SNAP,8.9275,8.9275,8.9275,0.4971,0.4971,0.4971,-0.0647,-0.0647,-0.0647,-0.1416,-0.1416,-0.1416
1567336,2019-04-01,Mediant Communications Inc.,0,,,,,,,,,,,,,,
1570434,2019-12-11,Prime Communications,0,,,,,,,,,,,,,,
1590895,2023-08-23,"Caesars Entertainment, Inc.",0,021808,CZR,10.4201,10.4201,10.4201,0.8881,0.8881,0.8881,-0.0268,-0.0268,-0.0268,0.2833,0.2833,0.2833
1609711,2019-10-16,GoDaddy.com LLC,1,023071,GDDY,8.7133,8.7133,8.7133,0.8645,0.8645,0.8645,0.0127,0.0127,0.0127,0.1565,0.1565,0.1565
1609711,2021-09-06,"GoDaddy.com, LLC",1,023071,GDDY,8.7692,8.7692,8.7692,1.0018,1.0018,1.0018,-0.077,-0.077,-0.077,0.1527,0.1527,0.1527
1609711,2022-03-14,"GoDaddy.com, LLC",1,023071,GDDY,8.9115,8.9115,8.9115,0.9888,0.9888,0.9888,0.0327,0.0327,0.0327,0.1688,0.1688,0.1688
1632127,2019-03-01,"Cable One, Inc.",1,023225,CABO,7.7421,7.7421,7.7421,0.6634,0.6634,0.6634,0.0715,0.0715,0.0715,0.4538,0.4538,0.4538
1632127,2019-08-08,"Cable One, Inc.",1,023225,CABO,7.7421,7.7421,7.7421,0.6634,0.6634,0.6634,0.0715,0.0715,0.0715,0.4538,0.4538,0.4538
1640147,2024-03-01,Snowflake Inc.,0,339965,SNOW,9.0147,9.0147,9.0147,0.3688,0.3688,0.3688,-0.1017,-0.1017,-0.1017,-0.3448,-0.3448,-0.3448
1640147,2024-04-14,Snowflake Inc.,0,339965,SNOW,9.0147,9.0147,9.0147,0.3688,0.3688,0.3688,-0.1017,-0.1017,-0.1017,-0.3448,-0.3448,-0.3448
1645590,2023-12-12,Hewlett Packard Enterprise Company,0,026156,HPE,10.9535,10.9535,10.9535,0.6284,0.6284,0.6284,0.0354,0.0354,0.0354,0.1736,0.1736,0.1736
1645590,2025-02-05,Hewlett Packard Enterprise Company,0,026156,HPE,11.1741,11.1741,11.1741,0.6509,0.6509,0.6509,0.0362,0.0362,0.0362,0.1676,0.1676,0.1676
1647088,2020-11-10,WillScot Mobile Mini Holdings Corp.,0,032771,,7.9717,,,0.7553,,,-0.0038,,,0.323,,
1652044,2016-03-29,Google Inc.,0,160329,GOOG,11.9013,,,0.184,,,0.1109,,,0.3252,,
1652044,2016-05-06,Google Inc.,0,160329,GOOG,11.9013,,,0.184,,,0.1109,,,0.3252,,
1652044,2016-08-10,Google Inc.,0,160329,GOOG,11.9013,,,0.184,,,0.1109,,,0.3252,,
1652044,2017-06-29,"Google, Inc.",0,160329,GOOG,12.0287,,,0.1699,,,0.1163,,,0.3303,,
1660134,2023-09-23,"Okta, Inc.",0,030736,OKTA,9.1385,9.1385,9.1385,0.4127,0.4127,0.4127,-0.0876,-0.0876,-0.0876,-0.3614,-0.3614,-0.3614
1660134,2023-11-02,Okta Inc,0,030736,OKTA,9.1385,9.1385,9.1385,0.4127,0.4127,0.4127,-0.0876,-0.0876,-0.0876,-0.3614,-0.3614,-0.3614
1660134,2023-11-07,"Okta, Inc.",0,030736,OKTA,9.1385,9.1385,9.1385,0.4127,0.4127,0.4127,-0.0876,-0.0876,-0.0876,-0.3614,-0.3614,-0.3614
1669779,2022-01-14,CWGS Group,0,019071,,8.3832,,,0.9465,,,0.0637,,,0.1314,,
1673769,2022-10-18,"IMA Financial Group, Inc.",0,,,,,,,,,,,,,,
1691249,2017-10-01,"The iRemedy Healthcare Companies, Inc.",0,,,,,,,,,,,,,,
1702780,2019-11-04,"Altice USA, Inc.",1,012485,ATUS,10.4227,,,0.8866,,,0.0006,,,0.4289,,
1702780,2024-02-29,Altice USA,1,012485,ATUS,10.3711,,,1.0136,,,0.0017,,,0.3855,,
1713683,2018-09-01,"Zscaler, Inc.",0,033037,ZS,6.1043,6.1043,6.1043,0.4635,0.4635,0.4635,-0.0751,-0.0751,-0.0751,-0.0978,-0.0978,-0.0978
1713683,2025-08-08,Zscaler Inc.,0,033037,ZS,8.7672,8.7672,8.7672,0.7197,0.7197,0.7197,-0.0065,-0.0065,-0.0065,-0.0004,-0.0004,-0.0004
1792789,2019-05-04,DoorDash Inc.,0,037420,,6.5265,,,0.1962,,,-0.2987,,,-0.6254,,
315293,2020-12-29,Aon Corporation PLC,0,003221,AON,10.2889,10.2889,10.2889,0.8827,0.8827,0.8827,0.0521,0.0521,0.0521,0.2891,0.2891,0.2891
315293,2022-02-25,Aon PLC,0,003221,AON,10.3709,10.3709,10.3709,0.9637,0.9637,0.9637,0.0393,0.0393,0.0393,0.3159,0.3159,0.3159
1826210,2017-04-06,KeraLink International,0,,,,,,,,,,,,,,
1834695,2019-08-01,"Volkswagen Group of America, Inc.",0,,,,,,,,,,,,,,
718877,2012-08-01,"Activision Publishing, Inc.",0,180405,,9.4938,,,0.2098,,,0.0817,,,0.3725,,
718877,2022-12-02,"Activision Publishing, Inc.",0,180405,,10.1289,,,0.2976,,,0.1077,,,0.4309,,
1889539,2023-05-29,"Corebridge Financial, Inc.",0,041084,,12.8055,,,0.9749,,,0.0224,,,0.4504,,
1984463,2018-02-28,"Warn Industries, Inc.",0,,,,,,,,,,,,,,
