final_cik,breach_date,org_name,treated,gvkey,variable,v3_value,v4_value,change,delta
896878,2024-01-29,Intuit Inc.,0,027928,op_margin,0.275,0.275,identical,0.0
896878,2024-03-05,Intuit Inc,0,027928,firm_size_log,10.2321,10.2321,identical,0.0
896878,2024-03-05,Intuit Inc,0,027928,leverage,0.3784,0.3784,identical,0.0
896878,2024-03-05,Intuit Inc,0,027928,roa,0.0858,0.0858,identical,0.0
896878,2024-03-05,Intuit Inc,0,027928,op_margin,0.275,0.275,identical,0.0
896878,2024-12-20,Intuit Inc.,0,027928,firm_size_log,10.3776,10.3776,identical,0.0
896878,2024-12-20,Intuit Inc.,0,027928,leverage,0.4262,0.4262,identical,0.0
896878,2024-12-20,Intuit Inc.,0,027928,roa,0.0922,0.0922,identical,0.0
896878,2024-12-20,Intuit Inc.,0,027928,op_margin,0.285,0.285,identical,0.0
896878,2025-01-21,Intuit Inc.,0,027928,firm_size_log,10.3776,10.3776,identical,0.0
896878,2025-01-21,Intuit Inc.,0,027928,leverage,0.4262,0.4262,identical,0.0
896878,2025-01-21,Intuit Inc.,0,027928,roa,0.0922,0.0922,identical,0.0
896878,2025-01-21,Intuit Inc.,0,027928,op_margin,0.285,0.285,identical,0.0
908937,2012-03-19,Sirius XM Radio Inc.,0,030662,firm_size_log,8.9221,8.9221,identical,0.0
908937,2012-03-19,Sirius XM Radio Inc.,0,030662,leverage,0.9061,0.9061,identical,0.0
908937,2012-03-19,Sirius XM Radio Inc.,0,030662,roa,0.057,0.057,identical,0.0
908937,2012-03-19,Sirius XM Radio Inc.,0,030662,op_margin,0.3131,0.3131,identical,0.0
908937,2012-04-12,Sirius XM Satellite Radio,0,030662,firm_size_log,8.9221,8.9221,identical,0.0
908937,2012-04-12,Sirius XM Satellite Radio,0,030662,leverage,0.9061,0.9061,identical,0.0
908937,2012-04-12,Sirius XM Satellite Radio,0,030662,roa,0.057,0.057,identical,0.0
908937,2012-04-12,Sirius XM Satellite Radio,0,030662,op_margin,0.3131,0.3131,identical,0.0
908937,2016-02-01,Sirius XM Radio Inc.,0,030662,firm_size_log,8.993,8.993,identical,0.0
908937,2016-02-01,Sirius XM Radio Inc.,0,030662,leverage,1.0207,1.0207,identical,0.0
908937,2016-02-01,Sirius XM Radio Inc.,0,030662,roa,0.0633,0.0633,identical,0.0
908937,2016-02-01,Sirius XM Radio Inc.,0,030662,op_margin,0.343,0.343,identical,0.0
908937,2016-04-05,Sirius XM Radio Inc.,0,030662,firm_size_log,8.993,8.993,identical,0.0
908937,2016-04-05,Sirius XM Radio Inc.,0,030662,leverage,1.0207,1.0207,identical,0.0
908937,2016-04-05,Sirius XM Radio Inc.,0,030662,roa,0.0633,0.0633,identical,0.0
908937,2016-04-05,Sirius XM Radio Inc.,0,030662,op_margin,0.343,0.343,identical,0.0
908937,2016-08-20,Sirius XM Radio Inc.,0,030662,firm_size_log,8.993,8.993,identical,0.0
908937,2016-08-20,Sirius XM Radio Inc.,0,030662,leverage,1.0207,1.0207,identical,0.0
908937,2016-08-20,Sirius XM Radio Inc.,0,030662,roa,0.0633,0.0633,identical,0.0
908937,2016-08-20,Sirius XM Radio Inc.,0,030662,op_margin,0.343,0.343,identical,0.0
908937,2016-09-26,Sirius XM Radio Inc,0,030662,firm_size_log,8.993,8.993,identical,0.0
908937,2016-09-26,Sirius XM Radio Inc,0,030662,leverage,1.0207,1.0207,identical,0.0
908937,2016-09-26,Sirius XM Radio Inc,0,030662,roa,0.0633,0.0633,identical,0.0
908937,2016-09-26,Sirius XM Radio Inc,0,030662,op_margin,0.343,0.343,identical,0.0
908937,2016-10-04,"Sirius XM Radio, Inc.",0,030662,firm_size_log,8.993,8.993,identical,0.0
908937,2016-10-04,"Sirius XM Radio, Inc.",0,030662,leverage,1.0207,1.0207,identical,0.0
908937,2016-10-04,"Sirius XM Radio, Inc.",0,030662,roa,0.0633,0.0633,identical,0.0
908937,2016-10-04,"Sirius XM Radio, Inc.",0,030662,op_margin,0.343,0.343,identical,0.0
908937,2016-10-31,Sirius XM Radio Inc.,0,030662,firm_size_log,8.993,8.993,identical,0.0
908937,2016-10-31,Sirius XM Radio Inc.,0,030662,leverage,1.0207,1.0207,identical,0.0
908937,2016-10-31,Sirius XM Radio Inc.,0,030662,roa,0.0633,0.0633,identical,0.0
908937,2016-10-31,Sirius XM Radio Inc.,0,030662,op_margin,0.343,0.343,identical,0.0
908937,2016-11-15,Sirius XM Radio Inc.,0,030662,firm_size_log,8.993,8.993,identical,0.0
908937,2016-11-15,Sirius XM Radio Inc.,0,030662,leverage,1.0207,1.0207,identical,0.0
908937,2016-11-15,Sirius XM Radio Inc.,0,030662,roa,0.0633,0.0633,identical,0.0
908937,2016-11-15,Sirius XM Radio Inc.,0,030662,op_margin,0.343,0.343,identical,0.0
908937,2016-12-04,Sirius XM Radio Inc,0,030662,firm_size_log,8.993,8.993,identical,0.0
908937,2016-12-04,Sirius XM Radio Inc,0,030662,leverage,1.0207,1.0207,identical,0.0
908937,2016-12-04,Sirius XM Radio Inc,0,030662,roa,0.0633,0.0633,identical,0.0
908937,2016-12-04,Sirius XM Radio Inc,0,030662,op_margin,0.343,0.343,identical,0.0
908937,2016-12-19,"Sirius XM Radio, Inc.",0,030662,firm_size_log,8.993,8.993,identical,0.0
908937,2016-12-19,"Sirius XM Radio, Inc.",0,030662,leverage,1.0207,1.0207,identical,0.0
908937,2016-12-19,"Sirius XM Radio, Inc.",0,030662,roa,0.0633,0.0633,identical,0.0
908937,2016-12-19,"Sirius XM Radio, Inc.",0,030662,op_margin,0.343,0.343,identical,0.0
908937,2017-01-06,Sirius XM Radio Inc.,0,030662,firm_size_log,8.9876,8.9876,identical,0.0
908937,2017-01-06,Sirius XM Radio Inc.,0,030662,leverage,1.099,1.099,identical,0.0
908937,2017-01-06,Sirius XM Radio Inc.,0,030662,roa,0.0932,0.0932,identical,0.0
908937,2017-01-06,Sirius XM Radio Inc.,0,030662,op_margin,0.3508,0.3508,identical,0.0
908937,2017-01-25,"Sirius XM Radio, Inc.",0,030662,firm_size_log,8.9876,8.9876,identical,0.0
908937,2017-01-25,"Sirius XM Radio, Inc.",0,030662,leverage,1.099,1.099,identical,0.0
908937,2017-01-25,"Sirius XM Radio, Inc.",0,030662,roa,0.0932,0.0932,identical,0.0
908937,2017-01-25,"Sirius XM Radio, Inc.",0,030662,op_margin,0.3508,0.3508,identical,0.0
908937,2017-08-06,Sirius XM Radio Inc.,0,030662,firm_size_log,8.9876,8.9876,identical,0.0
908937,2017-08-06,Sirius XM Radio Inc.,0,030662,leverage,1.099,1.099,identical,0.0
908937,2017-08-06,Sirius XM Radio Inc.,0,030662,roa,0.0932,0.0932,identical,0.0
908937,2017-08-06,Sirius XM Radio Inc.,0,030662,op_margin,0.3508,0.3508,identical,0.0
908937,2017-09-18,Sirius XM Radio Inc.,0,030662,firm_size_log,8.9876,8.9876,identical,0.0
908937,2017-09-18,Sirius XM Radio Inc.,0,030662,leverage,1.099,1.099,identical,0.0
908937,2017-09-18,Sirius XM Radio Inc.,0,030662,roa,0.0932,0.0932,identical,0.0
908937,2017-09-18,Sirius XM Radio Inc.,0,030662,op_margin,0.3508,0.3508,identical,0.0
1971213,2020-05-01,"Sinclair Broadcast Group, Inc.",0,060800,firm_size_log,,9.7625,gained,
1971213,2020-05-01,"Sinclair Broadcast Group, Inc.",0,060800,leverage,,0.8404,gained,
1971213,2020-05-01,"Sinclair Broadcast Group, Inc.",0,060800,roa,,0.0027,gained,
1971213,2020-05-01,"Sinclair Broadcast Group, Inc.",0,060800,op_margin,,0.2118,gained,
1971213,2021-06-23,"Sinclair Broadcast Group, Inc.",0,060800,firm_size_log,,9.5017,gained,
1971213,2021-06-23,"Sinclair Broadcast Group, Inc.",0,060800,leverage,,1.0744,gained,
1971213,2021-06-23,"Sinclair Broadcast Group, Inc.",0,060800,roa,,-0.1804,gained,
1971213,2021-06-23,"Sinclair Broadcast Group, Inc.",0,060800,op_margin,,0.346,gained,
1971213,2021-12-16,"Sinclair Broadcast Group, Inc.",0,060800,firm_size_log,,9.5017,gained,
1971213,2021-12-16,"Sinclair Broadcast Group, Inc.",0,060800,leverage,,1.0744,gained,
1971213,2021-12-16,"Sinclair Broadcast Group, Inc.",0,060800,roa,,-0.1804,gained,
1971213,2021-12-16,"Sinclair Broadcast Group, Inc.",0,060800,op_margin,,0.346,gained,
920522,2013-08-13,"Essex Property Trust, Inc.",0,030293,firm_size_log,8.4862,8.4862,identical,0.0
920522,2013-08-13,"Essex Property Trust, Inc.",0,030293,leverage,0.6112,0.6112,identical,0.0
920522,2013-08-13,"Essex Property Trust, Inc.",0,030293,roa,0.0258,0.0258,identical,0.0
920522,2013-08-13,"Essex Property Trust, Inc.",0,030293,op_margin,0.3748,0.3748,identical,0.0
924613,2013-07-22,Nokia Inc.,0,023671,firm_size_log,10.5838,10.5838,identical,0.0
924613,2013-07-22,Nokia Inc.,0,023671,leverage,0.6846,0.6846,identical,0.0
924613,2013-07-22,Nokia Inc.,0,023671,roa,-0.1037,-0.1037,identical,0.0
924613,2013-07-22,Nokia Inc.,0,023671,op_margin,0.0231,0.0231,identical,0.0
1744489,2008-07-29,The Walt Disney Company,0,003980,firm_size_log,11.0174,11.0174,identical,0.0
1744489,2008-07-29,The Walt Disney Company,0,003980,leverage,0.474,0.474,identical,0.0
1744489,2008-07-29,The Walt Disney Company,0,003980,roa,0.0769,0.0769,identical,0.0
1744489,2008-07-29,The Walt Disney Company,0,003980,op_margin,0.235,0.235,identical,0.0
943452,2022-03-15,Wabtec Corporation,0,060979,firm_size_log,9.823,9.823,identical,0.0
943452,2022-03-15,Wabtec Corporation,0,060979,leverage,0.4452,0.4452,identical,0.0
943452,2022-03-15,Wabtec Corporation,0,060979,roa,0.0302,0.0302,identical,0.0
943452,2022-03-15,Wabtec Corporation,0,060979,op_margin,0.184,0.184,identical,0.0
1000228,2023-09-27,"Henry Schein, Inc.",0,061494,firm_size_log,9.0603,9.0603,identical,0.0
1000228,2023-09-27,"Henry Schein, Inc.",0,061494,leverage,0.4573,0.4573,identical,0.0
1000228,2023-09-27,"Henry Schein, Inc.",0,061494,roa,0.0625,0.0625,identical,0.0
1000228,2023-09-27,"Henry Schein, Inc.",0,061494,op_margin,0.0848,0.0848,identical,0.0
1001082,2023-02-22,"DISH Network, LLC",1,060900,firm_size_log,10.8706,10.8706,identical,0.0
1001082,2023-02-22,"DISH Network, LLC",1,060900,leverage,0.6501,0.6501,identical,0.0
1001082,2023-02-22,"DISH Network, LLC",1,060900,roa,0.0438,0.0438,identical,0.0
1001082,2023-02-22,"DISH Network, LLC",1,060900,op_margin,0.1656,0.1656,identical,0.0
1001082,2023-05-17,"DISH Network, LLC",1,060900,firm_size_log,10.8706,10.8706,identical,0.0
1001082,2023-05-17,"DISH Network, LLC",1,060900,leverage,0.6501,0.6501,identical,0.0
1001082,2023-05-17,"DISH Network, LLC",1,060900,roa,0.0438,0.0438,identical,0.0
1001082,2023-05-17,"DISH Network, LLC",1,060900,op_margin,0.1656,0.1656,identical,0.0
1001250,2023-05-01,The Est̩e Lauder Companies Inc.,0,061567,firm_size_log,9.948,9.948,identical,0.0
1001250,2023-05-01,The Est̩e Lauder Companies Inc.,0,061567,leverage,0.6924,0.6924,identical,0.0
1001250,2023-05-01,The Est̩e Lauder Companies Inc.,0,061567,roa,0.1143,0.1143,identical,0.0
1001250,2023-05-01,The Est̩e Lauder Companies Inc.,0,061567,op_margin,0.2369,0.2369,identical,0.0
1001250,2023-05-30,The Est̩e Lauder Companies Inc.,0,061567,firm_size_log,9.948,9.948,identical,0.0
1001250,2023-05-30,The Est̩e Lauder Companies Inc.,0,061567,leverage,0.6924,0.6924,identical,0.0
1001250,2023-05-30,The Est̩e Lauder Companies Inc.,0,061567,roa,0.1143,0.1143,identical,0.0
1001250,2023-05-30,The Est̩e Lauder Companies Inc.,0,061567,op_margin,0.2369,0.2369,identical,0.0
1001250,2023-07-11,The Est̩e Lauder Companies Inc.,0,061567,firm_size_log,10.0611,10.0611,identical,0.0
1001250,2023-07-11,The Est̩e Lauder Companies Inc.,0,061567,leverage,0.7259,0.7259,identical,0.0
1001250,2023-07-11,The Est̩e Lauder Companies Inc.,0,061567,roa,0.043,0.043,identical,0.0
1001250,2023-07-11,The Est̩e Lauder Companies Inc.,0,061567,op_margin,0.1604,0.1604,identical,0.0
1002517,2014-12-10,"Nuance Communications, Inc.",0,061685,firm_size_log,,8.6691,gained,
1002517,2014-12-10,"Nuance Communications, Inc.",0,061685,leverage,,0.5564,gained,
1002517,2014-12-10,"Nuance Communications, Inc.",0,061685,roa,,-0.0258,gained,
1002517,2014-12-10,"Nuance Communications, Inc.",0,061685,op_margin,,0.1269,gained,
1011006,2012-07-11,Yahoo! Voices,0,062634,firm_size_log,,9.6012,gained,
1011006,2012-07-11,Yahoo! Voices,0,062634,roa,,0.0709,gained,
1011006,2012-07-11,Yahoo! Voices,0,062634,op_margin,,0.2955,gained,
1011006,2013-08-01,Yahoo! Inc.,0,062634,firm_size_log,,9.747,gained,
1011006,2013-08-01,Yahoo! Inc.,0,062634,roa,,0.2307,gained,
1011006,2013-08-01,Yahoo! Inc.,0,062634,op_margin,,0.2922,gained,
1011006,2014-12-01,Yahoo,0,062634,firm_size_log,,9.7294,gained,
1011006,2014-12-01,Yahoo,0,062634,leverage,,0.2186,gained,
1011006,2014-12-01,Yahoo,0,062634,roa,,0.0813,gained,
1011006,2014-12-01,Yahoo,0,062634,op_margin,,0.2577,gained,
1011006,2016-08-13,Yahoo Inc.,0,062634,firm_size_log,,10.7189,gained,
1011006,2016-08-13,Yahoo Inc.,0,062634,leverage,,0.3567,gained,
1011006,2016-08-13,Yahoo Inc.,0,062634,roa,,-0.0964,gained,
1011006,2016-08-13,Yahoo Inc.,0,062634,op_margin,,0.0955,gained,
1041061,2023-01-13,"Yum! Brands, Inc.",0,065417,firm_size_log,8.6735,8.6735,identical,0.0
1041061,2023-01-13,"Yum! Brands, Inc.",0,065417,leverage,2.5183,2.5183,identical,0.0
1041061,2023-01-13,"Yum! Brands, Inc.",0,065417,roa,0.2267,0.2267,identical,0.0
1041061,2023-01-13,"Yum! Brands, Inc.",0,065417,op_margin,0.3534,0.3534,identical,0.0
1048911,2011-05-01,"FedEx Ground Package System, Inc.",0,004598,firm_size_log,10.1227,10.1227,identical,0.0
1048911,2011-05-01,"FedEx Ground Package System, Inc.",0,004598,leverage,0.4454,0.4454,identical,0.0
1048911,2011-05-01,"FedEx Ground Package System, Inc.",0,004598,roa,0.0475,0.0475,identical,0.0
1048911,2011-05-01,"FedEx Ground Package System, Inc.",0,004598,op_margin,0.1129,0.1129,identical,0.0
1051470,2013-10-31,Crown Castle,0,113490,firm_size_log,9.6859,9.6859,identical,0.0
1051470,2013-10-31,Crown Castle,0,113490,leverage,0.8166,0.8166,identical,0.0
1051470,2013-10-31,Crown Castle,0,113490,roa,0.0117,0.0117,identical,0.0
1051470,2013-10-31,Crown Castle,0,113490,op_margin,0.6143,0.6143,identical,0.0
1051470,2013-11-19,Crown Castle,0,113490,firm_size_log,9.6859,9.6859,identical,0.0
1051470,2013-11-19,Crown Castle,0,113490,leverage,0.8166,0.8166,identical,0.0
1051470,2013-11-19,Crown Castle,0,113490,roa,0.0117,0.0117,identical,0.0
1051470,2013-11-19,Crown Castle,0,113490,op_margin,0.6143,0.6143,identical,0.0
1058290,2020-04-09,Cognizant Technology Solutions Corporation,0,111864,firm_size_log,9.693,9.693,identical,0.0
1058290,2020-04-09,Cognizant Technology Solutions Corporation,0,111864,leverage,0.3198,0.3198,identical,0.0
1058290,2020-04-09,Cognizant Technology Solutions Corporation,0,111864,roa,0.1137,0.1137,identical,0.0
1058290,2020-04-09,Cognizant Technology Solutions Corporation,0,111864,op_margin,0.1978,0.1978,identical,0.0
1060391,2013-08-10,Republic Services,0,112168,firm_size_log,9.8841,9.8841,identical,0.0
1060391,2013-08-10,Republic Services,0,112168,leverage,0.6072,0.6072,identical,0.0
1060391,2013-08-10,Republic Services,0,112168,roa,0.0291,0.0291,identical,0.0
1060391,2013-08-10,Republic Services,0,112168,op_margin,0.2823,0.2823,identical,0.0
1060391,2013-08-26,Republic Services,0,112168,firm_size_log,9.8841,9.8841,identical,0.0
1060391,2013-08-26,Republic Services,0,112168,leverage,0.6072,0.6072,identical,0.0
1060391,2013-08-26,Republic Services,0,112168,roa,0.0291,0.0291,identical,0.0
1060391,2013-08-26,Republic Services,0,112168,op_margin,0.2823,0.2823,identical,0.0
1060391,2019-02-01,"Republic Services, Inc.",0,112168,firm_size_log,9.9812,9.9812,identical,0.0
1060391,2019-02-01,"Republic Services, Inc.",0,112168,leverage,0.6332,0.6332,identical,0.0
1060391,2019-02-01,"Republic Services, Inc.",0,112168,roa,0.048,0.048,identical,0.0
1060391,2019-02-01,"Republic Services, Inc.",0,112168,op_margin,0.2792,0.2792,identical,0.0
1060391,2021-09-20,"Republic Services, Inc.",0,112168,firm_size_log,10.0619,10.0619,identical,0.0
1060391,2021-09-20,"Republic Services, Inc.",0,112168,leverage,0.6378,0.6378,identical,0.0
1060391,2021-09-20,"Republic Services, Inc.",0,112168,roa,0.0413,0.0413,identical,0.0
1060391,2021-09-20,"Republic Services, Inc.",0,112168,op_margin,0.2979,0.2979,identical,0.0
1060391,2022-04-09,"Republic Services, Inc.",0,112168,firm_size_log,10.1248,10.1248,identical,0.0
1060391,2022-04-09,"Republic Services, Inc.",0,112168,leverage,0.6402,0.6402,identical,0.0
1060391,2022-04-09,"Republic Services, Inc.",0,112168,roa,0.0517,0.0517,identical,0.0
1060391,2022-04-09,"Republic Services, Inc.",0,112168,op_margin,0.2958,0.2958,identical,0.0
1067837,2019-08-04,"Audacy, Inc",0,117902,firm_size_log,,8.2991,gained,
1067837,2019-08-04,"Audacy, Inc",0,117902,leverage,,0.6681,gained,
1067837,2019-08-04,"Audacy, Inc",0,117902,roa,,-0.0899,gained,
1067837,2019-08-04,"Audacy, Inc",0,117902,op_margin,,0.2017,gained,
1067837,2019-09-18,Entercom Communications Corp.,0,117902,firm_size_log,,8.2991,gained,
1067837,2019-09-18,Entercom Communications Corp.,0,117902,leverage,,0.6681,gained,
1067837,2019-09-18,Entercom Communications Corp.,0,117902,roa,,-0.0899,gained,
1067837,2019-09-18,Entercom Communications Corp.,0,117902,op_margin,,0.2017,gained,
1091667,2008-07-14,"Charter Communications, Inc.",1,126136,firm_size_log,9.5933,9.5933,identical,0.0
1091667,2008-07-14,"Charter Communications, Inc.",1,126136,leverage,1.5242,1.5242,identical,0.0
1091667,2008-07-14,"Charter Communications, Inc.",1,126136,roa,-0.1102,-0.1102,identical,0.0
1091667,2008-07-14,"Charter Communications, Inc.",1,126136,op_margin,0.3487,0.3487,identical,0.0
1091667,2008-08-11,Charter Communications,1,126136,firm_size_log,9.5933,9.5933,identical,0.0
1091667,2008-08-11,Charter Communications,1,126136,leverage,1.5242,1.5242,identical,0.0
1091667,2008-08-11,Charter Communications,1,126136,roa,-0.1102,-0.1102,identical,0.0
1091667,2008-08-11,Charter Communications,1,126136,op_margin,0.3487,0.3487,identical,0.0
1091667,2013-04-26,"Charter Communications, Inc.",1,126136,firm_size_log,9.655,9.655,identical,0.0
1091667,2013-04-26,"Charter Communications, Inc.",1,126136,leverage,0.9904,0.9904,identical,0.0
1091667,2013-04-26,"Charter Communications, Inc.",1,126136,roa,-0.0195,-0.0195,identical,0.0
1091667,2013-04-26,"Charter Communications, Inc.",1,126136,op_margin,0.3497,0.3497,identical,0.0
1091667,2014-01-21,"Charter Communications, Inc.",1,126136,firm_size_log,9.7582,9.7582,identical,0.0
1091667,2014-01-21,"Charter Communications, Inc.",1,126136,leverage,0.9913,0.9913,identical,0.0
1091667,2014-01-21,"Charter Communications, Inc.",1,126136,roa,-0.0098,-0.0098,identical,0.0
1091667,2014-01-21,"Charter Communications, Inc.",1,126136,op_margin,0.3501,0.3501,identical,0.0
1091667,2014-09-30,Charter Communication,1,126136,firm_size_log,9.7582,9.7582,identical,0.0
1091667,2014-09-30,Charter Communication,1,126136,leverage,0.9913,0.9913,identical,0.0
1091667,2014-09-30,Charter Communication,1,126136,roa,-0.0098,-0.0098,identical,0.0
1091667,2014-09-30,Charter Communication,1,126136,op_margin,0.3501,0.3501,identical,0.0
1091667,2022-12-21,Charter Communications,1,126136,firm_size_log,11.867,11.867,identical,0.0
1091667,2022-12-21,Charter Communications,1,126136,leverage,0.8726,0.8726,identical,0.0
1091667,2022-12-21,Charter Communications,1,126136,roa,0.0327,0.0327,identical,0.0
1091667,2022-12-21,Charter Communications,1,126136,op_margin,0.3909,0.3909,identical,0.0
1091667,2023-01-01,"Charter Communications, Inc.",1,126136,firm_size_log,11.8812,11.8812,identical,0.0
1091667,2023-01-01,"Charter Communications, Inc.",1,126136,leverage,0.9132,0.9132,identical,0.0
1091667,2023-01-01,"Charter Communications, Inc.",1,126136,roa,0.035,0.035,identical,0.0
1091667,2023-01-01,"Charter Communications, Inc.",1,126136,op_margin,0.3914,0.3914,identical,0.0
1091667,2023-09-01,"Charter Communications, Inc.",1,126136,firm_size_log,11.8812,11.8812,identical,0.0
1091667,2023-09-01,"Charter Communications, Inc.",1,126136,leverage,0.9132,0.9132,identical,0.0
1091667,2023-09-01,"Charter Communications, Inc.",1,126136,roa,0.035,0.035,identical,0.0
1091667,2023-09-01,"Charter Communications, Inc.",1,126136,op_margin,0.3914,0.3914,identical,0.0
1105705,2006-12-01,Time Warner Inc.,0,025056,firm_size_log,,11.7157,gained,
1105705,2006-12-01,Time Warner Inc.,0,025056,leverage,,0.4412,gained,
1105705,2006-12-01,Time Warner Inc.,0,025056,roa,,0.0238,gained,
1105705,2006-12-01,Time Warner Inc.,0,025056,op_margin,,0.2474,gained,
1105705,2015-01-28,Time Warner Inc.,0,025056,firm_size_log,,11.055,gained,
1105705,2015-01-28,Time Warner Inc.,0,025056,leverage,,0.6131,gained,
1105705,2015-01-28,Time Warner Inc.,0,025056,roa,,0.0605,gained,
1105705,2015-01-28,Time Warner Inc.,0,025056,op_margin,,0.2524,gained,
1105705,2015-02-19,TimeWarner,0,025056,firm_size_log,,11.055,gained,
1105705,2015-02-19,TimeWarner,0,025056,leverage,,0.6131,gained,
1105705,2015-02-19,TimeWarner,0,025056,roa,,0.0605,gained,
1105705,2015-02-19,TimeWarner,0,025056,op_margin,,0.2524,gained,
1105705,2016-08-10,Time Warner Inc.,0,025056,firm_size_log,,11.0643,gained,
1105705,2016-08-10,Time Warner Inc.,0,025056,leverage,,0.6296,gained,
1105705,2016-08-10,Time Warner Inc.,0,025056,roa,,0.06,gained,
1105705,2016-08-10,Time Warner Inc.,0,025056,op_margin,,0.2726,gained,
1105705,2017-05-15,"Home Box Office, Inc.",0,025056,firm_size_log,,11.0969,gained,
1105705,2017-05-15,"Home Box Office, Inc.",0,025056,leverage,,0.6306,gained,
1105705,2017-05-15,"Home Box Office, Inc.",0,025056,roa,,0.0595,gained,
1105705,2017-05-15,"Home Box Office, Inc.",0,025056,op_margin,,0.2861,gained,
1105705,2017-07-20,Time Warner Inc.,0,025056,firm_size_log,,11.0969,gained,
1105705,2017-07-20,Time Warner Inc.,0,025056,leverage,,0.6306,gained,
1105705,2017-07-20,Time Warner Inc.,0,025056,roa,,0.0595,gained,
1105705,2017-07-20,Time Warner Inc.,0,025056,op_margin,,0.2861,gained,
1105705,2017-07-23,"Home Box Office, Inc.",0,025056,firm_size_log,,11.0969,gained,
1105705,2017-07-23,"Home Box Office, Inc.",0,025056,leverage,,0.6306,gained,
1105705,2017-07-23,"Home Box Office, Inc.",0,025056,roa,,0.0595,gained,
1105705,2017-07-23,"Home Box Office, Inc.",0,025056,op_margin,,0.2861,gained,
1105705,2017-10-30,"Home Box Office, Inc.",0,025056,firm_size_log,,11.0969,gained,
1105705,2017-10-30,"Home Box Office, Inc.",0,025056,leverage,,0.6306,gained,
1105705,2017-10-30,"Home Box Office, Inc.",0,025056,roa,,0.0595,gained,
1105705,2017-10-30,"Home Box Office, Inc.",0,025056,op_margin,,0.2861,gained,
1108524,2008-02-07,Salesforce.com,0,157855,firm_size_log,6.9936,6.9936,identical,0.0
1108524,2008-02-07,Salesforce.com,0,157855,leverage,0.5769,0.5769,identical,0.0
1108524,2008-02-07,Salesforce.com,0,157855,roa,0.0168,0.0168,identical,0.0
1108524,2008-02-07,Salesforce.com,0,157855,op_margin,0.0598,0.0598,identical,0.0
1123360,2012-06-22,"Global Payments, Inc.",0,141913,firm_size_log,7.8966,7.8966,identical,0.0
1123360,2012-06-22,"Global Payments, Inc.",0,141913,leverage,0.4623,0.4623,identical,0.0
1123360,2012-06-22,"Global Payments, Inc.",0,141913,roa,0.07,0.07,identical,0.0
1123360,2012-06-22,"Global Payments, Inc.",0,141913,op_margin,0.2297,0.2297,identical,0.0
1123360,2012-07-25,Global Payments Inc.,0,141913,firm_size_log,7.8966,7.8966,identical,0.0
1123360,2012-07-25,Global Payments Inc.,0,141913,leverage,0.4623,0.4623,identical,0.0
1123360,2012-07-25,Global Payments Inc.,0,141913,roa,0.07,0.07,identical,0.0
1123360,2012-07-25,Global Payments Inc.,0,141913,op_margin,0.2297,0.2297,identical,0.0
1124610,2015-07-02,"VMware, Inc.",0,178083,firm_size_log,,9.6301,gained,
1124610,2015-07-02,"VMware, Inc.",0,178083,leverage,,0.5014,gained,
1124610,2015-07-02,"VMware, Inc.",0,178083,roa,,0.0582,gained,
1124610,2015-07-02,"VMware, Inc.",0,178083,op_margin,,0.2542,gained,
1124610,2015-08-19,Vmware Inc,0,178083,firm_size_log,,9.6301,gained,
1124610,2015-08-19,Vmware Inc,0,178083,leverage,,0.5014,gained,
1124610,2015-08-19,Vmware Inc,0,178083,roa,,0.0582,gained,
1124610,2015-08-19,Vmware Inc,0,178083,op_margin,,0.2542,gained,
1125259,2019-04-01,Carnival Corporation & PLC,0,140821,firm_size_log,,9.6173,gained,
1125259,2019-04-01,Carnival Corporation & PLC,0,140821,leverage,,0.4317,gained,
1125259,2019-04-01,Carnival Corporation & PLC,0,140821,roa,,0.0775,gained,
1125259,2019-04-01,Carnival Corporation & PLC,0,140821,op_margin,,0.2403,gained,
1125259,2019-04-11,Carnival Corporation & PLC,0,140821,firm_size_log,,9.6173,gained,
1125259,2019-04-11,Carnival Corporation & PLC,0,140821,leverage,,0.4317,gained,
1125259,2019-04-11,Carnival Corporation & PLC,0,140821,roa,,0.0775,gained,
1125259,2019-04-11,Carnival Corporation & PLC,0,140821,op_margin,,0.2403,gained,
1136893,2007-09-24,"Fidelity National Information Services, Inc.",0,165993,firm_size_log,8.9399,8.9399,identical,0.0
1136893,2007-09-24,"Fidelity National Information Services, Inc.",0,165993,leverage,0.5864,0.5864,identical,0.0
1136893,2007-09-24,"Fidelity National Information Services, Inc.",0,165993,roa,0.034,0.034,identical,0.0
1136893,2007-09-24,"Fidelity National Information Services, Inc.",0,165993,op_margin,0.2409,0.2409,identical,0.0
1136893,2023-05-01,"Fidelity National Information Services, Inc.",0,165993,firm_size_log,11.0553,11.0553,identical,0.0
1136893,2023-05-01,"Fidelity National Information Services, Inc.",0,165993,leverage,0.5669,0.5669,identical,0.0
1136893,2023-05-01,"Fidelity National Information Services, Inc.",0,165993,roa,-0.2642,-0.2642,identical,0.0
1136893,2023-05-01,"Fidelity National Information Services, Inc.",0,165993,op_margin,0.3705,0.3705,identical,0.0
1136893,2023-05-27,"Fidelity National Information Services, Inc.",0,165993,firm_size_log,11.0553,11.0553,identical,0.0
1136893,2023-05-27,"Fidelity National Information Services, Inc.",0,165993,leverage,0.5669,0.5669,identical,0.0
