final_cik,breach_date,org_name,candidate_rank,candidate_cik,n_8k_in_window,status,win_lo,win_hi,predecessor_term,predecessor_name,resolution
1609711,2019-10-16,GoDaddy.com LLC,final_cik,1609711.0,80.0,ok,2017-10-16,2023-11-13,,,
1609711,2021-09-06,"GoDaddy.com, LLC",final_cik,1609711.0,33.0,ok,2019-09-07,2022-05-06,,,
1609711,2022-03-14,"GoDaddy.com, LLC",final_cik,1609711.0,35.0,ok,2020-03-14,2022-11-28,,,
1632127,2019-03-01,"Cable One, Inc.",final_cik,1632127.0,38.0,ok,2017-03-01,2020-02-04,,,
1632127,2019-08-08,"Cable One, Inc.",final_cik,1632127.0,34.0,ok,2017-08-08,2020-02-04,,,
1640147,2024-03-01,Snowflake Inc.,final_cik,1640147.0,17.0,ok,2022-03-02,2024-08-28,,,
1640147,2024-04-14,Snowflake Inc.,final_cik,1640147.0,17.0,ok,2022-04-15,2024-11-19,,,
1645590,2023-12-12,Hewlett Packard Enterprise Company,final_cik,1645590.0,60.0,ok,2021-12-12,2025-08-04,,,
1645590,2025-02-05,Hewlett Packard Enterprise Company,final_cik,1645590.0,45.0,ok,2023-02-06,2025-08-04,,,
1647088,2020-11-10,WillScot Mobile Mini Holdings Corp.,final_cik,1647088.0,38.0,ok,2018-11-11,2021-05-19,,,
1652044,2016-03-29,Google Inc.,final_cik,1652044.0,13.0,ok,2014-03-30,2016-11-02,,,
1652044,2016-05-06,Google Inc.,final_cik,1652044.0,13.0,ok,2014-05-07,2016-11-02,,,
1652044,2016-08-10,Google Inc.,final_cik,1652044.0,20.0,ok,2014-08-11,2017-12-26,,,
1652044,2017-06-29,"Google, Inc.",final_cik,1652044.0,20.0,ok,2015-06-30,2017-12-26,,,
1660134,2023-09-23,"Okta, Inc.",final_cik,1660134.0,21.0,ok,2021-09-23,2024-04-29,,,
1660134,2023-11-02,Okta Inc,final_cik,1660134.0,21.0,ok,2021-11-02,2024-04-30,,,
1660134,2023-11-07,"Okta, Inc.",final_cik,1660134.0,21.0,ok,2021-11-07,2024-05-05,,,
1669779,2022-01-14,CWGS Group,final_cik,1669779.0,35.0,ok,2020-01-15,2023-05-02,,,
1673769,2022-10-18,"IMA Financial Group, Inc.",final_cik,1673769.0,0.0,ok,2020-10-18,2024-01-02,,,
1691249,2017-10-01,"The iRemedy Healthcare Companies, Inc.",final_cik,1691249.0,0.0,ok,2015-10-02,2019-01-05,,,
1702780,2019-11-04,"Altice USA, Inc.",final_cik,1702780.0,60.0,ok,2017-11-04,2020-08-04,,,
1702780,2024-02-29,Altice USA,final_cik,1702780.0,28.0,ok,2022-03-01,2024-08-27,,,
1713683,2018-09-01,"Zscaler, Inc.",final_cik,1713683.0,7.0,ok,2016-09-01,2019-04-08,,,
1713683,2025-08-08,Zscaler Inc.,final_cik,1713683.0,21.0,ok,2023-08-09,2026-02-27,,,
1792789,2019-05-04,DoorDash Inc.,final_cik,1792789.0,0.0,ok,2017-05-04,2020-03-24,,,
315293,2020-12-29,Aon Corporation PLC,final_cik,315293.0,61.0,ok,2018-12-30,2022-11-27,,,
315293,2020-12-29,Aon Corporation PLC,orig_cik,1808065.0,0.0,ok,2018-12-30,2022-11-27,,,
315293,2020-12-29,Aon Corporation PLC,predecessor,,,predecessor_unresolved,2018-12-30,2022-11-27,Aon UK and the Aon Ireland Shares are deemed to be regis,Aon UK and the Aon Ireland Shares are deemed to be regis,not found in SEC name index
315293,2022-02-25,Aon PLC,final_cik,315293.0,47.0,ok,2020-02-26,2022-12-10,,,
315293,2022-02-25,Aon PLC,orig_cik,1808065.0,0.0,ok,2020-02-26,2022-12-10,,,
315293,2022-02-25,Aon PLC,predecessor,,,predecessor_unresolved,2020-02-26,2022-12-10,Aon UK and the Aon Ireland Shares are deemed to be regis,Aon UK and the Aon Ireland Shares are deemed to be regis,not found in SEC name index
1826210,2017-04-06,KeraLink International,final_cik,1826210.0,0.0,ok,2015-04-07,2017-10-22,,,
1834695,2019-08-01,"Volkswagen Group of America, Inc.",final_cik,1834695.0,0.0,ok,2017-08-01,2021-12-08,,,
718877,2012-08-01,"Activision Publishing, Inc.",final_cik,718877.0,26.0,ok,2010-08-02,2013-02-05,,,
718877,2012-08-01,"Activision Publishing, Inc.",orig_cik,1870564.0,0.0,ok,2010-08-02,2013-02-05,,,
718877,2022-12-02,"Activision Publishing, Inc.",final_cik,718877.0,31.0,ok,2020-12-02,2023-08-19,,,
718877,2022-12-02,"Activision Publishing, Inc.",orig_cik,1870564.0,0.0,ok,2020-12-02,2023-08-19,,,
1889539,2023-05-29,"Corebridge Financial, Inc.",final_cik,1889539.0,25.0,ok,2021-05-29,2024-01-21,,,
1984463,2018-02-28,"Warn Industries, Inc.",final_cik,1984463.0,0.0,ok,2016-02-29,2019-09-18,,,
