outcome_cik,final_cik,org_name,breach_date,treated,accession,filing_date,form,items,primary_doc,on_disk,win_lo,win_hi,submissions_cached
1326160,1326160,Duke Energy Corporation,2014-03-24,0,0001104659-13-049764,2013-06-18,8-K,"5.02,9.01",a13-15164_18k.htm,1,2012-03-24,2014-10-07,1
1326160,1326160,Duke Energy Corporation,2014-03-24,0,0001104659-13-038285,2013-05-07,8-K,"5.02,5.07,9.01",a13-11792_18k.htm,1,2012-03-24,2014-10-07,1
1326160,1326160,Duke Energy Corporation,2014-03-24,0,0001104659-13-014407,2013-02-26,8-K,5.02,a13-6049_18k.htm,1,2012-03-24,2014-10-07,1
1326160,1326160,Duke Energy Corporation,2014-03-24,0,0001104659-12-084708,2012-12-17,8-K,"5.02,7.01",a12-29623_18k.htm,1,2012-03-24,2014-10-07,1
1326160,1326160,Duke Energy Corporation,2014-03-24,0,0001104659-12-080906,2012-11-29,8-K,"1.01,5.02,9.01",a12-28312_18k.htm,1,2012-03-24,2014-10-07,1
1326160,1326160,Duke Energy Corporation,2014-03-24,0,0000898822-12-000348,2012-07-27,8-K,"5.02,9.01",duke8kbody.htm,1,2012-03-24,2014-10-07,1
1326160,1326160,Duke Energy Corporation,2014-03-24,0,0001104659-12-049132,2012-07-16,8-K,5.02,a12-16408_18k.htm,1,2012-03-24,2014-10-07,1
1326160,1326160,Duke Energy Corporation,2014-03-24,0,0001193125-12-293901,2012-07-03,8-K,"2.01,2.05,5.02,5.03,7.01,8.01,9.01",d376342d8k.htm,1,2012-03-24,2014-10-07,1
1326160,1326160,Duke Energy,2017-11-10,0,0001326160-17-000184,2017-12-14,8-K,5.02,final8-kredavisboardappoin.htm,1,2015-11-11,2018-05-09,1
1326160,1326160,Duke Energy,2017-11-10,0,0001104659-17-053547,2017-08-25,8-K,5.02,a17-20955_18k.htm,1,2015-11-11,2018-05-09,1
1326160,1326160,Duke Energy,2017-11-10,0,0001326160-17-000011,2017-02-23,8-K,5.02,form8-kcraverboardappointm.htm,1,2015-11-11,2018-05-09,1
1326160,1326160,Duke Energy,2017-11-10,0,0001104659-16-148226,2016-10-03,8-K,"2.01,5.02,7.01,9.01",a16-19209_28k.htm,1,2015-11-11,2018-05-09,1
1326160,1326160,Duke Energy,2017-11-10,0,0001326160-16-000368,2016-08-25,8-K,5.02,form8-krewebsterboardappoi.htm,1,2015-11-11,2018-05-09,1
1326160,1326160,Duke Energy,2017-11-10,0,0001104659-16-119780,2016-05-10,8-K,"5.02,5.07",a16-10869_18k.htm,1,2015-11-11,2018-05-09,1
1326160,1326160,Duke Energy,2017-11-10,0,0001104659-16-110903,2016-04-12,8-K,5.02,a16-8292_18k.htm,1,2015-11-11,2018-05-09,1
1326160,1326160,Duke Energy,2017-11-10,0,0001104659-16-100726,2016-02-29,8-K,5.02,a16-5348_18k.htm,1,2015-11-11,2018-05-09,1
1326160,1326160,Duke Energy,2017-11-10,0,0001193125-16-467698,2016-02-18,8-K,"2.02,5.02,9.01",d143218d8k.htm,1,2015-11-11,2018-05-09,1
1326160,1326160,Duke Energy Corporation,2021-05-28,0,0001104659-21-138544,2021-11-15,8-K,"1.01,5.02,8.01,9.01",tm2132901d1_8k.htm,1,2019-05-29,2022-02-02,1
1326160,1326160,Duke Energy Corporation,2021-05-28,0,0001326160-21-000219,2021-09-27,8-K,"5.02,9.01",duk-20210922.htm,1,2019-05-29,2022-02-02,1
1326160,1326160,Duke Energy Corporation,2021-05-28,0,0001104659-21-064570,2021-05-11,8-K,"5.02,5.07",tm2115845d1_8k.htm,1,2019-05-29,2022-02-02,1
1326160,1326160,Duke Energy Corporation,2021-05-28,0,0001104659-21-043714,2021-03-30,8-K,5.02,tm2111251d1_8k.htm,1,2019-05-29,2022-02-02,1
1326160,1326160,Duke Energy Corporation,2021-05-28,0,0001326160-21-000105,2021-03-03,8-K,5.02,duk-20210225.htm,1,2019-05-29,2022-02-02,1
1326160,1326160,Duke Energy Corporation,2021-05-28,0,0001104659-20-108520,2020-09-25,8-K,"5.02,9.01",tm2031555-1_8k.htm,1,2019-05-29,2022-02-02,1
1326160,1326160,Duke Energy Corporation,2021-05-28,0,0001410578-19-000740,2019-08-09,8-K,5.02,tv527229_8k.htm,1,2019-05-29,2022-02-02,1
1326160,1326160,Duke Energy Corporation,2021-05-28,0,0001326160-19-000166,2019-06-26,8-K,5.02,a6-26x19form8xkfanandakis.htm,1,2019-05-29,2022-02-02,1
1326801,1326801,Facebook,2013-11-24,0,0001326801-14-000020,2014-04-23,8-K,"2.02,5.02,9.01",form8-kq12014earnings.htm,1,2011-11-25,2014-06-01,1
1326801,1326801,Facebook,2013-11-24,0,0001193125-13-192397,2013-05-01,8-K,"2.02,5.02,9.01",d530318d8k.htm,1,2011-11-25,2014-06-01,1
1326801,1326801,Facebook,2013-11-24,0,0001193125-13-177980,2013-04-26,8-K,5.02,d527261d8k.htm,1,2011-11-25,2014-06-01,1
1326801,1326801,Facebook,2013-11-24,0,0001326801-13-000008,2013-04-03,8-K/A,5.02,amendmenttofbform8-ksdhcom.htm,1,2011-11-25,2014-06-01,1
1326801,1326801,Facebook,2013-11-24,0,0001326801-13-000006,2013-03-06,8-K,5.02,fb_x8-kxappointmentxofxsus.htm,1,2011-11-25,2014-06-01,1
1326801,1326801,Facebook,2013-11-24,0,0001193125-12-379221,2012-09-04,8-K,"5.02,8.01",d405186d8k.htm,1,2011-11-25,2014-06-01,1
1326801,1326801,Facebook,2013-11-24,0,0001193125-12-282349,2012-06-25,8-K,5.02,d371533d8k.htm,1,2011-11-25,2014-06-01,1
1326801,1326801,Facebook,2018-03-01,0,0001326801-18-000039,2018-05-08,8-K/A,5.02,form8k-a.htm,1,2016-03-01,2018-09-13,1
1326801,1326801,Facebook,2018-03-01,0,0001326801-18-000037,2018-05-08,8-K,"5.02,8.01,9.01",form8k.htm,1,2016-03-01,2018-09-13,1
1326801,1326801,Facebook,2018-03-01,0,0001193125-18-145181,2018-05-01,8-K,5.02,d579264d8k.htm,1,2016-03-01,2018-09-13,1
1326801,1326801,Facebook,2018-03-01,0,0001326801-18-000003,2018-01-18,8-K,"5.02,9.01",form8k_118.htm,1,2016-03-01,2018-09-13,1
1326801,1326801,Facebook,2018-03-01,0,0001326801-17-000011,2017-03-07,8-K,5.02,a8-kitem502.htm,1,2016-03-01,2018-09-13,1
1326801,1326801,Facebook,2018-03-01,0,0001326801-16-000094,2016-11-18,8-K,5.02,form8-kcaonovember2016.htm,1,2016-03-01,2018-09-13,1
1326801,1326801,Facebook,2018-09-01,0,0001326801-19-000016,2019-03-14,8-K,5.02,form8k_314.htm,1,2016-09-01,2019-03-27,1
1326801,1326801,Facebook,2018-09-01,0,0001326801-18-000039,2018-05-08,8-K/A,5.02,form8k-a.htm,1,2016-09-01,2019-03-27,1
1326801,1326801,Facebook,2018-09-01,0,0001326801-18-000037,2018-05-08,8-K,"5.02,8.01,9.01",form8k.htm,1,2016-09-01,2019-03-27,1
1326801,1326801,Facebook,2018-09-01,0,0001193125-18-145181,2018-05-01,8-K,5.02,d579264d8k.htm,1,2016-09-01,2019-03-27,1
1326801,1326801,Facebook,2018-09-01,0,0001326801-18-000003,2018-01-18,8-K,"5.02,9.01",form8k_118.htm,1,2016-09-01,2019-03-27,1
1326801,1326801,Facebook,2018-09-01,0,0001326801-17-000011,2017-03-07,8-K,5.02,a8-kitem502.htm,1,2016-09-01,2019-03-27,1
1326801,1326801,Facebook,2018-09-01,0,0001326801-16-000094,2016-11-18,8-K,5.02,form8-kcaonovember2016.htm,1,2016-09-01,2019-03-27,1
1341439,1341439,Oracle Corporation,2013-07-10,0,0001193125-13-037562,2013-02-05,8-K,5.02,d480568d8k.htm,1,2011-07-11,2014-01-27,1
1341439,1341439,Oracle Corporation,2013-07-10,0,0001193125-12-277735,2012-06-21,8-K,5.02,d370288d8k.htm,1,2011-07-11,2014-01-27,1
1373715,1373715,ServiceNow Inc.,2024-05-14,0,0001373715-24-000342,2024-10-23,8-K,"2.02,5.02,9.01",now-20241021.htm,1,2022-05-15,2024-11-10,1
1373715,1373715,ServiceNow Inc.,2024-05-14,0,0001373715-24-000269,2024-07-24,8-K,"2.02,5.02,9.01",now-20240724.htm,1,2022-05-15,2024-11-10,1
1373715,1373715,ServiceNow Inc.,2024-05-14,0,0001373715-23-000282,2023-06-02,8-K,"5.02,5.07,9.01",now-20230601.htm,1,2022-05-15,2024-11-10,1
1373715,1373715,ServiceNow Inc.,2024-05-14,0,0001373715-23-000162,2023-04-26,8-K,"2.02,5.02,9.01",now-20230424.htm,1,2022-05-15,2024-11-10,1
1373715,1373715,ServiceNow Inc.,2024-05-14,0,0001373715-23-000016,2023-01-25,8-K,"2.02,5.02,9.01",now-20230124.htm,1,2022-05-15,2024-11-10,1
1373715,1373715,ServiceNow Inc.,2024-05-14,0,0001373715-22-000329,2022-10-26,8-K,"2.02,5.02,9.01",now-20221023.htm,1,2022-05-15,2024-11-10,1
1373715,1373715,ServiceNow Inc.,2024-05-14,0,0001373715-22-000309,2022-08-24,8-K,5.02,now-20220822.htm,1,2022-05-15,2024-11-10,1
1373715,1373715,ServiceNow Inc.,2024-05-14,0,0001373715-22-000239,2022-07-27,8-K,"2.02,5.02,9.01",now-20220725.htm,1,2022-05-15,2024-11-10,1
1387467,1387467,Alpha & Omega Semiconductor,2022-02-22,0,0001387467-22-000099,2022-12-08,8-K,"5.02,9.01",aosl-20221206.htm,1,2020-02-23,2023-01-17,1
1387467,1387467,Alpha & Omega Semiconductor,2022-02-22,0,0001387467-22-000019,2022-02-28,8-K,5.02,aosl-20220224.htm,1,2020-02-23,2023-01-17,1
1387467,1387467,Alpha & Omega Semiconductor,2022-02-22,0,0001157523-21-001341,2021-11-04,8-K,"2.02,5.02,9.01",a52521884.htm,1,2020-02-23,2023-01-17,1
1387467,1387467,Alpha & Omega Semiconductor,2022-02-22,0,0001157523-21-001054,2021-08-13,8-K,"5.02,9.01",a52476520.htm,1,2020-02-23,2023-01-17,1
1387467,1387467,Alpha & Omega Semiconductor,2022-02-22,0,0001387467-21-000022,2021-03-02,8-K,5.02,aosl-20210225.htm,1,2020-02-23,2023-01-17,1
1387467,1387467,Alpha & Omega Semiconductor,2022-02-22,0,0001387467-21-000009,2021-02-05,8-K,5.02,aosl-20210203.htm,1,2020-02-23,2023-01-17,1
1387467,1387467,Alpha & Omega Semiconductor,2022-02-22,0,0001387467-20-000076,2020-11-16,8-K,"5.02,5.07,9.01",aosvotingresultsof2020.htm,1,2020-02-23,2023-01-17,1
1387467,1387467,Alpha & Omega Semiconductor,2022-02-22,0,0001387467-20-000042,2020-08-17,8-K,5.02,aos8-k2020bonusplan.htm,1,2020-02-23,2023-01-17,1
1113169,1113169,"T. Rowe Price Retirement Plan Services, Inc.",2007-12-24,0,0000950133-06-005364,2006-12-19,8-K,"5.02,9.01",w28140e8vk.htm,1,2005-12-24,2008-07-21,1
1113169,1113169,"T. Rowe Price Retirement Plan Services, Inc.",2007-12-24,0,0000950133-06-001306,2006-03-16,8-K,"5.02,9.01",w18767e8vk.htm,1,2005-12-24,2008-07-21,1
1113169,1113169,"T. Rowe Price Retirement Plan Services, Inc.",2023-05-29,0,0001113169-23-000046,2023-11-01,8-K,5.02,trow-20231031.htm,1,2021-05-29,2024-01-23,1
1113169,1113169,"T. Rowe Price Retirement Plan Services, Inc.",2023-05-29,0,0001113169-23-000035,2023-08-03,8-K,5.02,trow-20230731.htm,1,2021-05-29,2024-01-23,1
1113169,1113169,"T. Rowe Price Retirement Plan Services, Inc.",2023-05-29,0,0001113169-23-000009,2023-03-06,8-K,5.02,trow-20230303.htm,1,2021-05-29,2024-01-23,1
1113169,1113169,"T. Rowe Price Retirement Plan Services, Inc.",2023-05-29,0,0001113169-22-000008,2022-04-08,8-K,"5.02,9.01",trow-20220406.htm,1,2021-05-29,2024-01-23,1
1113169,1113169,"T. Rowe Price Retirement Plan Services, Inc.",2023-05-29,0,0001113169-21-000040,2021-12-30,8-K,"1.01,2.01,2.03,3.02,5.02,7.01,9.01",trow-20211229.htm,1,2021-05-29,2024-01-23,1
1113169,1113169,"T. Rowe Price Retirement Plan Services, Inc.",2023-05-29,0,0001113169-21-000037,2021-12-08,8-K,"5.02,9.01",trow-20211207.htm,1,2021-05-29,2024-01-23,1
1113169,1113169,"T. Rowe Price Retirement Plan Services, Inc.",2023-05-29,0,0001113169-21-000035,2021-11-03,8-K,"5.02,9.01",trow-20211102.htm,1,2021-05-29,2024-01-23,1
1113169,1113169,"T. Rowe Price Retirement Plan Services, Inc.",2023-05-29,0,0001113169-21-000026,2021-07-29,8-K,"5.02,9.01",trow-20210729.htm,1,2021-05-29,2024-01-23,1
1397911,1397911,LPL Financial LLC,2018-07-10,0,0001397911-19-000008,2019-01-31,8-K,"2.02,5.02,9.01",form8-k20190131.htm,1,2016-07-10,2019-09-08,1
1397911,1397911,LPL Financial LLC,2018-07-10,0,0001397911-18-000184,2018-09-19,8-K,5.02,form8-k20180915boddeparture.htm,1,2016-07-10,2019-09-08,1
1397911,1397911,LPL Financial LLC,2018-07-10,0,0001397911-18-000128,2018-06-04,8-K,"5.02,7.01,9.01",form8-k20180604.htm,1,2016-07-10,2019-09-08,1
1397911,1397911,LPL Financial LLC,2018-07-10,0,0001397911-18-000092,2018-03-29,8-K,"5.02,9.01",form8-k20180329.htm,1,2016-07-10,2019-09-08,1
1397911,1397911,LPL Financial LLC,2018-07-10,0,0001397911-16-000378,2016-12-23,8-K,5.02,form8-k20161223.htm,1,2016-07-10,2019-09-08,1
1397911,1397911,LPL Financial LLC,2018-07-10,0,0001193125-16-784580,2016-12-05,8-K,"5.02,7.01,9.01",d308002d8k.htm,1,2016-07-10,2019-09-08,1
1397911,1397911,LPL Financial LLC,2018-07-10,0,0001397911-16-000332,2016-07-13,8-K,5.02,form8-k20160713paodeparture.htm,1,2016-07-10,2019-09-08,1
1428439,1428439,Roku Inc.,2023-12-01,0,0001428439-24-000027,2024-06-07,8-K,"5.02,5.07,9.01",wk-20240606.htm,1,2021-12-01,2024-09-04,1
1428439,1428439,Roku Inc.,2023-12-01,0,0001428439-23-000032,2023-08-11,8-K,5.02,wk-20230809.htm,1,2021-12-01,2024-09-04,1
1428439,1428439,Roku Inc.,2023-12-01,0,0001193125-23-063903,2023-03-08,8-K,"5.02,9.01",d466555d8k.htm,1,2021-12-01,2024-09-04,1
1428439,1428439,Roku Inc.,2023-12-01,0,0001428439-22-000038,2022-12-19,8-K,5.02,wk-20221213.htm,1,2021-12-01,2024-09-04,1
1428439,1428439,Roku Inc.,2023-12-01,0,0001428439-22-000033,2022-11-02,8-K,"5.02,9.01",wk-20221031.htm,1,2021-12-01,2024-09-04,1
1428439,1428439,Roku Inc.,2023-12-01,0,0001193125-22-244792,2022-09-14,8-K,"5.02,9.01",d392908d8k.htm,1,2021-12-01,2024-09-04,1
1428439,1428439,Roku Inc.,2023-12-01,0,0001193125-22-004090,2022-01-07,8-K,"5.02,9.01",d44793d8k.htm,1,2021-12-01,2024-09-04,1
1428439,1428439,Roku Inc,2023-12-28,0,0001428439-24-000027,2024-06-07,8-K,"5.02,5.07,9.01",wk-20240606.htm,1,2021-12-28,2024-06-25,1
1428439,1428439,Roku Inc,2023-12-28,0,0001428439-23-000032,2023-08-11,8-K,5.02,wk-20230809.htm,1,2021-12-28,2024-06-25,1
1428439,1428439,Roku Inc,2023-12-28,0,0001193125-23-063903,2023-03-08,8-K,"5.02,9.01",d466555d8k.htm,1,2021-12-28,2024-06-25,1
1428439,1428439,Roku Inc,2023-12-28,0,0001428439-22-000038,2022-12-19,8-K,5.02,wk-20221213.htm,1,2021-12-28,2024-06-25,1
1428439,1428439,Roku Inc,2023-12-28,0,0001428439-22-000033,2022-11-02,8-K,"5.02,9.01",wk-20221031.htm,1,2021-12-28,2024-06-25,1
1428439,1428439,Roku Inc,2023-12-28,0,0001193125-22-244792,2022-09-14,8-K,"5.02,9.01",d392908d8k.htm,1,2021-12-28,2024-06-25,1
1428439,1428439,Roku Inc,2023-12-28,0,0001193125-22-004090,2022-01-07,8-K,"5.02,9.01",d44793d8k.htm,1,2021-12-28,2024-06-25,1
1428439,1428439,"Roku, Inc.",2024-02-29,0,0001428439-24-000027,2024-06-07,8-K,"5.02,5.07,9.01",wk-20240606.htm,1,2022-03-01,2024-08-27,1
1428439,1428439,"Roku, Inc.",2024-02-29,0,0001428439-23-000032,2023-08-11,8-K,5.02,wk-20230809.htm,1,2022-03-01,2024-08-27,1
1428439,1428439,"Roku, Inc.",2024-02-29,0,0001193125-23-063903,2023-03-08,8-K,"5.02,9.01",d466555d8k.htm,1,2022-03-01,2024-08-27,1
1428439,1428439,"Roku, Inc.",2024-02-29,0,0001428439-22-000038,2022-12-19,8-K,5.02,wk-20221213.htm,1,2022-03-01,2024-08-27,1
1428439,1428439,"Roku, Inc.",2024-02-29,0,0001428439-22-000033,2022-11-02,8-K,"5.02,9.01",wk-20221031.htm,1,2022-03-01,2024-08-27,1
1428439,1428439,"Roku, Inc.",2024-02-29,0,0001193125-22-244792,2022-09-14,8-K,"5.02,9.01",d392908d8k.htm,1,2022-03-01,2024-08-27,1
1447669,1447669,Twilio,2022-08-04,1,0001447669-22-000212,2022-12-09,8-K/A,5.02,twlo-20220804.htm,1,2020-08-04,2023-01-31,1
1447669,1447669,Twilio,2022-08-04,1,0001447669-22-000141,2022-08-04,8-K,"2.02,5.02,9.01",twlo-20220804.htm,1,2020-08-04,2023-01-31,1
1447669,1447669,Twilio,2022-08-04,1,0001447669-22-000094,2022-05-04,8-K,"2.02,5.02,9.01",twlo-20220428.htm,1,2020-08-04,2023-01-31,1
1447669,1447669,Twilio,2022-08-04,1,0001447669-21-000296,2021-12-10,8-K,5.02,twlo-20211208.htm,1,2020-08-04,2023-01-31,1
1447669,1447669,Twilio,2022-08-04,1,0001447669-21-000263,2021-10-27,8-K,"2.02,5.02,9.01",twlo-20211025.htm,1,2020-08-04,2023-01-31,1
1447669,1447669,Twilio,2022-08-04,1,0001447669-21-000122,2021-05-05,8-K,"2.02,5.02,9.01",twlo-20210430.htm,1,2020-08-04,2023-01-31,1
1447669,1447669,Twilio,2022-08-04,1,0001193125-21-091239,2021-03-23,8-K/A,5.02,d125978d8ka.htm,1,2020-08-04,2023-01-31,1
1447669,1447669,Twilio,2022-08-04,1,0001193125-21-049966,2021-02-22,8-K,"5.02,8.01,9.01",d126706d8k.htm,1,2020-08-04,2023-01-31,1
1447669,1447669,Twilio,2022-08-04,1,0001193125-21-008667,2021-01-14,8-K,"5.02,9.01",d113435d8k.htm,1,2020-08-04,2023-01-31,1
1447669,1447669,Twilio,2024-04-01,1,0001193125-24-086510,2024-04-04,8-K,"5.02,7.01,9.01",d823064d8k.htm,1,2022-04-02,2024-09-28,1
1447669,1447669,Twilio,2024-04-01,1,0001193125-24-082747,2024-04-01,8-K,"1.01,5.02,7.01,9.01",d819874d8k.htm,1,2022-04-02,2024-09-28,1
1447669,1447669,Twilio,2024-04-01,1,0001193125-24-004000,2024-01-08,8-K,"2.02,5.02,7.01,8.01,9.01",d551551d8k.htm,1,2022-04-02,2024-09-28,1
1447669,1447669,Twilio,2024-04-01,1,0001447669-23-000241,2023-12-01,8-K,"5.02,9.01",twlo-20231130.htm,1,2022-04-02,2024-09-28,1
1447669,1447669,Twilio,2024-04-01,1,0001447669-23-000224,2023-11-08,8-K,"2.02,5.02,9.01",twlo-20231103.htm,1,2022-04-02,2024-09-28,1
1447669,1447669,Twilio,2024-04-01,1,0001447669-23-000075,2023-03-30,8-K,"5.02,9.01",twlo-20230327.htm,1,2022-04-02,2024-09-28,1
1447669,1447669,Twilio,2024-04-01,1,0001193125-23-045159,2023-02-23,8-K,"5.02,9.01",d490360d8k.htm,1,2022-04-02,2024-09-28,1
1447669,1447669,Twilio,2024-04-01,1,0001447669-23-000025,2023-02-15,8-K,"2.02,5.02,8.01,9.01",twlo-20230214.htm,1,2022-04-02,2024-09-28,1
1447669,1447669,Twilio,2024-04-01,1,0001193125-23-034646,2023-02-13,8-K,"2.02,2.05,5.02,7.01,8.01,9.01",d465044d8k.htm,1,2022-04-02,2024-09-28,1
1447669,1447669,Twilio,2024-04-01,1,0001447669-23-000009,2023-02-03,8-K,5.02,twlo-20221219.htm,1,2022-04-02,2024-09-28,1
1447669,1447669,Twilio,2024-04-01,1,0001447669-22-000212,2022-12-09,8-K/A,5.02,twlo-20220804.htm,1,2022-04-02,2024-09-28,1
1447669,1447669,Twilio,2024-04-01,1,0001447669-22-000141,2022-08-04,8-K,"2.02,5.02,9.01",twlo-20220804.htm,1,2022-04-02,2024-09-28,1
1447669,1447669,Twilio,2024-04-01,1,0001447669-22-000094,2022-05-04,8-K,"2.02,5.02,9.01",twlo-20220428.htm,1,2022-04-02,2024-09-28,1
1400891,1400891,"iHeartMedia + Entertainment, Inc.",2024-12-24,0,0001193125-25-193386,2025-09-02,8-K,"5.02,9.01",d93724d8k.htm,1,2022-12-25,2025-10-08,1
1400891,1400891,"iHeartMedia + Entertainment, Inc.",2024-12-24,0,0001400891-25-000040,2025-06-05,8-K,5.02,ihm-20250530.htm,1,2022-12-25,2025-10-08,1
1400891,1400891,"iHeartMedia + Entertainment, Inc.",2024-12-24,0,0001400891-25-000020,2025-04-01,8-K,5.02,ihm-20250326.htm,1,2022-12-25,2025-10-08,1
1400891,1400891,"iHeartMedia + Entertainment, Inc.",2024-12-24,0,0001400891-25-000012,2025-03-05,8-K,5.02,ihm-20250303.htm,1,2022-12-25,2025-10-08,1
1400891,1400891,"iHeartMedia + Entertainment, Inc.",2024-12-24,0,0001400891-24-000030,2024-11-01,8-K,5.02,ihm-20241028.htm,1,2022-12-25,2025-10-08,1
1400891,1400891,"iHeartMedia + Entertainment, Inc.",2024-12-24,0,0001193125-23-149381,2023-05-19,8-K,"5.02,5.07,9.01",d510391d8k.htm,1,2022-12-25,2025-10-08,1
1472787,1472787,First American Financial Corporation,2023-12-18,0,0000950170-24-105161,2024-09-10,8-K,"5.02,9.01",faf-20240910.htm,1,2021-12-18,2024-12-04,1
1472787,1472787,First American Financial Corporation,2023-12-18,0,0001564590-22-025523,2022-07-08,8-K,5.02,faf-8k_20220706.htm,1,2021-12-18,2024-12-04,1
1472787,1472787,First American Financial Corporation,2023-12-18,0,0001564590-22-020134,2022-05-13,8-K,"5.02,5.07,9.01",faf-8k_20220510.htm,1,2021-12-18,2024-12-04,1
1472787,1472787,First American Financial Corporation,2023-12-18,0,0001564590-22-010090,2022-03-14,8-K/A,"5.02,9.01",faf-8ka_20220204.htm,1,2021-12-18,2024-12-04,1
1472787,1472787,First American Financial Corporation,2023-12-18,0,0001564590-22-004505,2022-02-10,8-K,"2.02,5.02,9.01",faf-8k_20220204.htm,1,2021-12-18,2024-12-04,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-01,0,0001437749-22-001506,2022-01-24,8-K,"5.02,9.01",jbht20220124_8k.htm,1,2018-08-02,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-01,0,0001437749-21-001198,2021-01-25,8-K,"5.02,9.01",jbht20210122_8k.htm,1,2018-08-02,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-01,0,0001437749-20-024370,2020-11-24,8-K,"5.02,7.01,9.01",jbht20201123_8k.htm,1,2018-08-02,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-01,0,0001437749-20-002187,2020-02-10,8-K,"5.02,7.01,9.01",jbht20200207_8k.htm,1,2018-08-02,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-01,0,0001437749-20-001559,2020-02-03,8-K/A,"5.02,9.01",jbht20200203_8ka.htm,1,2018-08-02,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-01,0,0001437749-20-001300,2020-01-28,8-K,"5.02,7.01,9.01",jbht20200127_8k.htm,1,2018-08-02,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-01,0,0001437749-19-023851,2019-12-04,8-K,"5.02,7.01,9.01",jbht20191204_8k.htm,1,2018-08-02,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-01,0,0001437749-19-001348,2019-01-25,8-K,"5.02,9.01",jbht20190124_8k.htm,1,2018-08-02,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-17,0,0001437749-22-001506,2022-01-24,8-K,"5.02,9.01",jbht20220124_8k.htm,1,2018-08-18,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-17,0,0001437749-21-001198,2021-01-25,8-K,"5.02,9.01",jbht20210122_8k.htm,1,2018-08-18,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-17,0,0001437749-20-024370,2020-11-24,8-K,"5.02,7.01,9.01",jbht20201123_8k.htm,1,2018-08-18,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-17,0,0001437749-20-002187,2020-02-10,8-K,"5.02,7.01,9.01",jbht20200207_8k.htm,1,2018-08-18,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-17,0,0001437749-20-001559,2020-02-03,8-K/A,"5.02,9.01",jbht20200203_8ka.htm,1,2018-08-18,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-17,0,0001437749-20-001300,2020-01-28,8-K,"5.02,7.01,9.01",jbht20200127_8k.htm,1,2018-08-18,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-17,0,0001437749-19-023851,2019-12-04,8-K,"5.02,7.01,9.01",jbht20191204_8k.htm,1,2018-08-18,2022-04-18,1
728535,728535,"J.B. Hunt Transport, Inc.",2020-08-17,0,0001437749-19-001348,2019-01-25,8-K,"5.02,9.01",jbht20190124_8k.htm,1,2018-08-18,2022-04-18,1
1501585,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,0,0001193125-23-251587,2023-10-05,8-K,"5.02,9.01",d554863d8k.htm,1,2020-03-01,2023-10-15,1
1501585,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,0,0001193125-22-309155,2022-12-20,8-K,5.02,d462123d8k.htm,1,2020-03-01,2023-10-15,1
1501585,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,0,0001193125-22-301591,2022-12-09,8-K,"5.02,9.01",d421696d8k.htm,1,2020-03-01,2023-10-15,1
1501585,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,0,0001193125-22-200081,2022-07-22,8-K,5.02,d304819d8k.htm,1,2020-03-01,2023-10-15,1
1501585,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,0,0001193125-22-145035,2022-05-09,8-K,"5.02,9.01",d259411d8k.htm,1,2020-03-01,2023-10-15,1
1501585,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,0,0001193125-22-065623,2022-03-04,8-K,5.02,d198358d8k.htm,1,2020-03-01,2023-10-15,1
1501585,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,0,0001193125-22-065618,2022-03-04,8-K/A,5.02,d199082d8ka.htm,1,2020-03-01,2023-10-15,1
1501585,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,0,0001193125-22-024572,2022-02-01,8-K,"5.02,9.01",d82681d8k.htm,1,2020-03-01,2023-10-15,1
1501585,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,0,0001193125-22-023552,2022-02-01,8-K,"5.02,9.01",d292072d8k.htm,1,2020-03-01,2023-10-15,1
1501585,1501585,"Huntington Ingalls Industries, Inc.",2022-03-01,0,0001193125-21-072840,2021-03-08,8-K,"5.02,9.01",d84630d8k.htm,1,2020-03-01,2023-10-15,1
