final_cik,breach_date,org_name,treated,orig_cik,link_basis,outcome_cik,outcome_rule,n_8k_final,n_8k_orig,n_8k_pred,predecessor_cik,predecessor_name,predecessor_term,predecessor_resolution,differs_from_final,win_lo,win_hi,unresolved_reason
1326801,2018-09-01,Facebook,0,1326801,direct,1326801.0,final_cik,23,,,,,,,0,2016-09-01,2019-03-27,
1327811,2025-08-06,Workday Inc.,0,1327811,direct,1327811.0,final_cik,30,,,,,,,0,2023-08-07,2026-02-11,
1341439,2013-07-10,Oracle Corporation,0,1341439,direct,1341439.0,final_cik,20,,,,,,,0,2011-07-11,2014-01-27,
1373715,2024-05-14,ServiceNow Inc.,0,1373715,direct,1373715.0,final_cik,15,,,,,,,0,2022-05-15,2024-11-10,
1387467,2022-02-22,Alpha & Omega Semiconductor,0,1387467,direct,1387467.0,final_cik,25,,,,,,,0,2020-02-23,2023-01-17,
1113169,2007-12-24,"T. Rowe Price Retirement Plan Services, Inc.",0,1387793,exhibit21_parent,1113169.0,final_cik,14,0.0,,,,,,0,2005-12-24,2008-07-21,
1113169,2023-05-29,"T. Rowe Price Retirement Plan Services, Inc.",0,1387793,exhibit21_parent,1113169.0,final_cik,20,0.0,,,,,,0,2021-05-29,2024-01-23,
1396897,2014-03-29,"NCO Financial Systems, Inc.",0,1396897,direct,,none,0,,,,,,,0,2012-03-29,2014-10-19,"no candidate filed a Form 8-K in [2012-03-29, 2014-10-19] - fails the outcome-data requirement"
1397911,2018-07-10,LPL Financial LLC,0,1397911,direct,1397911.0,final_cik,33,,,,,,,0,2016-07-10,2019-09-08,
1418091,2013-02-01,"Twitter, Inc.",0,1418091,direct,,none,0,,,,,,,0,2011-02-02,2013-07-31,"no candidate filed a Form 8-K in [2011-02-02, 2013-07-31] - fails the outcome-data requirement"
1428439,2023-12-01,Roku Inc.,0,1428439,direct,1428439.0,final_cik,24,,,,,,,0,2021-12-01,2024-09-04,
1428439,2023-12-28,Roku Inc,0,1428439,direct,1428439.0,final_cik,23,,,,,,,0,2021-12-28,2024-06-25,
1428439,2024-02-29,"Roku, Inc.",0,1428439,direct,1428439.0,final_cik,22,,,,,,,0,2022-03-01,2024-08-27,
1431473,2014-05-13,Uber,0,1431473,direct,,none,0,,,,,,,0,2012-05-13,2015-08-26,"no candidate filed a Form 8-K in [2012-05-13, 2015-08-26] - fails the outcome-data requirement"
1447669,2022-08-04,Twilio,1,1447669,direct,1447669.0,final_cik,33,,,,,,,0,2020-08-04,2023-01-31,
1447669,2024-04-01,Twilio,1,1447669,direct,1447669.0,final_cik,28,,,,,,,0,2022-04-02,2024-09-28,
1400891,2024-12-24,"iHeartMedia + Entertainment, Inc.",0,1457738,exhibit21_parent,1400891.0,final_cik,26,0.0,,,,,,0,2022-12-25,2025-10-08,
1400891,2025-04-30,"iHeartMedia + Entertainment, Inc.",0,1457738,exhibit21_parent,1400891.0,final_cik,25,0.0,,,,,,0,2023-05-01,2025-10-27,
1472787,2023-12-18,First American Financial Corporation,0,1472787,direct,1472787.0,final_cik,27,,,,,,,0,2021-12-18,2024-12-04,
1497060,2018-02-01,Capital Integration Systems LLC,0,1497060,direct,,none,0,,,,,,,0,2016-02-02,2018-12-22,"no candidate filed a Form 8-K in [2016-02-02, 2018-12-22] - fails the outcome-data requirement"
728535,2020-08-01,"J.B. Hunt Transport, Inc.",0,1501362,exhibit21_parent,728535.0,final_cik,42,1.0,,,,,,0,2018-08-02,2022-04-18,
728535,2020-08-17,"J.B. Hunt Transport, Inc.",0,1501362,exhibit21_parent,728535.0,final_cik,42,1.0,,,,,,0,2018-08-18,2022-04-18,
1501585,2022-03-01,"Huntington Ingalls Industries, Inc.",0,1501585,direct,1501585.0,final_cik,44,,,,,,,0,2020-03-01,2023-10-15,
1510295,2018-11-28,Marathon Petroleum Company LP,0,1510295,direct,1510295.0,final_cik,59,,,,,,,0,2016-11-28,2019-10-05,
1512673,2016-02-01,"Block and Company, Inc.",0,1512673,direct,1512673.0,final_cik,10,,,,,,,0,2014-02-01,2016-09-27,
1512673,2016-02-09,"Block and Company, Inc.",0,1512673,direct,1512673.0,final_cik,10,,,,,,,0,2014-02-09,2016-09-27,
1512673,2016-03-21,"Block and Company, Inc.",0,1512673,direct,1512673.0,final_cik,12,,,,,,,0,2014-03-22,2016-11-09,
1512673,2023-01-12,Block Inc,0,1512673,direct,1512673.0,final_cik,44,,,,,,,0,2021-01-12,2024-03-20,
1718512,2023-02-07,Gates Corporation,0,1516658,exhibit21_parent,1718512.0,final_cik,31,0.0,,,,,,0,2021-02-07,2024-01-03,
1718512,2023-02-11,Gates Corporation,0,1516658,exhibit21_parent,1718512.0,final_cik,30,0.0,,,,,,0,2021-02-11,2023-12-30,
1535527,2022-04-01,"CrowdStrike Holdings, Inc.",0,1535527,direct,1535527.0,final_cik,28,,,,,,,0,2020-04-01,2022-11-11,
1535527,2024-07-19,CrowdStrike Holdings Inc.,0,1535527,direct,1535527.0,final_cik,16,,,,,,,0,2022-07-20,2025-01-15,
1543151,2014-05-13,"Uber Technologies, Inc.",0,1543151,direct,,none,0,,,,,,,0,2012-05-13,2015-08-25,"no candidate filed a Form 8-K in [2012-05-13, 2015-08-25] - fails the outcome-data requirement"
1543151,2015-03-04,Uber Technologies,0,1543151,direct,,none,0,,,,,,,0,2013-03-04,2015-08-31,"no candidate filed a Form 8-K in [2013-03-04, 2015-08-31] - fails the outcome-data requirement"
1543151,2016-06-16,"Uber Technologies, Inc.",0,1543151,direct,,none,0,,,,,,,0,2014-06-17,2016-12-13,"no candidate filed a Form 8-K in [2014-06-17, 2016-12-13] - fails the outcome-data requirement"
1543151,2016-10-01,Uber Technologies Inc.,0,1543151,direct,,none,0,,,,,,,0,2014-10-02,2018-05-20,"no candidate filed a Form 8-K in [2014-10-02, 2018-05-20] - fails the outcome-data requirement"
1543151,2016-10-13,"Uber Technologies, Inc.",0,1543151,direct,,none,0,,,,,,,0,2014-10-14,2018-05-20,"no candidate filed a Form 8-K in [2014-10-14, 2018-05-20] - fails the outcome-data requirement"
1543151,2016-11-01,"Uber Technologies, Inc.",0,1543151,direct,,none,0,,,,,,,0,2014-11-02,2018-04-30,"no candidate filed a Form 8-K in [2014-11-02, 2018-04-30] - fails the outcome-data requirement"
1543151,2017-11-01,"Uber Technologies, Inc.",0,1543151,direct,,none,0,,,,,,,0,2015-11-02,2018-05-30,"no candidate filed a Form 8-K in [2015-11-02, 2018-05-30] - fails the outcome-data requirement"
1543151,2017-11-28,"Uber Technologies, Inc.",0,1543151,direct,,none,0,,,,,,,0,2015-11-29,2018-05-27,"no candidate filed a Form 8-K in [2015-11-29, 2018-05-27] - fails the outcome-data requirement"
1543151,2017-12-18,"Uber Technologies, Inc.",0,1543151,direct,,none,0,,,,,,,0,2015-12-19,2018-06-16,"no candidate filed a Form 8-K in [2015-12-19, 2018-06-16] - fails the outcome-data requirement"
1543151,2018-08-30,Uber Technologies Inc.,0,1543151,direct,,none,0,,,,,,,0,2016-08-30,2019-04-22,"no candidate filed a Form 8-K in [2016-08-30, 2019-04-22] - fails the outcome-data requirement"
1543151,2018-12-06,Uber Technologies Inc,0,1543151,direct,1543151.0,final_cik,3,,,,,,,0,2016-12-06,2019-06-04,
1543151,2019-10-28,"Uber Technologies, Inc.",0,1543151,direct,1543151.0,final_cik,18,,,,,,,0,2017-10-28,2020-04-25,
1543151,2023-01-23,"Uber Technologies, Inc.",0,1543151,direct,1543151.0,final_cik,38,,,,,,,0,2021-01-23,2023-09-26,
1543151,2023-03-31,"Uber Technologies, Inc.",0,1543151,direct,1543151.0,final_cik,32,,,,,,,0,2021-03-31,2023-09-27,
1543151,2024-08-23,"Uber Technologies, Inc.",0,1543151,direct,1543151.0,final_cik,27,,,,,,,0,2022-08-24,2025-02-19,
1553023,2017-10-18,"CyrusOne, Inc.",0,1553023,direct,1553023.0,final_cik,52,,,,,,,0,2015-10-19,2018-07-07,
1558044,2023-12-02,"Professional Compounding Centers of America, Inc.",0,1558044,direct,,none,0,,,,,,,0,2021-12-02,2024-07-30,"no candidate filed a Form 8-K in [2021-12-02, 2024-07-30] - fails the outcome-data requirement"
1560142,2019-05-03,EatStreet,0,1560142,direct,,none,0,,,,,,,0,2017-05-03,2019-12-11,"no candidate filed a Form 8-K in [2017-05-03, 2019-12-11] - fails the outcome-data requirement"
1564408,2022-03-01,Snap Inc.,0,1564408,direct,1564408.0,final_cik,29,,,,,,,0,2020-03-01,2023-03-07,
1567336,2019-04-01,Mediant Communications Inc.,0,1567336,direct,,none,0,,,,,,,0,2017-04-01,2019-11-24,"no candidate filed a Form 8-K in [2017-04-01, 2019-11-24] - fails the outcome-data requirement"
1570434,2019-12-11,Prime Communications,0,1570434,direct,,none,0,,,,,,,0,2017-12-11,2020-11-14,"no candidate filed a Form 8-K in [2017-12-11, 2020-11-14] - fails the outcome-data requirement"
1590895,2023-08-23,"Caesars Entertainment, Inc.",0,1590895,direct,1590895.0,final_cik,38,,,,,,,0,2021-08-23,2024-04-03,
1609711,2019-10-16,GoDaddy.com LLC,1,1609711,direct,1609711.0,final_cik,80,,,,,,,0,2017-10-16,2023-11-13,
1609711,2021-09-06,"GoDaddy.com, LLC",1,1609711,direct,1609711.0,final_cik,33,,,,,,,0,2019-09-07,2022-05-06,
1609711,2022-03-14,"GoDaddy.com, LLC",1,1609711,direct,1609711.0,final_cik,35,,,,,,,0,2020-03-14,2022-11-28,
1632127,2019-03-01,"Cable One, Inc.",1,1632127,direct,1632127.0,final_cik,38,,,,,,,0,2017-03-01,2020-02-04,
1632127,2019-08-08,"Cable One, Inc.",1,1632127,direct,1632127.0,final_cik,34,,,,,,,0,2017-08-08,2020-02-04,
1640147,2024-03-01,Snowflake Inc.,0,1640147,direct,1640147.0,final_cik,17,,,,,,,0,2022-03-02,2024-08-28,
1640147,2024-04-14,Snowflake Inc.,0,1640147,direct,1640147.0,final_cik,17,,,,,,,0,2022-04-15,2024-11-19,
1645590,2023-12-12,Hewlett Packard Enterprise Company,0,1645590,direct,1645590.0,final_cik,60,,,,,,,0,2021-12-12,2025-08-04,
1645590,2025-02-05,Hewlett Packard Enterprise Company,0,1645590,direct,1645590.0,final_cik,45,,,,,,,0,2023-02-06,2025-08-04,
1647088,2020-11-10,WillScot Mobile Mini Holdings Corp.,0,1647088,direct,1647088.0,final_cik,38,,,,,,,0,2018-11-11,2021-05-19,
1652044,2016-03-29,Google Inc.,0,1652044,direct,1652044.0,final_cik,13,,,,,,,0,2014-03-30,2016-11-02,
1652044,2016-05-06,Google Inc.,0,1652044,direct,1652044.0,final_cik,13,,,,,,,0,2014-05-07,2016-11-02,
1652044,2016-08-10,Google Inc.,0,1652044,direct,1652044.0,final_cik,20,,,,,,,0,2014-08-11,2017-12-26,
1652044,2017-06-29,"Google, Inc.",0,1652044,direct,1652044.0,final_cik,20,,,,,,,0,2015-06-30,2017-12-26,
1660134,2023-09-23,"Okta, Inc.",0,1660134,direct,1660134.0,final_cik,21,,,,,,,0,2021-09-23,2024-04-29,
1660134,2023-11-02,Okta Inc,0,1660134,direct,1660134.0,final_cik,21,,,,,,,0,2021-11-02,2024-04-30,
1660134,2023-11-07,"Okta, Inc.",0,1660134,direct,1660134.0,final_cik,21,,,,,,,0,2021-11-07,2024-05-05,
1669779,2022-01-14,CWGS Group,0,1669779,direct,1669779.0,final_cik,35,,,,,,,0,2020-01-15,2023-05-02,
1673769,2022-10-18,"IMA Financial Group, Inc.",0,1673769,direct,,none,0,,,,,,,0,2020-10-18,2024-01-02,"no candidate filed a Form 8-K in [2020-10-18, 2024-01-02] - fails the outcome-data requirement"
1691249,2017-10-01,"The iRemedy Healthcare Companies, Inc.",0,1691249,direct,,none,0,,,,,,,0,2015-10-02,2019-01-05,"no candidate filed a Form 8-K in [2015-10-02, 2019-01-05] - fails the outcome-data requirement"
1702780,2019-11-04,"Altice USA, Inc.",1,1702780,direct,1702780.0,final_cik,60,,,,,,,0,2017-11-04,2020-08-04,
1702780,2024-02-29,Altice USA,1,1702780,direct,1702780.0,final_cik,28,,,,,,,0,2022-03-01,2024-08-27,
1713683,2018-09-01,"Zscaler, Inc.",0,1713683,direct,1713683.0,final_cik,7,,,,,,,0,2016-09-01,2019-04-08,
1713683,2025-08-08,Zscaler Inc.,0,1713683,direct,1713683.0,final_cik,21,,,,,,,0,2023-08-09,2026-02-27,
1792789,2019-05-04,DoorDash Inc.,0,1792789,direct,,none,0,,,,,,,0,2017-05-04,2020-03-24,"no candidate filed a Form 8-K in [2017-05-04, 2020-03-24] - fails the outcome-data requirement"
315293,2020-12-29,Aon Corporation PLC,0,1808065,successor_filing,315293.0,final_cik,61,0.0,,,Aon UK and the Aon Ireland Shares are deemed to be regis,Aon UK and the Aon Ireland Shares are deemed to be regis,not found in SEC name index,0,2018-12-30,2022-11-27,
315293,2022-02-25,Aon PLC,0,1808065,successor_filing,315293.0,final_cik,47,0.0,,,Aon UK and the Aon Ireland Shares are deemed to be regis,Aon UK and the Aon Ireland Shares are deemed to be regis,not found in SEC name index,0,2020-02-26,2022-12-10,
1826210,2017-04-06,KeraLink International,0,1826210,direct,,none,0,,,,,,,0,2015-04-07,2017-10-22,"no candidate filed a Form 8-K in [2015-04-07, 2017-10-22] - fails the outcome-data requirement"
1834695,2019-08-01,"Volkswagen Group of America, Inc.",0,1834695,direct,,none,0,,,,,,,0,2017-08-01,2021-12-08,"no candidate filed a Form 8-K in [2017-08-01, 2021-12-08] - fails the outcome-data requirement"
718877,2012-08-01,"Activision Publishing, Inc.",0,1870564,exhibit21_parent,718877.0,final_cik,26,0.0,,,,,,0,2010-08-02,2013-02-05,
718877,2022-12-02,"Activision Publishing, Inc.",0,1870564,exhibit21_parent,718877.0,final_cik,31,0.0,,,,,,0,2020-12-02,2023-08-19,
1889539,2023-05-29,"Corebridge Financial, Inc.",0,1889539,direct,1889539.0,final_cik,25,,,,,,,0,2021-05-29,2024-01-21,
1984463,2018-02-28,"Warn Industries, Inc.",0,1984463,direct,,none,0,,,,,,,0,2016-02-29,2019-09-18,"no candidate filed a Form 8-K in [2016-02-29, 2019-09-18] - fails the outcome-data requirement"
