accession,cik,filing_date,form,items,text_ok,section_found,section_chars,ref_dates,labels,exec_departure,ceo_departure,director_departure,appointment,election,compensation,notice_date,effective_date,previously_phrase,flag_retirement,flag_health,flag_transaction,flag_termination,flag_severance_release,flag_no_disagreement,action
0001193125-17-308859,320193,2017-10-12,8-K,5.02,1,1,354,2017-10-06,b,1,0,0,0,0,0,,2017-11-13,0,0,0,0,0,0,0,departure
0000320193-19-000026,320193,2019-02-06,8-K,5.02,1,1,282,2019-02-05;2019-04-15,b,1,0,0,0,0,0,2019-02-05,2019-04-15,0,0,0,0,0,0,0,departure
0000320193-19-000093,320193,2019-09-13,8-K,5.02,1,1,86,,b,0,0,1,0,0,0,,,0,0,0,0,0,0,0,departure
0001193125-21-001982,320193,2021-01-05,8-K,5.02,1,1,1241,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-16-442035,354190,2016-01-28,8-K,"5.02,9.01",1,1,1288,2016-01-28,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-17-171866,354190,2017-05-16,8-K,"5.02,5.07,7.01,9.01",1,1,1742,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000354950-12-000027,354950,2012-09-21,8-K,"5.02,9.01",1,1,679,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000354950-12-000032,354950,2012-11-16,8-K,5.02,1,1,258,2012-11-15,,0,0,1,0,0,0,2012-11-15,immediately,0,0,0,0,0,0,0,departure
0000354950-13-000005,354950,2013-03-06,8-K,"5.02,9.01",1,1,2934,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000354950-13-000017,354950,2013-05-29,8-K,"5.02,5.07",1,1,2104,,,0,0,1,0,0,1,,,0,0,0,0,0,0,0,departure
0000354950-13-000037,354950,2013-09-20,8-K,"5.02,9.01",1,1,724,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000354950-14-000006,354950,2014-02-28,8-K,"5.02,9.01",1,1,1505,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000354950-14-000030,354950,2014-08-21,8-K,"5.02,5.03,9.01",1,1,1393,2014-08-21;2014-11-01,,1,1,0,0,0,0,,2014-11-01,0,0,0,0,0,0,0,departure
0000723254-19-000015,723254,2019-07-01,8-K,5.02,1,1,1779,,,1,0,0,0,1,1,,,0,0,0,0,0,0,0,departure
0000723254-19-000019,723254,2019-07-25,8-K/A,5.02,1,1,714,2019-07-01,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0000723254-21-000012,723254,2021-04-26,8-K,5.02,1,1,373,2021-04-23;2021-07-31,,1,0,0,0,0,0,2021-04-23,2021-07-31,0,1,0,0,0,0,0,departure
0001193125-06-248715,732712,2006-12-07,8-K,5.02,1,1,220,,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-06-251425,732712,2006-12-12,8-K,5.02,1,1,196,2006-12-11,,1,0,0,0,0,0,2006-12-11,,0,1,0,0,0,0,0,departure
0001193125-06-256227,732712,2006-12-19,8-K,5.02,1,1,499,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-07-020398,732712,2007-02-06,8-K,5.02,1,1,648,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-07-132583,732712,2007-06-08,8-K,5.02,1,1,628,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001193125-07-199004,732712,2007-09-11,8-K,5.02,1,1,200,,,0,0,1,0,0,0,,,0,1,0,0,0,0,0,departure
0001193125-07-261097,732712,2007-12-07,8-K,5.02,1,1,201,,,0,0,1,0,0,0,,,0,1,0,0,0,0,0,departure
0001193125-08-204660,732712,2008-10-01,8-K,5.02,1,1,170,2008-09-29,,1,0,0,0,0,0,2008-09-29,,0,1,0,0,0,0,0,departure
0001193125-12-493313,732712,2012-12-06,8-K,5.02,1,1,795,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-13-043053,732712,2013-02-07,8-K,5.02,1,1,775,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-13-253564,732712,2013-06-10,8-K,5.02,1,1,389,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001193125-13-357857,732712,2013-09-05,8-K/A,5.02,1,1,725,2013-02-07;2013-03-01,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-13-357855,732712,2013-09-05,8-K/A,5.02,1,1,716,2012-12-06,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-13-432495,732712,2013-11-07,8-K,5.02,1,1,600,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-14-045399,732712,2014-02-11,8-K,5.02,1,1,1829,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-14-331837,732712,2014-09-04,8-K/A,5.02,1,1,756,2013-11-07;2013-12-01,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-14-436511,732712,2014-12-08,8-K,5.02,1,1,464,2015-01-01,,0,0,0,1,0,0,,,0,0,0,0,0,0,0,appointment
0001193125-15-010064,732712,2015-01-14,8-K,5.02,1,1,256,,,0,0,1,0,0,0,,,0,0,0,0,0,0,0,departure
0001193125-15-035447,732712,2015-02-05,8-K,5.02,1,1,576,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-15-051424,732712,2015-02-18,8-K,5.02,1,1,1092,,,1,0,0,1,0,0,,,0,1,0,0,0,0,0,departure
0001193125-15-185255,732712,2015-05-13,8-K,"5.02,5.07",1,1,220,2015-05-12,,1,1,0,0,0,0,2015-05-12,,0,1,0,0,0,0,0,departure
0001193125-15-311636,732712,2015-09-03,8-K,5.02,1,1,589,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-15-367882,732712,2015-11-05,8-K,5.02,1,1,588,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-15-394003,732712,2015-12-03,8-K/A,5.02,1,1,696,2015-02-05,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-15-400066,732712,2015-12-10,8-K,5.02,1,1,546,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001193125-16-610887,732712,2016-06-02,8-K/A,5.02,1,1,684,2015-09-02,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-16-617604,732712,2016-06-09,8-K,5.02,1,1,162,2016-06-08;2016-07-01,,1,0,0,0,0,0,2016-06-08,2016-07-01,0,1,0,0,0,0,0,departure
0001193125-16-699639,732712,2016-09-01,8-K,"5.02,9.01",1,1,1037,2016-09-01;2016-11-01,,1,0,0,0,0,1,2016-09-01,2016-11-01,0,1,0,0,0,0,0,departure
0001193125-16-798875,732712,2016-12-20,8-K,5.02,1,1,315,2016-12-19;2016-12-31,,0,0,1,0,0,0,2016-12-19,2016-12-31,0,0,0,0,0,0,1,departure
0001193125-17-088316,732712,2017-03-20,8-K,5.02,1,1,2295,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-17-165255,732712,2017-05-10,8-K,"5.02,5.07",1,1,702,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-17-303383,732712,2017-10-04,8-K,5.02,1,1,399,2017-12-31,,1,1,0,0,0,0,,,0,0,0,0,0,0,0,departure
0001193125-18-073362,732712,2018-03-07,8-K,5.02,1,1,1381,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-18-187324,732712,2018-06-08,8-K,5.02,1,1,5122,2018-06-07;2018-08-01,,1,0,0,1,1,1,2018-06-07,2018-08-01,0,1,0,0,0,0,0,departure
0001193125-18-268028,732712,2018-09-06,8-K,5.02,1,1,574,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-18-292824,732712,2018-10-04,8-K,5.02,1,1,304,2018-10-01,,0,0,1,0,0,0,2018-10-01,2018-10-01,0,0,0,0,0,0,1,departure
0001193125-19-031481,732712,2019-02-08,8-K/A,5.02,1,1,707,2018-09-06,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-19-031476,732712,2019-02-08,8-K,"5.02,9.01",1,1,1262,2019-02-06;2019-02-07;2019-05-02,,0,0,1,0,1,0,2019-02-06,2019-03-08,0,1,0,0,0,0,0,departure
0001193125-19-142992,732712,2019-05-09,8-K,5.02,1,1,307,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001193125-19-307167,732712,2019-12-05,8-K,"5.02,5.03,9.01",1,1,924,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-20-025340,732712,2020-02-05,8-K,5.02,1,1,240,2020-02-05,,0,0,1,0,0,0,2020-02-05,,0,0,0,0,0,0,0,departure
0001193125-20-072475,732712,2020-03-13,8-K,5.02,1,1,381,2020-03-12,,0,0,0,1,0,0,,,0,0,0,0,0,0,0,appointment
0001193125-21-160418,732712,2021-05-13,8-K/A,5.02,1,1,708,2020-10-02,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-21-199523,732712,2021-06-25,8-K,5.02,1,1,586,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-21-245801,732712,2021-08-13,8-K,5.02,1,1,797,2021-03-29,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-21-262922,732712,2021-09-01,8-K,"5.02,8.01",1,1,291,,,1,0,0,0,0,0,,,0,0,0,0,0,0,0,departure
0001193125-21-323046,732712,2021-11-08,8-K,5.02,1,1,352,2021-11-08;2022-01-01,,0,0,0,1,0,0,,,0,0,0,0,0,0,0,appointment
0001193125-21-346654,732712,2021-12-02,8-K/A,5.02,1,1,743,2021-06-24;2021-07-01,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-21-346650,732712,2021-12-02,8-K/A,5.02,1,1,686,2021-08-12;2021-09-01,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-22-151826,732712,2022-05-16,8-K,5.02,1,1,403,,,1,1,0,0,0,0,,,0,0,0,0,0,0,0,departure
0001193125-22-168378,732712,2022-06-06,8-K,5.02,1,1,390,2022-07-01,,1,1,0,0,0,0,2022-07-01,2022-07-01,1,0,0,0,0,0,0,departure
0001193125-22-230055,732712,2022-08-25,8-K,5.02,1,1,254,2022-09-30,,1,1,0,0,0,0,,2022-09-30,0,0,0,0,0,0,0,departure
0001193125-22-230053,732712,2022-08-25,8-K/A,5.02,1,1,479,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001193125-22-278771,732712,2022-11-07,8-K,5.02,1,1,911,2022-03-28,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-23-058988,732712,2023-03-03,8-K,5.02,1,1,2109,,,1,0,0,0,0,1,,2023-05-01,0,0,0,0,0,0,0,departure
0001193125-24-013874,732712,2024-01-24,8-K,5.02,1,1,245,2024-01-18,,0,0,1,0,0,0,2024-01-18,,0,0,0,0,0,0,0,departure
0001193125-24-022476,732712,2024-02-02,8-K,5.02,1,1,416,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-24-146021,732712,2024-05-23,8-K,5.02,1,1,393,2024-07-01,,1,0,0,0,0,0,2024-07-01,2024-07-01,0,0,0,0,0,0,0,departure
0001193125-24-170544,732712,2024-06-27,8-K,5.02,1,1,607,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000950123-06-015733,732717,2006-12-29,8-K,"2.01,2.03,5.02,9.01",1,1,1579,2006-12-29,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0000732717-07-000007,732717,2007-01-29,8-K/A,5.02,1,1,893,,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0000732717-07-000028,732717,2007-04-30,8-K,5.02,1,1,1864,2007-04-27;2007-06-03,,1,1,0,0,1,0,2007-04-27,2007-06-03,0,1,0,0,0,0,0,departure
0000732717-07-000038,732717,2007-06-01,8-K/A,5.02,1,1,1161,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000732717-07-000084,732717,2007-10-16,8-K,5.02,1,1,643,2007-10-11,,1,1,0,0,0,0,2007-10-11,,0,1,0,0,0,0,0,departure
0000732717-07-000089,732717,2007-10-19,8-K,"5.02,9.01",1,1,3318,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000732717-08-000070,732717,2008-09-29,8-K,5.02,1,1,511,,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0000732717-10-000011,732717,2010-02-23,8-K,5.02,1,1,480,2010-02-17,,0,0,1,0,0,0,2010-02-17,,0,0,0,0,0,0,0,departure
0000732717-10-000051,732717,2010-06-25,8-K,"5.02,9.01",1,1,1784,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000732717-10-000082,732717,2010-09-30,8-K,5.02,1,1,706,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000732717-10-000097,732717,2010-12-17,8-K/A,5.02,1,1,669,,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0000732717-11-000016,732717,2011-03-07,8-K,5.02,1,1,1410,2011-03-04;2011-06-01,,1,0,0,1,0,0,2011-03-04,2011-06-01,0,1,0,0,0,0,0,departure
0000732717-11-000033,732717,2011-03-29,8-K/A,"5.02,9.01",1,1,2169,2011-03-07;2011-03-24;2011-03-29;2011-06-01,,1,0,0,0,0,1,2011-03-07,2011-06-01,0,1,0,0,0,0,0,departure
0000732717-11-000107,732717,2011-12-16,8-K,"5.02,9.01",1,1,2255,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000732717-12-000063,732717,2012-06-29,8-K,5.02,1,1,777,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000732717-13-000012,732717,2013-02-04,8-K,5.02,1,1,570,,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0000732717-13-000058,732717,2013-06-28,8-K,5.02,1,1,698,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000732717-13-000077,732717,2013-07-25,8-K,5.02,1,1,439,2013-07-19;2013-07-25,,0,0,1,0,0,0,2013-07-19,2013-07-25,0,1,0,0,0,0,0,departure
0000732717-13-000090,732717,2013-09-27,8-K,5.02,1,1,1054,2013-06-28,,0,0,0,0,1,1,,,1,0,0,0,0,0,0,election
0000732717-13-000101,732717,2013-12-12,8-K,"5.02,9.01",1,1,477,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000732717-14-000094,732717,2014-06-30,8-K,5.02,1,1,2721,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000732717-14-000126,732717,2014-11-07,8-K,"5.02,8.01",1,1,663,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000732717-14-000138,732717,2014-12-19,8-K,"5.02,9.01",1,1,2184,2014-12-30,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000732717-15-000056,732717,2015-06-26,8-K,5.02,1,1,947,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000732717-15-000073,732717,2015-07-30,8-K,5.02,1,1,935,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000732717-15-000089,732717,2015-08-20,8-K,"5.02,9.01",1,1,2566,2015-08-19;2015-09-30;2015-10-01,,1,0,0,1,0,0,2015-08-19,2015-09-30,0,1,0,0,0,0,0,departure
0000732717-16-000186,732717,2016-06-24,8-K,5.02,1,1,965,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000732717-16-000251,732717,2016-12-08,8-K,5.02,1,1,758,2016-12-08;2016-12-31;2017-01-01,,1,0,0,1,0,0,2016-12-08,2016-12-31,0,1,0,0,0,0,0,departure
0000732717-16-000257,732717,2016-12-16,8-K,"5.02,9.01",1,1,1252,2016-02-01;2016-12-08;2016-12-15;2016-12-31,,1,0,1,0,0,0,2016-12-08,2016-12-31,0,1,0,0,0,0,0,departure
0000732717-17-000084,732717,2017-10-04,8-K,"5.02,9.01",1,1,1116,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000732717-18-000005,732717,2018-02-02,8-K,"5.02,9.01",1,1,575,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000732717-18-000050,732717,2018-07-03,8-K,"5.02,9.01",1,1,725,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0000732717-19-000034,732717,2019-07-29,8-K,5.02,1,1,920,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-19-233801,732717,2019-08-29,8-K,5.02,1,1,474,2019-08-26;2019-10-01,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001193125-19-236682,732717,2019-09-03,8-K,5.02,1,1,1956,,,0,0,0,1,0,1,,,1,0,0,0,0,0,0,appointment
0001193125-19-239966,732717,2019-09-06,8-K,"5.02,9.01",1,1,1039,2019-08-26;2019-10-01,,0,0,0,0,0,1,,,1,0,0,0,0,0,0,compensation only
0000732717-19-000054,732717,2019-11-01,8-K,5.02,1,1,970,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-19-316283,732717,2019-12-17,8-K,"5.02,9.01",1,1,1557,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-20-123202,732717,2020-04-28,8-K,"5.02,5.07",1,1,1375,,,1,0,0,1,1,1,,,0,1,0,0,0,0,0,departure
0000732717-20-000020,732717,2020-06-26,8-K,"5.02,5.03,9.01",1,1,621,2020-06-25,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-20-296128,732717,2020-11-17,8-K,5.02,1,1,1139,2020-11-11;2021-03-31,,1,0,0,1,0,0,2020-11-11,2021-03-31,0,1,0,0,0,0,0,departure
0001193125-21-015737,732717,2021-01-25,8-K,"5.02,9.01",1,1,1502,2021-01-19;2021-01-20;2021-01-21,,1,0,0,0,0,1,2021-01-19,,0,1,0,0,0,0,0,departure
0001193125-21-100281,732717,2021-03-30,8-K,"5.02,9.01",1,1,1482,2021-03-30;2021-03-31,,1,0,0,0,0,0,2021-03-31,,1,1,0,0,0,0,0,departure
0001193125-21-199754,732717,2021-06-25,8-K,5.02,1,1,1007,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000732717-21-000088,732717,2021-12-06,8-K/A,5.02,1,1,1184,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-22-076137,732717,2022-03-15,8-K,"5.02,7.01,9.01",1,1,542,,,0,0,1,0,0,0,,immediately,0,0,0,0,0,0,0,departure
0000732717-22-000073,732717,2022-07-01,8-K,5.02,1,1,1053,,,0,0,0,1,0,0,,,0,0,0,0,0,0,0,appointment
0000732717-22-000091,732717,2022-08-04,8-K/A,5.02,1,1,1055,,,0,0,0,1,0,0,,,0,0,0,0,0,0,0,appointment
0001193125-23-022845,732717,2023-02-02,8-K,"5.02,5.03,9.01",1,1,935,2023-01-27;2023-03-31,,1,0,0,1,0,0,2023-01-27,2023-03-31,0,1,0,0,0,0,0,departure
0000732717-24-000012,732717,2024-03-01,8-K,"5.02,9.01",1,1,583,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000950117-04-004470,764180,2004-12-17,8-K,"5.02,5.03,9.01",1,1,588,2004-12-15,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-05-040688,764180,2005-03-02,8-K/A,5.02,1,1,396,2004-10-29,,0,0,0,0,1,0,,,1,0,0,0,0,0,0,election
0001193125-05-040686,764180,2005-03-02,8-K/A,5.02,1,1,380,2004-12-17,,0,0,0,0,1,1,,,1,0,0,0,0,0,0,election
0001193125-07-019313,764180,2007-02-02,8-K,"5.02,9.01",1,1,6301,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000930413-19-002021,773840,2019-07-08,8-K,5.02,1,1,1405,2019-07-08,,1,0,0,0,0,0,2019-07-08,,0,1,0,0,0,0,0,departure
0000773840-19-000018,773840,2019-07-26,8-K,5.02,1,1,852,,,1,0,0,0,0,1,,immediately,1,1,0,0,0,0,0,departure
0000930413-19-002643,773840,2019-10-08,8-K,"5.02,8.01,9.01",1,1,898,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000930413-19-002693,773840,2019-10-16,8-K,5.02,1,1,1753,,,1,0,0,1,0,0,,2019-10-15,0,0,0,0,0,0,0,departure
0000773840-19-000029,773840,2019-12-06,8-K,"5.02,9.01",1,1,712,,,0,0,1,0,1,0,,,0,1,0,0,0,0,0,departure
0000773840-20-000011,773840,2020-02-28,8-K,"5.02,9.01",1,1,791,,,0,0,1,0,0,1,,,0,1,0,0,0,0,0,departure
0000773840-20-000031,773840,2020-06-11,8-K,5.02,1,1,1390,,d,1,0,0,1,0,0,,2020-08-01,0,1,0,0,0,0,0,departure
0001193125-21-215278,773840,2021-07-14,8-K,5.02,1,1,2149,,d,1,1,0,1,0,0,,2021-08-13,0,1,0,0,0,0,0,departure
0000773840-22-000003,773840,2022-01-05,8-K,5.02,1,1,1589,2022-01-05;2022-04-01,d,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-22-011376,773840,2022-01-18,8-K,"5.02,9.01",1,1,650,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-22-204108,773840,2022-07-28,8-K,"5.02,7.01,9.01",1,1,2913,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000773840-22-000058,773840,2022-09-01,8-K,"5.02,7.01",1,1,728,2022-09-01,d,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001193125-22-248396,773840,2022-09-21,8-K,5.02,1,1,1291,2022-09-21;2022-10-03,d,1,1,0,1,0,0,2022-09-21,2022-10-03,0,0,0,0,0,0,0,departure
0000773840-22-000062,773840,2022-09-30,8-K,5.02,1,1,479,,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-22-269566,773840,2022-10-26,8-K,5.02,1,1,615,,d,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-23-069598,773840,2023-03-14,8-K,"5.02,7.01,8.01,9.01",1,1,5532,2023-06-01;2024-04-01,,1,1,0,1,1,1,2023-06-01,2023-06-01,0,0,1,0,1,1,0,departure
0000773840-23-000063,773840,2023-06-15,8-K,5.02,1,1,935,2023-06-15,,1,1,0,0,0,0,2023-06-15,,0,1,0,0,0,0,0,departure
0000773840-23-000076,773840,2023-10-10,8-K,"2.02,5.02,8.01,9.01",1,1,2330,,,0,0,0,1,0,0,,,0,0,0,0,0,0,0,appointment
0000773840-23-000088,773840,2023-11-28,8-K,"5.02,7.01,9.01",1,1,542,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000773840-24-000006,773840,2024-02-01,8-K,"5.02,7.01,9.01",1,1,1460,,,0,0,1,0,1,0,,,0,1,0,0,0,0,0,departure
0001193125-15-318450,789019,2015-09-11,8-K,5.02,1,1,334,,c,0,0,0,1,0,0,,,0,0,0,0,0,0,0,appointment
0001193125-16-643151,789019,2016-07-07,8-K,5.02,1,1,121,2016-06-30,b,1,0,0,0,0,0,2016-06-30,,0,0,0,0,0,0,0,departure
0001193125-17-082168,789019,2017-03-14,8-K,"5.02,9.01",1,1,1156,2017-03-14,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-17-288464,789019,2017-09-19,8-K,"5.02,9.01",1,1,1449,2017-09-19,"b,d",0,0,1,0,1,1,,,0,1,0,0,0,0,0,departure
0001193125-17-357415,789019,2017-11-30,8-K,"5.02,5.07",1,1,862,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001193125-18-277602,789019,2018-09-19,8-K,"5.02,9.01",1,1,990,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-19-249565,789019,2019-09-19,8-K,"5.02,9.01",1,1,342,2019-12-04,b,0,0,1,0,0,0,2019-12-04,,0,1,0,0,0,0,0,departure
0001193125-20-073072,789019,2020-03-13,8-K,"5.02,9.01",1,1,212,,b,0,0,1,0,0,0,,2020-03-13,0,0,0,0,0,0,0,departure
0001193125-20-184744,789019,2020-07-01,8-K,5.02,1,1,1556,2020-07-01;2020-07-31,,1,0,0,1,0,1,,,0,0,0,0,0,0,0,departure
0001193125-20-188481,789019,2020-07-07,8-K,5.02,1,1,238,2020-07-01,,1,0,0,0,0,0,2020-07-01,2020-07-01,0,0,0,0,0,0,0,departure
0001193125-21-167940,789019,2021-05-20,8-K,5.02,1,1,230,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001193125-18-084015,789570,2018-03-15,8-K,"5.02,9.01",1,1,1655,2017-03-10;2018-03-14,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-18-255165,789570,2018-08-22,8-K,"5.02,9.01",1,1,1755,2017-03-10;2018-08-22,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-18-297663,789570,2018-10-11,8-K,"5.02,9.01",1,1,2467,2014-12-13;2018-10-04;2018-10-10;2019-12-31,"b,e",1,0,0,0,0,1,2018-10-04,2018-10-10,0,0,0,0,1,1,0,departure
0001193125-19-012788,789570,2019-01-18,8-K,"5.02,9.01",1,1,1698,2017-03-10;2019-01-17,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-19-048428,789570,2019-02-22,8-K,"5.02,9.01",1,1,2593,2016-11-15;2016-12-07;2019-02-18;2019-02-21;2019-03-01;2019-03-22,"b,c,e",1,0,0,1,0,1,2019-02-21,2019-03-01,0,0,0,0,0,0,0,departure
0001193125-20-038441,789570,2020-02-14,8-K,"5.02,9.01",1,1,4238,2016-10-03;2020-02-11;2020-02-12;2020-12-31;2021-12-31;2022-12-31,,1,1,0,1,0,1,2020-02-12,,0,0,0,0,0,1,0,departure
0001193125-21-370665,789570,2021-12-30,8-K,5.02,1,1,486,2021-12-29;2021-12-31,b,0,0,1,0,0,0,2021-12-29,2021-12-31,0,0,0,0,0,0,1,departure
0001193125-22-145101,789570,2022-05-09,8-K,"5.02,5.07,9.01",1,1,1908,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000789570-22-000020,789570,2022-06-24,8-K,"1.01,5.02,9.01",1,1,231,,b,1,0,0,0,0,0,,,0,0,0,0,0,0,0,departure
0001193125-22-226494,789570,2022-08-22,8-K,"5.02,9.01",1,1,14265,2022-08-18;2022-09-01;2025-08-31;2026-02-01;2026-08-31,e,1,1,0,0,0,1,,,0,0,0,0,1,0,0,departure
0001193125-23-056496,789570,2023-03-01,8-K,"5.02,9.01",1,1,1737,2017-03-10;2022-03-25;2023-03-01,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001104659-11-069679,796343,2011-12-15,8-K,"2.02,5.02,9.01",1,1,820,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-12-004271,796343,2012-01-26,8-K,"5.02,9.01",1,1,11823,2012-01-24,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-12-025271,796343,2012-04-13,8-K,"5.02,5.07,8.01,9.01",1,1,1176,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-12-036984,796343,2012-05-14,8-K,"5.02,9.01",1,1,2071,2012-03-01,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001104659-12-047044,796343,2012-06-29,8-K/A,5.02,1,1,1711,2012-03-01;2012-05-14,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001104659-12-082162,796343,2012-12-05,8-K,"5.02,9.01",1,1,6982,2012-03-01,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
