accession,cik,filing_date,form,items,text_ok,section_found,section_chars,ref_dates,labels,exec_departure,ceo_departure,director_departure,appointment,election,compensation,notice_date,effective_date,previously_phrase,flag_retirement,flag_health,flag_transaction,flag_termination,flag_severance_release,flag_no_disagreement,action
0000950103-13-004940,1166691,2013-08-16,8-K,"5.02,9.01",1,1,1842,2013-06-30;2013-08-16;2014-06-30,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950103-14-001112,1166691,2014-02-14,8-K,5.02,1,1,709,,,1,1,0,0,1,1,,,0,0,0,0,0,0,0,departure
0000950103-14-004539,1166691,2014-07-01,8-K,"5.02,9.01",1,1,188,2014-06-30;2015-06-30,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950103-14-008968,1166691,2014-12-23,8-K,"5.02,9.01",1,1,1734,2014-12-22;2015-03-01;2019-12-31,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950103-22-017696,1166691,2022-10-12,8-K,"5.02,9.01",1,1,543,2022-10-12,,1,1,0,1,0,0,,,0,0,0,0,0,0,0,departure
0000950103-22-021872,1166691,2022-12-30,8-K,5.02,1,1,3418,2022-12-28;2023-03-01;2027-12-31,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000950103-23-000208,1166691,2023-01-06,8-K,"5.02,9.01",1,1,1633,2023-01-06,,1,0,0,1,0,1,,2023-01-06,0,0,0,0,0,0,0,departure
0000950103-23-004120,1166691,2023-03-15,8-K,"5.02,9.01",1,1,1625,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000950103-23-006065,1166691,2023-04-24,8-K,5.02,1,1,489,2023-04-23,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950103-23-008707,1166691,2023-06-09,8-K,"5.02,5.07,9.01",1,1,1344,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950103-23-014572,1166691,2023-10-03,8-K,"5.02,9.01",1,1,1351,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000950103-23-017250,1166691,2023-12-06,8-K/A,5.02,1,1,343,,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001166691-24-000019,1166691,2024-04-15,8-K,5.02,1,1,1209,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0000950103-25-003639,1166691,2025-03-19,8-K,"5.02,9.01",1,1,677,2025-03-19,,0,0,0,1,0,0,,,0,0,0,0,0,0,0,appointment
0001193125-12-056765,1283699,2012-02-14,8-K,5.02,1,1,2662,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001445305-12-001909,1283699,2012-05-31,8-K,"5.02,5.07,9.01",1,1,1503,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001283699-12-000010,1283699,2012-08-03,8-K,5.02,1,1,1214,2012-07-30,,0,0,1,0,0,1,2012-07-30,,0,0,1,0,0,0,0,departure
0001283699-12-000027,1283699,2012-10-03,8-K,"1.01,2.03,3.02,3.03,5.02,8.01,9.01",1,1,1893,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001283699-13-000011,1283699,2013-02-07,8-K,5.02,1,1,3102,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-13-193449,1283699,2013-05-02,8-K,"1.01,2.03,3.02,4.01,5.01,5.02,5.03,7.01,9.01",1,1,13776,2013-03-12;2013-04-30;2014-05-01,,1,0,1,1,1,1,,2013-04-30,0,0,0,1,0,0,0,departure
0001193125-13-246944,1283699,2013-06-04,8-K,"5.02,5.07,9.01",1,1,2447,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001283699-13-000120,1283699,2013-10-25,8-K,"5.02,9.01",1,1,3524,2013-10-24;2013-11-15,"b,e",0,0,1,0,1,1,2013-10-24,2013-11-15,0,0,0,0,0,0,0,departure
0001283699-13-000134,1283699,2013-11-08,8-K,5.02,1,1,964,2013-10-24;2013-11-15,b,0,0,1,0,1,1,2013-10-24,2013-11-15,1,0,0,0,0,0,0,departure
0001193125-13-448555,1283699,2013-11-20,8-K,"1.01,5.02,8.01,9.01",1,1,1664,2013-11-20,"b,d",0,0,1,0,1,0,,,0,0,0,0,0,0,0,departure
0001193125-14-058782,1283699,2014-02-19,8-K,5.02,1,1,531,2014-02-13,b,0,0,1,0,0,0,2014-02-13,,0,0,0,0,0,0,0,departure
0001193125-15-052763,1283699,2015-02-18,8-K,5.02,1,1,2136,2014-02-25;2015-01-01;2015-02-17;2015-02-18;2015-03-13,"c,e",1,0,0,1,0,1,2015-02-17,2015-03-13,0,0,0,0,0,0,0,departure
0001193125-15-063256,1283699,2015-02-26,8-K,"5.02,9.01",1,1,1657,2012-09-22;2013-10-23;2015-02-25;2015-09-22;2017-09-22,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-16-470124,1283699,2016-02-19,8-K,5.02,1,1,457,2016-02-16;2016-03-18,"b,e",1,0,0,0,0,1,,2016-03-18,0,0,0,0,1,1,0,departure
0001193125-16-628913,1283699,2016-06-22,8-K,"5.02,5.07",1,1,2055,2016-06-20,"b,c",0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-17-056336,1283699,2017-02-24,8-K,5.02,1,1,4822,2015-02-17;2017-01-01;2017-02-17,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-17-099960,1283699,2017-03-28,8-K,5.02,1,1,5964,2012-09-22;2017-03-28;2017-04-01,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-17-377654,1283699,2017-12-22,8-K,5.02,1,1,6080,2013-01-25;2017-12-20;2019-03-01,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-18-051913,1283699,2018-02-21,8-K,5.02,1,1,431,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001104659-18-028086,1283699,2018-04-30,8-K,"1.01,5.02,8.01,9.01",1,1,11556,2017-04-01;2017-12-20;2018-02-15;2018-04-27;2018-04-29;2019-03-01;2020-04-30,,1,0,0,0,0,1,2018-04-29,,0,0,0,1,1,1,0,departure
0001283699-18-000031,1283699,2018-06-14,8-K,"5.02,5.07",1,1,2015,2017-04-01;2018-04-27;2018-04-29,,0,0,0,1,0,1,,,1,0,0,0,0,0,0,appointment
0001283699-18-000063,1283699,2018-11-02,8-K,5.02,1,1,667,2018-10-30;2018-12-01,,0,0,1,0,0,1,2018-10-30,2018-12-01,0,0,0,0,0,0,1,departure
0001283699-18-000071,1283699,2018-12-04,8-K,5.02,1,1,1131,2018-12-01,,0,0,1,1,0,1,2018-12-01,2018-12-01,1,0,0,0,0,0,0,departure
0001283699-19-000064,1283699,2019-03-29,8-K,5.02,1,1,3657,2017-12-20;2018-02-15;2018-04-29;2019-03-25;2019-12-31,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001283699-19-000066,1283699,2019-04-19,8-K,5.02,1,1,566,2019-04-15,b,0,0,1,0,0,0,,,0,0,0,0,0,0,1,departure
0001193125-19-294093,1283699,2019-11-18,8-K,"5.02,7.01,9.01",1,1,18932,2017-01-01;2017-12-20;2018-04-28;2018-04-29;2018-04-30;2019-04-26;2019-11-14;2019-11-15;2019-11-18;2020-01-01;2020-04-30;2020-05-01;2020-07-01;2020-12-01;2021-01-01;2021-11-15;2022-01-01,c,1,1,0,1,0,1,,2020-04-30,0,0,0,0,0,0,0,departure
0001193125-20-041926,1283699,2020-02-19,8-K,5.02,1,1,4504,2018-04-28;2018-04-30;2019-06-30;2019-07-26;2020-02-12;2020-07-01,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-20-071678,1283699,2020-03-12,8-K,"5.02,7.01,9.01",1,1,458,2018-04-28;2020-02-12;2020-03-12;2020-04-30,,1,0,0,0,0,1,2020-03-12,2020-04-30,1,1,0,0,0,0,0,departure
0001283699-20-000064,1283699,2020-03-25,8-K,"5.02,9.01",1,1,2406,2018-04-29,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-20-093622,1283699,2020-04-01,8-K,"1.01,1.02,2.01,2.03,3.03,5.02,5.03,7.01,9.01",1,1,8993,2017-04-01;2019-11-15;2020-03-26;2020-04-30,,1,1,1,1,1,1,2020-03-26,immediately,0,0,0,1,0,0,0,departure
0001193125-20-109354,1283699,2020-04-16,8-K,5.02,1,1,537,2020-03-12,,0,0,0,0,0,1,,,1,0,0,0,0,0,0,compensation only
0001193125-20-119230,1283699,2020-04-24,8-K,5.02,1,1,838,2020-04-01;2020-04-24;2020-06-04,,0,0,1,0,0,0,2020-04-24,immediately,0,0,0,0,0,0,0,departure
0001140361-20-014081,1283699,2020-06-17,8-K,"2.06,5.02,7.01,8.01,9.01",1,1,9182,2020-06-15;2020-07-01;2020-09-30;2020-12-31,,1,0,0,1,0,1,,2020-07-01,0,1,0,0,1,0,0,departure
0001140361-20-014470,1283699,2020-06-22,8-K,"1.01,5.02,8.01,9.01",1,1,476,2020-06-22,,0,0,1,0,0,1,,2020-06-22,0,0,0,0,0,0,0,departure
0001193125-20-291827,1283699,2020-11-12,8-K,5.02,1,1,1916,2020-11-10;2020-11-13,,0,0,1,0,1,0,2020-11-10,2020-11-13,0,0,0,0,0,0,1,departure
0001193125-21-076354,1283699,2021-03-10,8-K,5.02,1,1,6324,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-21-113210,1283699,2021-04-12,8-K,"5.02,7.01,8.01,9.01",1,1,449,2021-04-06,,0,0,1,0,0,0,2021-04-06,immediately,0,0,0,0,0,0,1,departure
0001193125-21-198692,1283699,2021-06-24,8-K,"5.02,7.01,9.01",1,1,1328,2021-04-06,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-21-275230,1283699,2021-09-16,8-K,"5.02,7.01,9.01",1,1,476,2021-09-10;2021-10-11;2022-04-01,,1,0,0,0,0,0,2021-09-10,2022-04-01,0,1,0,0,0,0,0,departure
0001193125-22-115091,1283699,2022-04-22,8-K,5.02,1,1,731,2022-04-20,,0,0,1,0,0,1,2022-04-20,immediately,0,0,0,0,0,0,1,departure
0001193125-22-239983,1283699,2022-09-07,8-K,5.02,1,1,777,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-22-290740,1283699,2022-11-22,8-K,5.02,1,1,492,2022-11-18;2023-01-02,,0,0,1,0,0,0,2022-11-18,2023-01-02,0,0,0,0,0,0,1,departure
0001193125-23-024130,1283699,2023-02-03,8-K,5.02,1,1,591,2023-01-30,,0,0,1,0,0,0,2023-01-30,immediately,0,0,0,0,0,0,1,departure
0001193125-23-035719,1283699,2023-02-13,8-K,5.02,1,1,2624,2023-02-13,,1,0,0,0,0,1,,,0,1,1,0,0,1,0,departure
0001193125-23-066908,1283699,2023-03-10,8-K,5.02,1,1,9991,2019-11-15;2023-01-01;2023-02-15;2023-03-09;2023-04-01;2024-01-01;2025-01-01;2026-01-01;2027-01-01;2028-04-01,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-23-171171,1283699,2023-06-21,8-K,"5.02,5.07,9.01",1,1,1077,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-23-185341,1283699,2023-07-11,8-K,5.02,1,1,4801,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-23-190499,1283699,2023-07-20,8-K,"5.02,7.01,9.01",1,1,1057,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-23-231377,1283699,2023-09-08,8-K,5.02,1,1,2605,2023-09-06;2024-02-01,,1,0,0,0,0,1,,,0,1,1,0,0,1,0,departure
0001193125-12-293901,1326160,2012-07-03,8-K,"2.01,2.05,5.02,5.03,7.01,8.01,9.01",1,1,11981,2012-03-22;2012-06-27;2012-07-02;2012-07-03,,1,1,0,0,1,1,2012-07-03,,1,1,0,1,0,1,0,departure
0001104659-12-049132,1326160,2012-07-16,8-K,5.02,1,1,306,2012-07-13,,0,0,0,1,0,0,,,0,0,0,0,0,0,0,appointment
0000898822-12-000348,1326160,2012-07-27,8-K,"5.02,9.01",1,1,1047,2012-07-27,,0,0,1,0,0,1,2012-07-27,immediately,0,0,0,0,0,0,0,departure
0001104659-12-080906,1326160,2012-11-29,8-K,"1.01,5.02,9.01",1,1,5642,2012-12-31;2013-04-15;2013-07-01;2013-12-31,,1,0,1,0,0,1,,,0,1,0,1,1,0,0,departure
0001104659-12-084708,1326160,2012-12-17,8-K,"5.02,7.01",1,1,1140,2012-12-17,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001104659-13-014407,1326160,2013-02-26,8-K,5.02,1,1,1547,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001104659-13-038285,1326160,2013-05-07,8-K,"5.02,5.07,9.01",1,1,1271,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-13-049764,1326160,2013-06-18,8-K,"5.02,9.01",1,1,7120,2008-08-26;2009-02-19;2013-06-17;2013-06-18;2013-07-01,,1,1,0,0,1,1,2009-02-19,2013-07-01,0,1,0,0,1,1,0,departure
0001104659-13-060144,1326160,2013-08-06,8-K,5.02,1,1,1408,2013-08-06,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001104659-13-067275,1326160,2013-08-30,8-K,5.02,1,1,1582,2013-03-21;2013-08-30;2013-09-01,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001104659-13-086631,1326160,2013-11-22,8-K,5.02,1,1,1659,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001104659-13-089600,1326160,2013-12-11,8-K/A,5.02,1,1,464,2013-11-22;2014-01-01,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001104659-14-000076,1326160,2014-01-02,8-K,5.02,1,1,273,2014-01-01,,0,0,1,0,0,0,,,1,1,0,0,0,0,0,departure
0001104659-14-035262,1326160,2014-05-06,8-K,"5.02,5.07,9.01",1,1,1385,2014-03-20;2014-04-30;2014-07-03,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001104659-14-053140,1326160,2014-07-24,8-K,5.02,1,1,1937,2014-07-24;2014-08-01,,0,0,0,1,0,0,,,0,0,0,0,0,0,0,appointment
0001193125-16-467698,1326160,2016-02-18,8-K,"2.02,5.02,9.01",1,1,381,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-16-100726,1326160,2016-02-29,8-K,5.02,1,1,1680,,,1,1,0,0,1,1,,,0,1,0,0,0,0,0,departure
0001104659-16-110903,1326160,2016-04-12,8-K,5.02,1,1,2444,2016-03-24;2016-04-12;2016-05-01;2016-05-16,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001104659-16-119780,1326160,2016-05-10,8-K,"5.02,5.07",1,1,872,2016-04-12;2016-05-16,e,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001326160-16-000368,1326160,2016-08-25,8-K,5.02,1,1,2742,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001104659-16-148226,1326160,2016-10-03,8-K,"2.01,5.02,7.01,9.01",1,1,1643,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001326160-17-000011,1326160,2017-02-23,8-K,5.02,1,1,1857,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001104659-17-053547,1326160,2017-08-25,8-K,5.02,1,1,412,2017-08-24;2017-08-25,,0,0,1,0,0,0,2017-08-24,2017-08-25,0,0,0,0,0,0,1,departure
0001326160-17-000184,1326160,2017-12-14,8-K,5.02,1,1,2111,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001326160-19-000166,1326160,2019-06-26,8-K,5.02,1,1,2225,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001410578-19-000740,1326160,2019-08-09,8-K,5.02,1,1,1091,2019-08-09;2019-09-30,b,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001104659-20-108520,1326160,2020-09-25,8-K,"5.02,9.01",1,1,2481,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001326160-21-000105,1326160,2021-03-03,8-K,5.02,1,1,575,2021-02-25,,0,0,1,0,0,0,,,0,0,0,0,0,0,0,departure
0001104659-21-043714,1326160,2021-03-30,8-K,5.02,1,1,1628,2021-03-23;2021-03-30;2021-05-16;2021-08-01,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001104659-21-064570,1326160,2021-05-11,8-K,"5.02,5.07",1,1,881,2021-03-30;2021-05-16,e,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001326160-21-000219,1326160,2021-09-27,8-K,"5.02,9.01",1,1,493,2021-08-01;2021-09-22,,1,0,0,0,0,0,,2021-08-01,0,1,0,0,0,0,0,departure
0001104659-21-138544,1326160,2021-11-15,8-K,"1.01,5.02,8.01,9.01",1,1,1872,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-12-277735,1341439,2012-06-21,8-K,5.02,1,1,404,,,1,0,0,0,0,0,,,0,0,0,0,0,0,0,departure
0001193125-13-037562,1341439,2013-02-05,8-K,5.02,1,1,299,2013-02-04,,0,0,1,0,0,0,2013-02-04,immediately,0,1,0,0,0,0,0,departure
0001373715-22-000239,1373715,2022-07-27,8-K,"2.02,5.02,9.01",1,1,768,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001373715-22-000309,1373715,2022-08-24,8-K,5.02,1,1,596,2022-08-22;2022-08-26,b,0,0,1,0,0,0,2022-08-22,2022-08-26,0,0,0,0,0,0,1,departure
0001373715-22-000329,1373715,2022-10-26,8-K,"2.02,5.02,9.01",1,1,792,2022-10-23;2022-12-01,,0,0,1,0,0,0,2022-10-23,2022-12-01,0,0,0,0,0,0,1,departure
0001373715-23-000016,1373715,2023-01-25,8-K,"2.02,5.02,9.01",1,1,1345,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001373715-23-000162,1373715,2023-04-26,8-K,"2.02,5.02,9.01",1,1,2258,2023-04-24;2023-05-31,,1,0,0,0,1,1,2023-04-24,2023-05-31,0,0,0,0,0,0,0,departure
0001373715-23-000282,1373715,2023-06-02,8-K,"5.02,5.07,9.01",1,1,747,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001373715-24-000269,1373715,2024-07-24,8-K,"2.02,5.02,9.01",1,1,3974,2017-10-31;2021-04-30;2024-03-31;2024-07-24,,1,0,0,1,0,1,,,0,0,0,0,0,1,0,departure
0001373715-24-000342,1373715,2024-10-23,8-K,"2.02,5.02,9.01",1,1,4298,2024-09-17,,1,0,0,1,0,1,,,0,0,0,0,0,0,0,departure
0001193125-22-004090,1428439,2022-01-07,8-K,"5.02,9.01",1,1,458,2022-01-07,,1,0,0,0,0,0,2022-01-07,,0,0,0,0,0,0,0,departure
0001193125-22-244792,1428439,2022-09-14,8-K,"5.02,9.01",1,1,1240,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001428439-22-000033,1428439,2022-11-02,8-K,"5.02,9.01",1,1,332,2022-10-31,,1,0,0,0,0,0,2022-10-31,,0,0,0,0,0,0,0,departure
0001428439-22-000038,1428439,2022-12-19,8-K,5.02,1,1,2096,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-23-063903,1428439,2023-03-08,8-K,"5.02,9.01",1,1,2315,2023-03-08;2023-05-01,,1,0,0,1,0,1,,,0,0,0,0,0,0,0,departure
0001428439-23-000032,1428439,2023-08-11,8-K,5.02,1,1,1346,2017-09-18,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001428439-24-000027,1428439,2024-06-07,8-K,"5.02,5.07,9.01",1,1,1255,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-21-008667,1447669,2021-01-14,8-K,"5.02,9.01",1,1,2027,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-21-049966,1447669,2021-02-22,8-K,"5.02,8.01,9.01",1,1,254,2021-02-16,b,1,0,0,0,0,0,2021-02-16,,0,0,0,0,0,0,0,departure
0001193125-21-091239,1447669,2021-03-23,8-K/A,5.02,1,1,935,2021-03-17;2021-04-01,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001447669-21-000122,1447669,2021-05-05,8-K,"2.02,5.02,9.01",1,1,148,2021-04-30;2021-05-17,b,1,0,0,0,0,0,2021-04-30,2021-05-17,0,0,0,0,0,0,0,departure
0001447669-21-000263,1447669,2021-10-27,8-K,"2.02,5.02,9.01",1,1,1983,2021-10-25;2021-10-27;2022-01-03,"b,c",1,0,0,1,0,1,2021-10-25,,0,0,0,0,0,0,0,departure
0001447669-21-000296,1447669,2021-12-10,8-K,5.02,1,1,477,2021-12-08;2022-01-07,"b,e",1,0,0,0,0,1,2021-12-08,2022-01-07,0,0,0,0,0,0,0,departure
0001447669-22-000094,1447669,2022-05-04,8-K,"2.02,5.02,9.01",1,1,1184,2022-04-28,b,1,0,1,0,0,1,2022-04-28,immediately,0,0,0,0,0,0,1,departure
0001447669-22-000141,1447669,2022-08-04,8-K,"2.02,5.02,9.01",1,1,2014,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001447669-22-000212,1447669,2022-12-09,8-K/A,5.02,1,1,857,2022-12-08,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001447669-23-000009,1447669,2023-02-03,8-K,5.02,1,1,501,2022-12-19;2023-02-02;2023-02-24,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-23-034646,1447669,2023-02-13,8-K,"2.02,2.05,5.02,7.01,8.01,9.01",1,1,5546,2018-05-10;2021-02-26;2022-05-05;2022-12-31;2023-02-10,,1,0,0,1,0,1,,,0,0,0,0,0,0,0,departure
0001447669-23-000025,1447669,2023-02-15,8-K,"2.02,5.02,8.01,9.01",1,1,148,2023-02-14;2023-02-28,,1,0,0,0,0,0,2023-02-14,2023-02-28,0,0,0,0,0,0,0,departure
0001193125-23-045159,1447669,2023-02-23,8-K,"5.02,9.01",1,1,8337,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001447669-23-000075,1447669,2023-03-30,8-K,"5.02,9.01",1,1,3166,2023-03-27,,0,0,1,0,1,1,2023-03-27,,0,0,0,0,0,0,1,departure
0001447669-23-000224,1447669,2023-11-08,8-K,"2.02,5.02,9.01",1,1,504,2023-11-03;2023-12-15,,1,1,0,0,0,0,2023-11-03,2023-12-15,0,0,0,0,0,0,0,departure
0001447669-23-000241,1447669,2023-12-01,8-K,"5.02,9.01",1,1,3020,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-24-004000,1447669,2024-01-08,8-K,"2.02,5.02,7.01,8.01,9.01",1,1,8222,2021-02-26;2023-02-23;2024-01-07,,1,1,0,0,0,1,,2024-01-08,0,0,0,0,0,1,1,departure
0001193125-24-082747,1447669,2024-04-01,8-K,"1.01,5.02,7.01,9.01",1,1,545,,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-24-086510,1447669,2024-04-04,8-K,"5.02,7.01,9.01",1,1,961,2024-04-03,,0,0,1,0,0,0,2024-04-03,,0,1,0,0,0,0,1,departure
0001193125-20-068719,1501585,2020-03-10,8-K,"5.02,9.01",1,1,650,2020-03-06;2020-03-31,,1,0,0,0,0,0,2020-03-06,2020-03-31,0,0,0,0,0,0,0,departure
0001193125-20-321598,1501585,2020-12-18,8-K,"5.02,5.05,9.01",1,1,2916,2021-02-12,,1,0,0,0,1,1,2021-02-12,2021-02-12,0,0,0,0,0,0,0,departure
0001193125-21-013212,1501585,2021-01-21,8-K,"5.02,9.01",1,1,2892,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-21-072840,1501585,2021-03-08,8-K,"5.02,9.01",1,1,1093,2021-03-05;2021-04-01,,1,0,0,0,0,1,,2021-04-01,0,1,0,0,0,0,0,departure
0001193125-22-024572,1501585,2022-02-01,8-K,"5.02,9.01",1,1,2908,2021-12-07,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-22-023552,1501585,2022-02-01,8-K,"5.02,9.01",1,1,2459,2022-03-01,d,1,1,0,0,1,1,,2022-03-01,0,1,0,0,0,0,0,departure
0001193125-22-065623,1501585,2022-03-04,8-K,5.02,1,1,734,2022-01-31;2022-03-01,e,1,1,0,0,0,1,,2022-03-01,0,1,0,0,0,0,0,departure
0001193125-22-065618,1501585,2022-03-04,8-K/A,5.02,1,1,466,,c,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-22-145035,1501585,2022-05-09,8-K,"5.02,9.01",1,1,1653,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-22-200081,1501585,2022-07-22,8-K,5.02,1,1,621,2022-07-20,b,0,0,1,0,0,0,2022-07-20,2022-07-20,0,0,0,0,0,0,1,departure
0001193125-22-301591,1501585,2022-12-09,8-K,"5.02,9.01",1,1,2301,,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-22-309155,1501585,2022-12-20,8-K,5.02,1,1,381,2022-12-16;2022-12-31,b,1,0,0,0,0,0,2022-12-16,2022-12-31,0,1,0,0,0,0,1,departure
0001193125-23-251587,1501585,2023-10-05,8-K,"5.02,9.01",1,1,2622,,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001510295-17-000011,1510295,2017-02-01,8-K,5.02,1,1,733,2016-03-15,,0,0,0,0,1,1,,,1,0,0,0,0,0,0,election
0001510295-17-000019,1510295,2017-02-27,8-K/A,5.02,1,1,338,2017-02-22;2017-04-26,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001510295-17-000028,1510295,2017-03-15,8-K,5.02,1,1,236,2017-03-15;2017-04-01,,1,0,0,0,0,0,2017-03-15,2017-04-01,0,1,0,0,0,0,0,departure
0001510295-17-000059,1510295,2017-06-05,8-K,"5.02,5.03,9.01",1,1,1621,,,1,0,0,1,1,1,,2017-07-01,0,1,1,0,0,1,0,departure
0001510295-18-000146,1510295,2018-08-10,8-K,"5.02,8.01,9.01",1,1,528,2018-08-10;2018-10-01;2019-01-01,,1,0,0,0,0,0,2018-08-10,2019-01-01,1,1,0,1,0,0,0,departure
0001193125-18-289740,1510295,2018-10-01,8-K,"1.02,2.01,2.03,5.02,5.03,7.01,9.01",1,1,2914,2018-03-15,,0,0,1,1,1,1,,,1,0,0,1,0,0,0,departure
0001510295-18-000225,1510295,2018-11-14,8-K,5.02,1,1,3949,2018-11-08,a,0,0,0,0,0,1,,,1,0,0,0,0,0,0,compensation only
0001510295-19-000007,1510295,2019-01-30,8-K,"5.02,9.01",1,1,4604,2018-11-08;2019-01-01,a,1,0,0,0,0,1,,,1,1,0,0,0,0,0,departure
0001510295-19-000078,1510295,2019-06-25,8-K,5.02,1,1,1704,2018-12-31;2019-02-28;2019-06-20,,1,0,0,1,0,1,,,0,1,0,0,0,0,0,departure
0001104659-20-045597,1535527,2020-04-10,8-K,5.02,1,1,5814,,"c,e",0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001104659-20-074711,1535527,2020-06-18,8-K,5.02,1,1,164,2020-06-18;2020-06-30,b,0,0,1,0,0,0,2020-06-18,2020-06-30,0,0,0,0,0,0,0,departure
0001104659-20-132008,1535527,2020-12-03,8-K,5.02,1,1,2206,,d,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001104659-21-035670,1535527,2021-03-12,8-K,"5.02,9.01",1,1,2278,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
