final_cik,breach_date,org_name,reported_date,fcc_form499,permno,immediate_disclosure,firm_size_log,leverage,roa,prior_breaches_1yr,health_breach,rs_exec_departure_30_rd,rs_ceo_departure_30_rd,rs_director_departure_30_rd,any_502_30_rd,rs_exec_departure_nopre_30_rd,rs_exec_departure_90_rd,rs_ceo_departure_90_rd,rs_director_departure_90_rd,any_502_90_rd,rs_exec_departure_nopre_90_rd,rs_exec_departure_180_rd,rs_ceo_departure_180_rd,rs_director_departure_180_rd,any_502_180_rd,rs_exec_departure_nopre_180_rd,rs_days_to_first_exec_departure_rd,rs_placebo_exec_departure_rd,rs_baseline_exec_departures_rd,rs_baseline_exec_rate_py_rd,rs_exec_departure_30_bd,rs_ceo_departure_30_bd,rs_director_departure_30_bd,any_502_30_bd,rs_exec_departure_nopre_30_bd,rs_exec_departure_90_bd,rs_ceo_departure_90_bd,rs_director_departure_90_bd,any_502_90_bd,rs_exec_departure_nopre_90_bd,rs_exec_departure_180_bd,rs_ceo_departure_180_bd,rs_director_departure_180_bd,any_502_180_bd,rs_exec_departure_nopre_180_bd,rs_days_to_first_exec_departure_bd,rs_placebo_exec_departure_bd,rs_baseline_exec_departures_bd,rs_baseline_exec_rate_py_bd,exec_departure_30_rd,ceo_departure_30_rd,director_departure_30_rd,exec_departure_nopre_30_rd,exec_departure_90_rd,ceo_departure_90_rd,director_departure_90_rd,exec_departure_nopre_90_rd,exec_departure_180_rd,ceo_departure_180_rd,director_departure_180_rd,exec_departure_nopre_180_rd,days_to_first_exec_departure_rd,placebo_exec_departure_rd,baseline_exec_departures_rd,baseline_exec_rate_py_rd,exec_departure_30_bd,ceo_departure_30_bd,director_departure_30_bd,exec_departure_nopre_30_bd,exec_departure_90_bd,ceo_departure_90_bd,director_departure_90_bd,exec_departure_nopre_90_bd,exec_departure_180_bd,ceo_departure_180_bd,director_departure_180_bd,exec_departure_nopre_180_bd,days_to_first_exec_departure_bd,placebo_exec_departure_bd,baseline_exec_departures_bd,baseline_exec_rate_py_bd,outcome_cik,has_8k_activity,prior12m_mktadj_ret_rd,prior12m_ndays_rd,prior12m_mktadj_ret_bd,prior12m_ndays_bd,sic2,reported_year,breach_year,in_analysis_sample,bd180_before_rd
896878,2015-04-07,Intuit,2015-04-07 00:00:00,0,78975.0,1.0,8.5566,0.4082,0.1744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,896878,1,0.16503371746580298,251,0.16503371746580298,251,73,2015,2015,1,0
896878,2015-04-14,Intuit,2015-04-14 00:00:00,0,78975.0,1.0,8.5566,0.4082,0.1744,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,896878,1,0.21225963766896316,251,0.21225963766896316,251,73,2015,2015,1,0
896878,2015-05-20,Intuit,2015-05-20 00:00:00,0,78975.0,1.0,8.5566,0.4082,0.1744,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,1,0,,0,3,1.9909,896878,1,0.22390036075945385,252,0.22390036075945385,252,73,2015,2015,1,0
896878,2015-09-18,Intuit Inc,2015-10-27 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,3,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636,0,0,1,0,0,0,1,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,1,0,0,0,1,0,,0,1,0.6636,896878,1,0.11821233530634534,252,0.03423473604578897,252,73,2015,2015,1,0
896878,2015-10-12,Intuit Inc,2015-11-17 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,1,0,0,0,1,0,0,0,1,0,,0,1,0.6636,896878,1,0.08267088148796664,252,0.10547599225033988,251,73,2015,2015,1,0
896878,2015-12-01,Intuit,2015-12-23 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.06352259270779592,252,0.07699837700842083,252,73,2015,2015,1,0
896878,2015-12-07,Intuit Inc.,2015-12-07 00:00:00,0,78975.0,1.0,8.5108,0.5306,0.0735,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.06300978888530628,251,0.06300978888530628,251,73,2015,2015,1,0
896878,2015-12-31,"Intuit, Inc.",2016-01-15 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.16677489864103678,252,0.08437745098419647,252,73,2016,2015,1,0
896878,2016-01-21,Intuit Inc.,2016-02-09 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.16583972979393602,252,0.16136205107816393,252,73,2016,2016,1,0
896878,2016-02-04,Intuit,2016-03-02 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.0947462127834986,252,0.1575736623167061,252,73,2016,2016,1,0
896878,2016-02-24,Intuit,2016-03-14 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.06525629909785491,251,0.12910633282946082,252,73,2016,2016,1,0
896878,2016-02-29,Intuit Inc,2016-03-16 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.05912859491412681,252,0.08326392312082664,251,73,2016,2016,1,0
896878,2016-03-07,"Intuit, Inc.",2016-04-01 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.09737246862506177,251,0.0779972295975504,251,73,2016,2016,1,0
896878,2016-03-17,Intuit,2016-03-17 00:00:00,0,78975.0,1.0,8.5108,0.5306,0.0735,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.0642095549709556,252,0.0642095549709556,252,73,2016,2016,1,0
896878,2016-03-22,Intuit Inc.,2016-04-28 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.05186939557355952,252,0.07075989446566755,252,73,2016,2016,1,0
896878,2016-03-29,Intuit Inc,2016-10-17 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.09643167345845294,251,0.09637912877330446,251,73,2016,2016,1,1
896878,2016-04-06,Intuit,2016-05-09 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.03451981403206439,251,0.11405655834851725,252,73,2016,2016,1,0
896878,2016-04-14,Intuit Inc.,2016-04-14 00:00:00,0,78975.0,1.0,8.5108,0.5306,0.0735,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.09267332104714432,252,0.09267332104714432,252,73,2016,2016,1,0
896878,2016-04-29,Intuit,2016-04-29 00:00:00,0,78975.0,1.0,8.5108,0.5306,0.0735,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.03981917653270328,252,0.03981917653270328,252,73,2016,2016,1,0
896878,2016-05-17,Intuit,2016-06-10 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.015790700853101303,252,0.06481651929220944,252,73,2016,2016,1,0
896878,2016-05-27,Intuit,2016-05-27 00:00:00,0,78975.0,1.0,8.5108,0.5306,0.0735,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.054444695356610784,253,0.054444695356610784,253,73,2016,2016,1,0
896878,2016-06-01,"Intuit, Inc.",2016-07-11 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.10258258745622273,251,0.031629830393030356,252,73,2016,2016,1,0
896878,2016-06-09,Intuit Inc,2016-06-21 00:00:00,0,78975.0,0.0,8.5108,0.5306,0.0735,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,896878,1,0.06260375865932255,252,0.028082807725531067,252,73,2016,2016,1,0
896878,2016-08-03,Intuit Inc.,2016-08-19 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,0.013825766953114105,252,0.02536614142784721,252,73,2016,2016,1,0
896878,2016-08-22,Intuit Inc.,2016-09-15 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,0.15065170820944518,252,0.16819913950417442,251,73,2016,2016,1,0
896878,2016-09-12,Intuit Inc,2016-09-23 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,0.14860948337548008,252,0.14791519281800003,251,73,2016,2016,1,0
896878,2016-09-26,Intuit Inc.,2016-09-26 00:00:00,0,78975.0,1.0,8.3547,0.7268,0.2304,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,0.13462175008134825,251,0.13462175008134825,251,73,2016,2016,1,0
896878,2016-10-18,Intuit,2016-10-18 00:00:00,0,78975.0,1.0,8.3547,0.7268,0.2304,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,0.09791928039863684,252,0.09791928039863684,252,73,2016,2016,1,0
896878,2016-10-23,Intuit Inc.,2016-11-18 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,0.11621301928601269,252,0.06908986673608397,251,73,2016,2016,1,0
896878,2016-10-30,Intuit Inc,2016-11-10 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,0.0613769663317385,252,0.08180519124131269,251,73,2016,2016,1,0
896878,2016-11-22,Intuit Inc,2016-12-12 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,0.07315081645152888,251,0.05384510602461523,252,73,2016,2016,1,0
896878,2016-12-05,"Intuit, Inc.",2016-12-05 00:00:00,0,78975.0,1.0,8.3547,0.7268,0.2304,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,0.08470257269012249,251,0.08470257269012249,251,73,2016,2016,1,0
896878,2016-12-13,"Intuit, Inc.",2016-12-13 00:00:00,0,78975.0,1.0,8.3547,0.7268,0.2304,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,0.0659914232026757,252,0.0659914232026757,252,73,2016,2016,1,0
896878,2017-01-01,Intuit Inc.,2017-06-13 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,25,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,70.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,1,0,0,1,1,0,1,1,70.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,0.14725955482690734,252,0.07473250693173461,252,73,2017,2017,1,0
896878,2017-01-12,Intuit Inc.,2017-01-26 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,0.05460397215773338,252,0.02387474294165237,252,73,2017,2017,1,0
896878,2017-01-27,Intuit,2017-01-27 00:00:00,0,78975.0,1.0,8.3547,0.7268,0.2304,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,0.05240148135733036,252,0.05240148135733036,252,73,2017,2017,1,0
896878,2017-02-13,"Intuit, Inc.",2017-02-21 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,-0.027904313829993033,252,-0.04012043939265375,251,73,2017,2017,1,0
896878,2017-02-20,Intuit Inc.,2017-03-10 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,165.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,165.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,896878,1,0.052935598080537716,252,-0.027904313829993033,252,73,2017,2017,1,0
896878,2017-02-28,Intuit Inc.,2017-03-17 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,158.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,175.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,158.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,175.0,0,0,0.0,896878,1,0.046972965618053086,252,0.0705853620717829,252,73,2017,2017,1,0
896878,2017-03-12,Intuit Inc.,2017-03-29 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,146.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,163.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,146.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,163.0,0,0,0.0,896878,1,-0.02309569095757702,253,0.0637247771237377,251,73,2017,2017,1,0
896878,2017-04-02,"Intuit, Inc.",2017-04-17 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,127.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,142.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,127.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,142.0,0,0,0.0,896878,1,0.01046677240416849,251,-0.053705997580203,252,73,2017,2017,1,0
896878,2017-04-17,Intuit Inc,2017-05-05 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,23,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,109.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,127.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,109.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,127.0,0,0,0.0,896878,1,0.08663546496561114,252,0.01046677240416849,251,73,2017,2017,1,0
896878,2017-04-30,Intuit Inc,2017-05-17 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,23,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,97.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,114.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,97.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,114.0,0,0,0.0,896878,1,0.055291106474833596,252,0.07786396556613351,251,73,2017,2017,1,0
896878,2017-06-01,Intuit Inc.,2017-07-21 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,22,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,32.0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,82.0,0,0,0.0,0,0,0,0,1,0,1,1,1,0,1,1,32.0,0,0,0.0,0,0,0,0,1,0,0,1,1,0,1,1,82.0,0,0,0.0,896878,1,0.029199155951487477,252,0.16215934149297806,252,73,2017,2017,1,0
896878,2017-06-14,"Intuit, Inc.",2017-06-14 00:00:00,0,78975.0,1.0,8.3547,0.7268,0.2304,21,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,69.0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,69.0,0,0,0.0,0,0,0,0,1,0,0,1,1,0,1,1,69.0,0,0,0.0,0,0,0,0,1,0,0,1,1,0,1,1,69.0,0,0,0.0,896878,1,0.14237650326147588,252,0.14237650326147588,252,73,2017,2017,1,0
896878,2017-07-30,"Intuit, Inc.",2017-08-15 00:00:00,0,78975.0,0.0,8.3547,0.7268,0.2304,22,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,7.0,0,0,0.0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,23.0,0,0,0.0,1,0,0,1,1,0,1,1,1,0,1,1,7.0,0,0,0.0,1,0,0,1,1,0,1,1,1,0,1,1,23.0,0,0,0.0,896878,1,0.10832967444382868,252,0.07676859242875134,251,73,2017,2017,1,0
896878,2017-08-08,Intuit Inc.,2017-08-08 00:00:00,0,78975.0,1.0,8.3109,0.6672,0.2387,22,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,14.0,0,0,0.0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,14.0,0,0,0.0,1,0,0,1,1,0,1,1,1,0,1,1,14.0,0,0,0.0,1,0,0,1,1,0,1,1,1,0,1,1,14.0,0,0,0.0,896878,1,0.08279615106566363,252,0.08279615106566363,252,73,2017,2017,1,0
896878,2017-08-16,Intuit Inc.,2017-08-16 00:00:00,0,78975.0,1.0,8.3109,0.6672,0.2387,23,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,6.0,0,0,0.0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,6.0,0,0,0.0,1,0,0,1,1,0,1,1,1,0,1,1,6.0,0,0,0.0,1,0,0,1,1,0,1,1,1,0,1,1,6.0,0,0,0.0,896878,1,0.08827408211236132,252,0.08827408211236132,252,73,2017,2017,1,0
896878,2017-08-25,Intuit Inc.,2017-08-25 00:00:00,0,78975.0,1.0,8.3109,0.6672,0.2387,23,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,,1,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,,1,0,0.0,896878,1,0.10733873803290228,252,0.10733873803290228,252,73,2017,2017,1,0
896878,2017-09-01,Intuit Inc,2017-09-01 00:00:00,0,78975.0,1.0,8.3109,0.6672,0.2387,24,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,,1,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,,1,0,0.0,896878,1,0.12676721636386756,252,0.12676721636386756,252,73,2017,2017,1,0
896878,2017-10-17,Intuit,2017-10-17 00:00:00,0,78975.0,1.0,8.3109,0.6672,0.2387,23,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,,1,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,,1,0,0.0,896878,1,0.14747896023593832,252,0.14747896023593832,252,73,2017,2017,1,0
