window,final_cik,name,treated_cluster,n_events,coef_without,share,sign_flip
90,40704,"General Mills, Inc.",0,1,-0.0174,0.0001,0
90,43196,"Gray Television, Inc.",0,3,-0.0173,0.0001,0
90,47111,The Hershey Company,0,1,-0.0157,0.0,0
90,47217,Hewlett-Packard Company,0,5,-0.0235,0.0049,0
90,51143,IBM,0,2,-0.0194,0.0009,0
90,73309,Nucor Corporation,0,1,-0.0173,0.0001,0
90,75362,PACCAR,0,1,-0.0179,0.0002,0
90,76334,Parker-Hannifin Corporation,0,1,-0.019,0.0007,0
90,77476,"PepsiCo, Inc.",0,1,-0.0179,0.0002,0
90,78003,Pfizer Inc,0,1,-0.0085,0.0057,0
90,91419,The J.M. Smucker Company,0,1,-0.017,0.0,0
90,91440,Snap-on Incorporated,0,1,-0.0147,0.0002,0
90,92380,Southwest Airlines Co.,0,2,-0.0192,0.0008,0
90,96021,Sysco Corporation,0,1,-0.0184,0.0004,0
90,101830,Sprint Nextel,1,12,-0.0167,0.0,0
90,277135,"W.W. Grainger, Inc.",0,2,-0.0173,0.0001,0
90,315293,Aon Corporation,0,1,-0.0096,0.0043,0
90,318154,Amgen Inc.,0,2,-0.0215,0.0026,0
90,320193,Apple Inc.,0,7,-0.0166,0.0,0
90,354190,Gallagher NAC,0,2,-0.018,0.0003,0
90,354950,The Home Depot,0,1,-0.0181,0.0003,0
90,723254,Cintas Corporation,0,1,-0.0157,0.0,0
90,732712,Verizon,1,11,-0.0218,0.0028,0
90,732717,AT&T,1,26,0.0025,0.0331,1
90,764180,"Altria Group, Inc.",0,1,-0.0179,0.0002,0
90,773840,Honeywell International Inc.,0,3,-0.0182,0.0003,0
90,789019,Microsoft Corporation,0,5,-0.0241,0.0056,0
90,789570,MGM Resorts International,0,2,-0.0204,0.0016,0
90,796343,Adobe Systems Incorporated,0,3,-0.0177,0.0002,0
90,815097,Carnival Corporation,0,2,-0.0183,0.0004,0
90,823768,"USA Waste-Management Resources, LLC",0,1,-0.017,0.0,0
90,831259,Freeport-McMoRan Inc.,0,1,-0.0175,0.0001,0
90,858877,"Cisco Systems, Inc.",0,2,-0.0183,0.0004,0
90,860731,"Tyler Technologies, Inc.",0,1,-0.0164,0.0,0
90,872589,"Regeneron Pharmaceuticals, Inc.",0,1,-0.0162,0.0,0
90,896878,"Intuit, Inc.",0,78,-0.0146,0.0003,0
90,908937,Sirius XM Radio Inc.,0,15,-0.0394,0.0495,0
90,920522,"Essex Property Trust, Inc.",0,1,-0.0157,0.0,0
90,926480,The Walt Disney Company,0,1,-0.0177,0.0002,0
90,943452,Wabtec Corporation,0,1,-0.0172,0.0001,0
90,1000228,"Henry Schein, Inc.",0,1,-0.0149,0.0002,0
90,1001082,"DISH Network, LLC",1,2,-0.039,0.0481,0
90,1001250,The Est̩e Lauder Companies Inc.,0,3,-0.0217,0.0027,0
90,1041061,"Yum! Brands, Inc.",0,1,-0.0087,0.0055,0
90,1048911,"FedEx Ground Package System, Inc.",0,1,-0.0175,0.0001,0
90,1051470,Crown Castle,0,2,-0.0191,0.0007,0
90,1058290,Cognizant Technology Solutions Corporation,0,1,-0.0172,0.0001,0
90,1060391,Republic Services,0,5,-0.0096,0.0042,0
90,1091667,"Charter Communications, Inc.",1,8,-0.0129,0.0011,0
90,1108524,Salesforce.com,0,1,-0.0203,0.0015,0
90,1123360,"Global Payments, Inc.",0,2,-0.0186,0.0005,0
90,1136893,"Fidelity National Information Services, Inc.",0,12,0.0675,0.6558,1
90,1137789,Seagate Technology LLC,0,1,-0.0119,0.0019,0
90,1140859,"Cencora, Inc.",0,3,-0.0202,0.0014,0
90,1166691,Comcast,1,12,-0.0098,0.004,0
90,1283699,"T-Mobile USA, Inc.",1,26,-0.0492,0.1008,0
90,1326160,Duke Energy Corporation,0,3,-0.0082,0.0061,0
90,1341439,Oracle Corporation,0,1,-0.0182,0.0003,0
90,1373715,ServiceNow Inc.,0,1,-0.0128,0.0012,0
90,1428439,Roku Inc.,0,3,-0.017,0.0,0
90,1447669,Twilio,1,2,-0.007,0.0081,0
90,1501585,"Huntington Ingalls Industries, Inc.",0,1,-0.0163,0.0,0
90,1510295,Marathon Petroleum Company LP,0,1,-0.0108,0.0028,0
90,1535527,"CrowdStrike Holdings, Inc.",0,2,-0.0171,0.0001,0
90,1543151,"Uber Technologies, Inc.",0,3,-0.0187,0.0005,0
90,1553023,"CyrusOne, Inc.",0,1,-0.0174,0.0001,0
90,1564408,Snap Inc.,0,1,-0.0153,0.0001,0
90,1590895,"Caesars Entertainment, Inc.",0,1,-0.0182,0.0003,0
90,1609711,GoDaddy.com LLC,1,3,-0.0068,0.0084,0
90,1632127,"Cable One, Inc.",1,2,-0.0121,0.0017,0
90,1640147,Snowflake Inc.,0,2,-0.0174,0.0001,0
90,1645590,Hewlett Packard Enterprise Company,0,1,-0.018,0.0003,0
90,1660134,"Okta, Inc.",0,3,-0.0169,0.0,0
90,1808065,Aon Corporation PLC,0,2,-0.0187,0.0005,0
180,4904,American Electric Power,0,2,0.0376,0.0028,0
180,8670,"Automatic Data Processing, Inc.",0,1,0.0413,0.0004,0
180,12927,The Boeing Company,0,1,0.0399,0.001,0
180,18926,CenturyLink,1,5,0.0423,0.0001,0
180,20520,Frontier Communications,1,4,0.0387,0.0019,0
180,27904,"Delta Air Lines, Inc.",0,2,0.0381,0.0023,0
180,33185,"Equifax, Inc.",0,4,0.0428,0.0001,0
180,40704,"General Mills, Inc.",0,1,0.042,0.0002,0
180,43196,"Gray Television, Inc.",0,3,0.0426,0.0001,0
180,47111,The Hershey Company,0,1,0.0445,0.0001,0
180,47217,Hewlett-Packard Company,0,5,0.0428,0.0001,0
180,51143,IBM,0,2,0.0369,0.0034,0
180,73309,Nucor Corporation,0,1,0.0428,0.0001,0
180,75362,PACCAR,0,1,0.0418,0.0003,0
180,76334,Parker-Hannifin Corporation,0,1,0.0412,0.0004,0
180,77476,"PepsiCo, Inc.",0,1,0.0401,0.0009,0
180,78003,Pfizer Inc,0,1,0.0506,0.0036,0
180,91419,The J.M. Smucker Company,0,1,0.0432,0.0,0
180,91440,Snap-on Incorporated,0,1,0.0451,0.0002,0
180,92380,Southwest Airlines Co.,0,2,0.041,0.0005,0
180,96021,Sysco Corporation,0,1,0.0497,0.0027,0
180,101830,Sprint Nextel,1,12,0.0386,0.0019,0
180,277135,"W.W. Grainger, Inc.",0,2,0.043,0.0,0
180,315293,Aon Corporation,0,1,0.0501,0.0032,0
180,318154,Amgen Inc.,0,2,0.0371,0.0032,0
180,320193,Apple Inc.,0,7,0.0318,0.0105,0
180,354190,Gallagher NAC,0,2,0.0411,0.0005,0
180,354950,The Home Depot,0,1,0.0492,0.0023,0
180,723254,Cintas Corporation,0,1,0.0446,0.0001,0
180,732712,Verizon,1,11,0.0261,0.0233,0
180,732717,AT&T,1,26,0.0704,0.0541,0
180,764180,"Altria Group, Inc.",0,1,0.0405,0.0007,0
180,773840,Honeywell International Inc.,0,3,0.0412,0.0004,0
180,789019,Microsoft Corporation,0,5,0.043,0.0,0
180,789570,MGM Resorts International,0,2,0.0471,0.0009,0
180,796343,Adobe Systems Incorporated,0,3,0.0424,0.0001,0
180,815097,Carnival Corporation,0,2,0.0509,0.004,0
180,823768,"USA Waste-Management Resources, LLC",0,1,0.0433,0.0,0
180,831259,Freeport-McMoRan Inc.,0,1,0.0498,0.0029,0
180,858877,"Cisco Systems, Inc.",0,2,0.0387,0.0018,0
180,860731,"Tyler Technologies, Inc.",0,1,0.0443,0.0,0
180,872589,"Regeneron Pharmaceuticals, Inc.",0,1,0.0446,0.0001,0
180,896878,"Intuit, Inc.",0,78,0.0388,0.0018,0
180,908937,Sirius XM Radio Inc.,0,15,0.0119,0.0762,0
180,920522,"Essex Property Trust, Inc.",0,1,0.0445,0.0001,0
180,926480,The Walt Disney Company,0,1,0.0414,0.0004,0
180,943452,Wabtec Corporation,0,1,0.0426,0.0001,0
180,1000228,"Henry Schein, Inc.",0,1,0.0447,0.0001,0
180,1001082,"DISH Network, LLC",1,2,0.0269,0.0213,0
180,1001250,The Est̩e Lauder Companies Inc.,0,3,0.0379,0.0025,0
180,1041061,"Yum! Brands, Inc.",0,1,0.053,0.0066,0
180,1048911,"FedEx Ground Package System, Inc.",0,1,0.0423,0.0001,0
180,1051470,Crown Castle,0,2,0.0392,0.0015,0
180,1058290,Cognizant Technology Solutions Corporation,0,1,0.0431,0.0,0
180,1060391,Republic Services,0,5,0.0482,0.0015,0
180,1091667,"Charter Communications, Inc.",1,8,0.0662,0.0385,0
180,1108524,Salesforce.com,0,1,0.04,0.001,0
180,1123360,"Global Payments, Inc.",0,2,0.042,0.0002,0
180,1136893,"Fidelity National Information Services, Inc.",0,12,0.0942,0.1929,0
180,1137789,Seagate Technology LLC,0,1,0.0478,0.0013,0
180,1140859,"Cencora, Inc.",0,3,0.0364,0.004,0
180,1166691,Comcast,1,12,0.0914,0.1721,0
180,1283699,"T-Mobile USA, Inc.",1,26,-0.0196,0.3015,1
180,1326160,Duke Energy Corporation,0,3,0.0475,0.0011,0
180,1341439,Oracle Corporation,0,1,0.0413,0.0004,0
180,1373715,ServiceNow Inc.,0,1,0.0471,0.0009,0
180,1428439,Roku Inc.,0,3,0.043,0.0,0
180,1447669,Twilio,1,2,0.0572,0.0138,0
180,1501585,"Huntington Ingalls Industries, Inc.",0,1,0.044,0.0,0
180,1510295,Marathon Petroleum Company LP,0,1,0.0492,0.0024,0
180,1535527,"CrowdStrike Holdings, Inc.",0,2,0.0426,0.0001,0
180,1543151,"Uber Technologies, Inc.",0,3,0.0599,0.0199,0
180,1553023,"CyrusOne, Inc.",0,1,0.043,0.0,0
180,1564408,Snap Inc.,0,1,0.0452,0.0002,0
180,1590895,"Caesars Entertainment, Inc.",0,1,0.0406,0.0007,0
180,1609711,GoDaddy.com LLC,1,3,0.0406,0.0007,0
180,1632127,"Cable One, Inc.",1,2,0.0508,0.0039,0
180,1640147,Snowflake Inc.,0,2,0.0422,0.0002,0
180,1645590,Hewlett Packard Enterprise Company,0,1,0.0417,0.0003,0
180,1660134,"Okta, Inc.",0,3,0.043,0.0,0
180,1808065,Aon Corporation PLC,0,2,0.0407,0.0006,0
