cik,form,filing_date,items,accession,primary_doc,local_file,on_disk
1326160,8-K,2016-08-25,5.02,0001326160-16-000368,form8-krewebsterboardappoi.htm,Data\edgar\item5_02_text\1326160\0001326160-16-000368_form8-krewebsterboardappoi.htm,1
1326160,8-K,2016-10-03,"2.01,5.02,7.01,9.01",0001104659-16-148226,a16-19209_28k.htm,Data\edgar\item5_02_text\1326160\0001104659-16-148226_a16-19209_28k.htm,1
1326160,8-K,2017-02-23,5.02,0001326160-17-000011,form8-kcraverboardappointm.htm,Data\edgar\item5_02_text\1326160\0001326160-17-000011_form8-kcraverboardappointm.htm,1
1326160,8-K,2017-08-25,5.02,0001104659-17-053547,a17-20955_18k.htm,Data\edgar\item5_02_text\1326160\0001104659-17-053547_a17-20955_18k.htm,1
1326160,8-K,2017-12-14,5.02,0001326160-17-000184,final8-kredavisboardappoin.htm,Data\edgar\item5_02_text\1326160\0001326160-17-000184_final8-kredavisboardappoin.htm,1
1326160,8-K,2019-06-26,5.02,0001326160-19-000166,a6-26x19form8xkfanandakis.htm,Data\edgar\item5_02_text\1326160\0001326160-19-000166_a6-26x19form8xkfanandakis.htm,1
1326160,8-K,2019-08-09,5.02,0001410578-19-000740,tv527229_8k.htm,Data\edgar\item5_02_text\1326160\0001410578-19-000740_tv527229_8k.htm,1
1326160,8-K,2020-09-25,"5.02,9.01",0001104659-20-108520,tm2031555-1_8k.htm,Data\edgar\item5_02_text\1326160\0001104659-20-108520_tm2031555-1_8k.htm,1
1326160,8-K,2021-03-03,5.02,0001326160-21-000105,duk-20210225.htm,Data\edgar\item5_02_text\1326160\0001326160-21-000105_duk-20210225.htm,1
1326160,8-K,2021-03-30,5.02,0001104659-21-043714,tm2111251d1_8k.htm,Data\edgar\item5_02_text\1326160\0001104659-21-043714_tm2111251d1_8k.htm,1
1326160,8-K,2021-05-11,"5.02,5.07",0001104659-21-064570,tm2115845d1_8k.htm,Data\edgar\item5_02_text\1326160\0001104659-21-064570_tm2115845d1_8k.htm,1
1326160,8-K,2021-09-27,"5.02,9.01",0001326160-21-000219,duk-20210922.htm,Data\edgar\item5_02_text\1326160\0001326160-21-000219_duk-20210922.htm,1
1326160,8-K,2021-11-15,"1.01,5.02,8.01,9.01",0001104659-21-138544,tm2132901d1_8k.htm,Data\edgar\item5_02_text\1326160\0001104659-21-138544_tm2132901d1_8k.htm,1
1326801,8-K,2012-06-25,5.02,0001193125-12-282349,d371533d8k.htm,Data\edgar\item5_02_text\1326801\0001193125-12-282349_d371533d8k.htm,1
1326801,8-K,2012-09-04,"5.02,8.01",0001193125-12-379221,d405186d8k.htm,Data\edgar\item5_02_text\1326801\0001193125-12-379221_d405186d8k.htm,1
1326801,8-K,2013-03-06,5.02,0001326801-13-000006,fb_x8-kxappointmentxofxsus.htm,Data\edgar\item5_02_text\1326801\0001326801-13-000006_fb_x8-kxappointmentxofxsus.htm,1
1326801,8-K/A,2013-04-03,5.02,0001326801-13-000008,amendmenttofbform8-ksdhcom.htm,Data\edgar\item5_02_text\1326801\0001326801-13-000008_amendmenttofbform8-ksdhcom.htm,1
1326801,8-K,2013-04-26,5.02,0001193125-13-177980,d527261d8k.htm,Data\edgar\item5_02_text\1326801\0001193125-13-177980_d527261d8k.htm,1
1326801,8-K,2013-05-01,"2.02,5.02,9.01",0001193125-13-192397,d530318d8k.htm,Data\edgar\item5_02_text\1326801\0001193125-13-192397_d530318d8k.htm,1
1326801,8-K,2014-04-23,"2.02,5.02,9.01",0001326801-14-000020,form8-kq12014earnings.htm,Data\edgar\item5_02_text\1326801\0001326801-14-000020_form8-kq12014earnings.htm,1
1326801,8-K,2016-11-18,5.02,0001326801-16-000094,form8-kcaonovember2016.htm,Data\edgar\item5_02_text\1326801\0001326801-16-000094_form8-kcaonovember2016.htm,1
1326801,8-K,2017-03-07,5.02,0001326801-17-000011,a8-kitem502.htm,Data\edgar\item5_02_text\1326801\0001326801-17-000011_a8-kitem502.htm,1
1326801,8-K,2018-01-18,"5.02,9.01",0001326801-18-000003,form8k_118.htm,Data\edgar\item5_02_text\1326801\0001326801-18-000003_form8k_118.htm,1
1326801,8-K,2018-05-01,5.02,0001193125-18-145181,d579264d8k.htm,Data\edgar\item5_02_text\1326801\0001193125-18-145181_d579264d8k.htm,1
1326801,8-K/A,2018-05-08,5.02,0001326801-18-000039,form8k-a.htm,Data\edgar\item5_02_text\1326801\0001326801-18-000039_form8k-a.htm,1
1326801,8-K,2018-05-08,"5.02,8.01,9.01",0001326801-18-000037,form8k.htm,Data\edgar\item5_02_text\1326801\0001326801-18-000037_form8k.htm,1
1326801,8-K,2019-03-14,5.02,0001326801-19-000016,form8k_314.htm,Data\edgar\item5_02_text\1326801\0001326801-19-000016_form8k_314.htm,1
1336920,8-K,2020-10-20,"5.02,9.01",0001336920-20-000078,ldos-20201015.htm,Data\edgar\item5_02_text\1336920\0001336920-20-000078_ldos-20201015.htm,1
1336920,8-K,2021-05-04,"5.02,9.01",0001628280-21-008697,ldos-20210430.htm,Data\edgar\item5_02_text\1336920\0001628280-21-008697_ldos-20210430.htm,1
1336920,8-K,2021-07-28,"5.02,9.01",0001336920-21-000031,ldos-20210727.htm,Data\edgar\item5_02_text\1336920\0001336920-21-000031_ldos-20210727.htm,1
1336920,8-K,2022-02-16,"5.02,9.01",0001336920-22-000010,ldos-20220211.htm,Data\edgar\item5_02_text\1336920\0001336920-22-000010_ldos-20220211.htm,1
1336920,8-K,2023-02-27,"5.02,9.01",0001336920-23-000019,ldos-20230223.htm,Data\edgar\item5_02_text\1336920\0001336920-23-000019_ldos-20230223.htm,1
1336920,8-K/A,2023-03-31,"5.02,9.01",0001628280-23-010215,ldos-20230223.htm,Data\edgar\item5_02_text\1336920\0001628280-23-010215_ldos-20230223.htm,1
1336920,8-K,2023-11-02,"5.02,7.01,9.01",0001628280-23-036068,ldos-20231027.htm,Data\edgar\item5_02_text\1336920\0001628280-23-036068_ldos-20231027.htm,1
1341439,8-K,2012-06-21,5.02,0001193125-12-277735,d370288d8k.htm,Data\edgar\item5_02_text\1341439\0001193125-12-277735_d370288d8k.htm,1
1341439,8-K,2013-02-05,5.02,0001193125-13-037562,d480568d8k.htm,Data\edgar\item5_02_text\1341439\0001193125-13-037562_d480568d8k.htm,1
1373715,8-K,2022-07-27,"2.02,5.02,9.01",0001373715-22-000239,now-20220725.htm,Data\edgar\item5_02_text\1373715\0001373715-22-000239_now-20220725.htm,1
1373715,8-K,2022-08-24,5.02,0001373715-22-000309,now-20220822.htm,Data\edgar\item5_02_text\1373715\0001373715-22-000309_now-20220822.htm,1
1373715,8-K,2022-10-26,"2.02,5.02,9.01",0001373715-22-000329,now-20221023.htm,Data\edgar\item5_02_text\1373715\0001373715-22-000329_now-20221023.htm,1
1373715,8-K,2023-01-25,"2.02,5.02,9.01",0001373715-23-000016,now-20230124.htm,Data\edgar\item5_02_text\1373715\0001373715-23-000016_now-20230124.htm,1
1373715,8-K,2023-04-26,"2.02,5.02,9.01",0001373715-23-000162,now-20230424.htm,Data\edgar\item5_02_text\1373715\0001373715-23-000162_now-20230424.htm,1
1373715,8-K,2023-06-02,"5.02,5.07,9.01",0001373715-23-000282,now-20230601.htm,Data\edgar\item5_02_text\1373715\0001373715-23-000282_now-20230601.htm,1
1373715,8-K,2024-07-24,"2.02,5.02,9.01",0001373715-24-000269,now-20240724.htm,Data\edgar\item5_02_text\1373715\0001373715-24-000269_now-20240724.htm,1
1373715,8-K,2024-10-23,"2.02,5.02,9.01",0001373715-24-000342,now-20241021.htm,Data\edgar\item5_02_text\1373715\0001373715-24-000342_now-20241021.htm,1
1387467,8-K,2020-08-17,5.02,0001387467-20-000042,aos8-k2020bonusplan.htm,Data\edgar\item5_02_text\1387467\0001387467-20-000042_aos8-k2020bonusplan.htm,1
1387467,8-K,2020-11-16,"5.02,5.07,9.01",0001387467-20-000076,aosvotingresultsof2020.htm,Data\edgar\item5_02_text\1387467\0001387467-20-000076_aosvotingresultsof2020.htm,1
1387467,8-K,2021-02-05,5.02,0001387467-21-000009,aosl-20210203.htm,Data\edgar\item5_02_text\1387467\0001387467-21-000009_aosl-20210203.htm,1
1387467,8-K,2021-03-02,5.02,0001387467-21-000022,aosl-20210225.htm,Data\edgar\item5_02_text\1387467\0001387467-21-000022_aosl-20210225.htm,1
1387467,8-K,2021-08-13,"5.02,9.01",0001157523-21-001054,a52476520.htm,Data\edgar\item5_02_text\1387467\0001157523-21-001054_a52476520.htm,1
1387467,8-K,2021-11-04,"2.02,5.02,9.01",0001157523-21-001341,a52521884.htm,Data\edgar\item5_02_text\1387467\0001157523-21-001341_a52521884.htm,1
1387467,8-K,2022-02-28,5.02,0001387467-22-000019,aosl-20220224.htm,Data\edgar\item5_02_text\1387467\0001387467-22-000019_aosl-20220224.htm,1
1387467,8-K,2022-12-08,"5.02,9.01",0001387467-22-000099,aosl-20221206.htm,Data\edgar\item5_02_text\1387467\0001387467-22-000099_aosl-20221206.htm,1
1397911,8-K,2016-07-13,5.02,0001397911-16-000332,form8-k20160713paodeparture.htm,Data\edgar\item5_02_text\1397911\0001397911-16-000332_form8-k20160713paodeparture.htm,1
1397911,8-K,2016-12-05,"5.02,7.01,9.01",0001193125-16-784580,d308002d8k.htm,Data\edgar\item5_02_text\1397911\0001193125-16-784580_d308002d8k.htm,1
1397911,8-K,2016-12-23,5.02,0001397911-16-000378,form8-k20161223.htm,Data\edgar\item5_02_text\1397911\0001397911-16-000378_form8-k20161223.htm,1
1397911,8-K,2018-03-29,"5.02,9.01",0001397911-18-000092,form8-k20180329.htm,Data\edgar\item5_02_text\1397911\0001397911-18-000092_form8-k20180329.htm,1
1397911,8-K,2018-06-04,"5.02,7.01,9.01",0001397911-18-000128,form8-k20180604.htm,Data\edgar\item5_02_text\1397911\0001397911-18-000128_form8-k20180604.htm,1
1397911,8-K,2018-09-19,5.02,0001397911-18-000184,form8-k20180915boddeparture.htm,Data\edgar\item5_02_text\1397911\0001397911-18-000184_form8-k20180915boddeparture.htm,1
1397911,8-K,2019-01-31,"2.02,5.02,9.01",0001397911-19-000008,form8-k20190131.htm,Data\edgar\item5_02_text\1397911\0001397911-19-000008_form8-k20190131.htm,1
1400891,8-K,2023-05-19,"5.02,5.07,9.01",0001193125-23-149381,d510391d8k.htm,Data\edgar\item5_02_text\1400891\0001193125-23-149381_d510391d8k.htm,1
1400891,8-K,2024-11-01,5.02,0001400891-24-000030,ihm-20241028.htm,Data\edgar\item5_02_text\1400891\0001400891-24-000030_ihm-20241028.htm,1
1400891,8-K,2025-03-05,5.02,0001400891-25-000012,ihm-20250303.htm,Data\edgar\item5_02_text\1400891\0001400891-25-000012_ihm-20250303.htm,1
1400891,8-K,2025-04-01,5.02,0001400891-25-000020,ihm-20250326.htm,Data\edgar\item5_02_text\1400891\0001400891-25-000020_ihm-20250326.htm,1
1400891,8-K,2025-06-05,5.02,0001400891-25-000040,ihm-20250530.htm,Data\edgar\item5_02_text\1400891\0001400891-25-000040_ihm-20250530.htm,1
1400891,8-K,2025-09-02,"5.02,9.01",0001193125-25-193386,d93724d8k.htm,Data\edgar\item5_02_text\1400891\0001193125-25-193386_d93724d8k.htm,1
1428439,8-K,2022-01-07,"5.02,9.01",0001193125-22-004090,d44793d8k.htm,Data\edgar\item5_02_text\1428439\0001193125-22-004090_d44793d8k.htm,1
1428439,8-K,2022-09-14,"5.02,9.01",0001193125-22-244792,d392908d8k.htm,Data\edgar\item5_02_text\1428439\0001193125-22-244792_d392908d8k.htm,1
1428439,8-K,2022-11-02,"5.02,9.01",0001428439-22-000033,wk-20221031.htm,Data\edgar\item5_02_text\1428439\0001428439-22-000033_wk-20221031.htm,1
1428439,8-K,2022-12-19,5.02,0001428439-22-000038,wk-20221213.htm,Data\edgar\item5_02_text\1428439\0001428439-22-000038_wk-20221213.htm,1
1428439,8-K,2023-03-08,"5.02,9.01",0001193125-23-063903,d466555d8k.htm,Data\edgar\item5_02_text\1428439\0001193125-23-063903_d466555d8k.htm,1
1428439,8-K,2023-08-11,5.02,0001428439-23-000032,wk-20230809.htm,Data\edgar\item5_02_text\1428439\0001428439-23-000032_wk-20230809.htm,1
1428439,8-K,2024-06-07,"5.02,5.07,9.01",0001428439-24-000027,wk-20240606.htm,Data\edgar\item5_02_text\1428439\0001428439-24-000027_wk-20240606.htm,1
1447669,8-K,2021-01-14,"5.02,9.01",0001193125-21-008667,d113435d8k.htm,Data\edgar\item5_02_text\1447669\0001193125-21-008667_d113435d8k.htm,1
1447669,8-K,2021-02-22,"5.02,8.01,9.01",0001193125-21-049966,d126706d8k.htm,Data\edgar\item5_02_text\1447669\0001193125-21-049966_d126706d8k.htm,1
1447669,8-K/A,2021-03-23,5.02,0001193125-21-091239,d125978d8ka.htm,Data\edgar\item5_02_text\1447669\0001193125-21-091239_d125978d8ka.htm,1
1447669,8-K,2021-05-05,"2.02,5.02,9.01",0001447669-21-000122,twlo-20210430.htm,Data\edgar\item5_02_text\1447669\0001447669-21-000122_twlo-20210430.htm,1
1447669,8-K,2021-10-27,"2.02,5.02,9.01",0001447669-21-000263,twlo-20211025.htm,Data\edgar\item5_02_text\1447669\0001447669-21-000263_twlo-20211025.htm,1
1447669,8-K,2021-12-10,5.02,0001447669-21-000296,twlo-20211208.htm,Data\edgar\item5_02_text\1447669\0001447669-21-000296_twlo-20211208.htm,1
1447669,8-K,2022-05-04,"2.02,5.02,9.01",0001447669-22-000094,twlo-20220428.htm,Data\edgar\item5_02_text\1447669\0001447669-22-000094_twlo-20220428.htm,1
1447669,8-K,2022-08-04,"2.02,5.02,9.01",0001447669-22-000141,twlo-20220804.htm,Data\edgar\item5_02_text\1447669\0001447669-22-000141_twlo-20220804.htm,1
1447669,8-K/A,2022-12-09,5.02,0001447669-22-000212,twlo-20220804.htm,Data\edgar\item5_02_text\1447669\0001447669-22-000212_twlo-20220804.htm,1
1447669,8-K,2023-02-03,5.02,0001447669-23-000009,twlo-20221219.htm,Data\edgar\item5_02_text\1447669\0001447669-23-000009_twlo-20221219.htm,1
1447669,8-K,2023-02-13,"2.02,2.05,5.02,7.01,8.01,9.01",0001193125-23-034646,d465044d8k.htm,Data\edgar\item5_02_text\1447669\0001193125-23-034646_d465044d8k.htm,1
1447669,8-K,2023-02-15,"2.02,5.02,8.01,9.01",0001447669-23-000025,twlo-20230214.htm,Data\edgar\item5_02_text\1447669\0001447669-23-000025_twlo-20230214.htm,1
1447669,8-K,2023-02-23,"5.02,9.01",0001193125-23-045159,d490360d8k.htm,Data\edgar\item5_02_text\1447669\0001193125-23-045159_d490360d8k.htm,1
1447669,8-K,2023-03-30,"5.02,9.01",0001447669-23-000075,twlo-20230327.htm,Data\edgar\item5_02_text\1447669\0001447669-23-000075_twlo-20230327.htm,1
1447669,8-K,2023-11-08,"2.02,5.02,9.01",0001447669-23-000224,twlo-20231103.htm,Data\edgar\item5_02_text\1447669\0001447669-23-000224_twlo-20231103.htm,1
1447669,8-K,2023-12-01,"5.02,9.01",0001447669-23-000241,twlo-20231130.htm,Data\edgar\item5_02_text\1447669\0001447669-23-000241_twlo-20231130.htm,1
1447669,8-K,2024-01-08,"2.02,5.02,7.01,8.01,9.01",0001193125-24-004000,d551551d8k.htm,Data\edgar\item5_02_text\1447669\0001193125-24-004000_d551551d8k.htm,1
1447669,8-K,2024-04-01,"1.01,5.02,7.01,9.01",0001193125-24-082747,d819874d8k.htm,Data\edgar\item5_02_text\1447669\0001193125-24-082747_d819874d8k.htm,1
1447669,8-K,2024-04-04,"5.02,7.01,9.01",0001193125-24-086510,d823064d8k.htm,Data\edgar\item5_02_text\1447669\0001193125-24-086510_d823064d8k.htm,1
1472787,8-K,2022-02-10,"2.02,5.02,9.01",0001564590-22-004505,faf-8k_20220204.htm,Data\edgar\item5_02_text\1472787\0001564590-22-004505_faf-8k_20220204.htm,1
1472787,8-K/A,2022-03-14,"5.02,9.01",0001564590-22-010090,faf-8ka_20220204.htm,Data\edgar\item5_02_text\1472787\0001564590-22-010090_faf-8ka_20220204.htm,1
1472787,8-K,2022-05-13,"5.02,5.07,9.01",0001564590-22-020134,faf-8k_20220510.htm,Data\edgar\item5_02_text\1472787\0001564590-22-020134_faf-8k_20220510.htm,1
1472787,8-K,2022-07-08,5.02,0001564590-22-025523,faf-8k_20220706.htm,Data\edgar\item5_02_text\1472787\0001564590-22-025523_faf-8k_20220706.htm,1
1472787,8-K,2024-09-10,"5.02,9.01",0000950170-24-105161,faf-20240910.htm,Data\edgar\item5_02_text\1472787\0000950170-24-105161_faf-20240910.htm,1
1501585,8-K,2020-03-10,"5.02,9.01",0001193125-20-068719,d885433d8k.htm,Data\edgar\item5_02_text\1501585\0001193125-20-068719_d885433d8k.htm,1
1501585,8-K,2020-12-18,"5.02,5.05,9.01",0001193125-20-321598,d95898d8k.htm,Data\edgar\item5_02_text\1501585\0001193125-20-321598_d95898d8k.htm,1
1501585,8-K,2021-01-21,"5.02,9.01",0001193125-21-013212,d116167d8k.htm,Data\edgar\item5_02_text\1501585\0001193125-21-013212_d116167d8k.htm,1
1501585,8-K,2021-03-08,"5.02,9.01",0001193125-21-072840,d84630d8k.htm,Data\edgar\item5_02_text\1501585\0001193125-21-072840_d84630d8k.htm,1
1501585,8-K,2022-02-01,"5.02,9.01",0001193125-22-024572,d82681d8k.htm,Data\edgar\item5_02_text\1501585\0001193125-22-024572_d82681d8k.htm,1
1501585,8-K,2022-02-01,"5.02,9.01",0001193125-22-023552,d292072d8k.htm,Data\edgar\item5_02_text\1501585\0001193125-22-023552_d292072d8k.htm,1
1501585,8-K,2022-03-04,5.02,0001193125-22-065623,d198358d8k.htm,Data\edgar\item5_02_text\1501585\0001193125-22-065623_d198358d8k.htm,1
1501585,8-K/A,2022-03-04,5.02,0001193125-22-065618,d199082d8ka.htm,Data\edgar\item5_02_text\1501585\0001193125-22-065618_d199082d8ka.htm,1
1501585,8-K,2022-05-09,"5.02,9.01",0001193125-22-145035,d259411d8k.htm,Data\edgar\item5_02_text\1501585\0001193125-22-145035_d259411d8k.htm,1
1501585,8-K,2022-07-22,5.02,0001193125-22-200081,d304819d8k.htm,Data\edgar\item5_02_text\1501585\0001193125-22-200081_d304819d8k.htm,1
1501585,8-K,2022-12-09,"5.02,9.01",0001193125-22-301591,d421696d8k.htm,Data\edgar\item5_02_text\1501585\0001193125-22-301591_d421696d8k.htm,1
1501585,8-K,2022-12-20,5.02,0001193125-22-309155,d462123d8k.htm,Data\edgar\item5_02_text\1501585\0001193125-22-309155_d462123d8k.htm,1
1501585,8-K,2023-10-05,"5.02,9.01",0001193125-23-251587,d554863d8k.htm,Data\edgar\item5_02_text\1501585\0001193125-23-251587_d554863d8k.htm,1
1510295,8-K,2017-02-01,5.02,0001510295-17-000011,mpc8-kxstice.htm,Data\edgar\item5_02_text\1510295\0001510295-17-000011_mpc8-kxstice.htm,1
1510295,8-K/A,2017-02-27,5.02,0001510295-17-000019,mpc8-kastice.htm,Data\edgar\item5_02_text\1510295\0001510295-17-000019_mpc8-kastice.htm,1
1510295,8-K,2017-03-15,5.02,0001510295-17-000028,mpc8-kmarch152017.htm,Data\edgar\item5_02_text\1510295\0001510295-17-000028_mpc8-kmarch152017.htm,1
1510295,8-K,2017-06-05,"5.02,5.03,9.01",0001510295-17-000059,mpc8-kappointments.htm,Data\edgar\item5_02_text\1510295\0001510295-17-000059_mpc8-kappointments.htm,1
1510295,8-K,2018-08-10,"5.02,8.01,9.01",0001510295-18-000146,mpc8-k8102018.htm,Data\edgar\item5_02_text\1510295\0001510295-18-000146_mpc8-k8102018.htm,1
1510295,8-K,2018-10-01,"1.02,2.01,2.03,5.02,5.03,7.01,9.01",0001193125-18-289740,d632978d8k.htm,Data\edgar\item5_02_text\1510295\0001193125-18-289740_d632978d8k.htm,1
1510295,8-K,2018-11-14,5.02,0001510295-18-000225,mpc8-knov82018.htm,Data\edgar\item5_02_text\1510295\0001510295-18-000225_mpc8-knov82018.htm,1
1510295,8-K,2019-01-30,"5.02,9.01",0001510295-19-000007,mpc8-kjan2019.htm,Data\edgar\item5_02_text\1510295\0001510295-19-000007_mpc8-kjan2019.htm,1
1510295,8-K,2019-06-25,5.02,0001510295-19-000078,mpc8-kofficerchanges62019.htm,Data\edgar\item5_02_text\1510295\0001510295-19-000078_mpc8-kofficerchanges62019.htm,1
1512673,8-K,2016-05-13,"5.02,8.01,9.01",0001193125-16-589702,d153714d8k.htm,Data\edgar\item5_02_text\1512673\0001193125-16-589702_d153714d8k.htm,1
1512673,8-K,2016-08-11,5.02,0001193125-16-679281,d193806d8k.htm,Data\edgar\item5_02_text\1512673\0001193125-16-679281_d193806d8k.htm,1
1512673,8-K,2016-08-29,"5.02,7.01,9.01",0001193125-16-695521,d240203d8k.htm,Data\edgar\item5_02_text\1512673\0001193125-16-695521_d240203d8k.htm,1
1512673,8-K,2016-10-05,5.02,0001193125-16-731604,d234517d8k.htm,Data\edgar\item5_02_text\1512673\0001193125-16-731604_d234517d8k.htm,1
1512673,8-K,2021-05-07,5.02,0001193125-21-155059,d448286d8k.htm,Data\edgar\item5_02_text\1512673\0001193125-21-155059_d448286d8k.htm,1
1512673,8-K,2022-01-31,"1.01,2.01,2.03,3.02,5.02,7.01,9.01",0001193125-22-023529,d261416d8k.htm,Data\edgar\item5_02_text\1512673\0001193125-22-023529_d261416d8k.htm,1
1512673,8-K,2022-04-15,5.02,0001193125-22-106860,d195404d8k.htm,Data\edgar\item5_02_text\1512673\0001193125-22-106860_d195404d8k.htm,1
1512673,8-K/A,2022-04-22,5.02,0001193125-22-115189,d344135d8ka.htm,Data\edgar\item5_02_text\1512673\0001193125-22-115189_d344135d8ka.htm,1
1512673,8-K,2023-01-12,5.02,0001193125-23-007182,d449462d8k.htm,Data\edgar\item5_02_text\1512673\0001193125-23-007182_d449462d8k.htm,1
1512673,8-K,2023-07-11,5.02,0001193125-23-185337,d442940d8k.htm,Data\edgar\item5_02_text\1512673\0001193125-23-185337_d442940d8k.htm,1
1512673,8-K,2023-07-27,"5.02,9.01",0001193125-23-196098,d539859d8k.htm,Data\edgar\item5_02_text\1512673\0001193125-23-196098_d539859d8k.htm,1
1512673,8-K,2023-09-18,5.02,0001193125-23-236904,d479324d8k.htm,Data\edgar\item5_02_text\1512673\0001193125-23-236904_d479324d8k.htm,1
1512673,8-K/A,2023-10-27,5.02,0001193125-23-265109,d557189d8ka.htm,Data\edgar\item5_02_text\1512673\0001193125-23-265109_d557189d8ka.htm,1
1512673,8-K,2024-02-09,5.02,0001193125-24-029919,d728712d8k.htm,Data\edgar\item5_02_text\1512673\0001193125-24-029919_d728712d8k.htm,1
1535527,8-K,2020-04-10,5.02,0001104659-20-045597,tm2015654d1_8k.htm,Data\edgar\item5_02_text\1535527\0001104659-20-045597_tm2015654d1_8k.htm,1
1535527,8-K,2020-06-18,5.02,0001104659-20-074711,tm2022965d1_8k.htm,Data\edgar\item5_02_text\1535527\0001104659-20-074711_tm2022965d1_8k.htm,1
1535527,8-K,2020-12-03,5.02,0001104659-20-132008,tm2037694d1_8k.htm,Data\edgar\item5_02_text\1535527\0001104659-20-132008_tm2037694d1_8k.htm,1
1535527,8-K,2021-03-12,"5.02,9.01",0001104659-21-035670,tm219494d1_8k.htm,Data\edgar\item5_02_text\1535527\0001104659-21-035670_tm219494d1_8k.htm,1
1535527,8-K,2021-04-09,5.02,0001104659-21-048810,tm2112658d1_8k.htm,Data\edgar\item5_02_text\1535527\0001104659-21-048810_tm2112658d1_8k.htm,1
1535527,8-K,2021-08-06,5.02,0001104659-21-101531,tm2124374d1_8k.htm,Data\edgar\item5_02_text\1535527\0001104659-21-101531_tm2124374d1_8k.htm,1
1535527,8-K,2021-09-17,5.02,0001104659-21-117007,tm2127949d1_8k.htm,Data\edgar\item5_02_text\1535527\0001104659-21-117007_tm2127949d1_8k.htm,1
1535527,8-K,2021-10-22,5.02,0001104659-21-129072,tm2130856d1_8k.htm,Data\edgar\item5_02_text\1535527\0001104659-21-129072_tm2130856d1_8k.htm,1
1535527,8-K,2021-12-30,5.02,0001104659-21-154724,tm2136531d1_8k.htm,Data\edgar\item5_02_text\1535527\0001104659-21-154724_tm2136531d1_8k.htm,1
1535527,8-K,2022-01-14,"5.02,9.01",0001104659-22-004504,tm222862d1_8k.htm,Data\edgar\item5_02_text\1535527\0001104659-22-004504_tm222862d1_8k.htm,1
1535527,8-K,2022-04-08,5.02,0001104659-22-044351,tm2212244d1_8k.htm,Data\edgar\item5_02_text\1535527\0001104659-22-044351_tm2212244d1_8k.htm,1
1535527,8-K,2023-01-23,5.02,0001104659-23-005624,tm234087d1_8k.htm,Data\edgar\item5_02_text\1535527\0001104659-23-005624_tm234087d1_8k.htm,1
1535527,8-K,2023-03-03,"5.02,5.03,9.01",0001104659-23-028507,tm238330d1_8k.htm,Data\edgar\item5_02_text\1535527\0001104659-23-028507_tm238330d1_8k.htm,1
1543151,8-K,2019-05-24,5.02,0001193125-19-157213,d753156d8k.htm,Data\edgar\item5_02_text\1543151\0001193125-19-157213_d753156d8k.htm,1
1543151,8-K,2019-06-07,5.02,0001552781-19-000277,e19316_uber-8k.htm,Data\edgar\item5_02_text\1543151\0001552781-19-000277_e19316_uber-8k.htm,1
1543151,8-K,2019-07-24,5.02,0001193125-19-201404,d778039d8k.htm,Data\edgar\item5_02_text\1543151\0001193125-19-201404_d778039d8k.htm,1
1543151,8-K,2019-07-24,5.02,0001193125-19-201403,d778037d8k.htm,Data\edgar\item5_02_text\1543151\0001193125-19-201403_d778037d8k.htm,1
1543151,8-K,2019-12-26,5.02,0001552781-19-000515,e19531_uber-8k.htm,Data\edgar\item5_02_text\1543151\0001552781-19-000515_e19531_uber-8k.htm,1
1543151,8-K,2020-02-19,"5.02,9.01",0001552781-20-000149,e20097_uber-8k.htm,Data\edgar\item5_02_text\1543151\0001552781-20-000149_e20097_uber-8k.htm,1
1543151,8-K,2020-03-23,5.02,0001552781-20-000209,e20170_uber-8k.htm,Data\edgar\item5_02_text\1543151\0001552781-20-000209_e20170_uber-8k.htm,1
1543151,8-K,2021-03-22,"5.02,9.01",0001552781-21-000144,e21165_uber-8k.htm,Data\edgar\item5_02_text\1543151\0001552781-21-000144_e21165_uber-8k.htm,1
1543151,8-K,2023-06-30,"5.02,9.01",0001552781-23-000316,e23297_uber-8k.htm,Data\edgar\item5_02_text\1543151\0001552781-23-000316_e23297_uber-8k.htm,1
1543151,8-K,2023-08-01,"1.01,2.02,2.03,5.02,9.01",0001543151-23-000021,uber-20230728.htm,Data\edgar\item5_02_text\1543151\0001543151-23-000021_uber-20230728.htm,1
1543151,8-K,2023-09-28,"5.02,9.01",0001552781-23-000389,e23399_uber-8k.htm,Data\edgar\item5_02_text\1543151\0001552781-23-000389_e23399_uber-8k.htm,1
1543151,8-K,2023-11-07,"2.02,5.02,9.01",0001543151-23-000036,uber-20231107.htm,Data\edgar\item5_02_text\1543151\0001543151-23-000036_uber-20231107.htm,1
1543151,8-K,2023-11-17,5.02,0001552781-23-000451,e23460_uber-8k.htm,Data\edgar\item5_02_text\1543151\0001552781-23-000451_e23460_uber-8k.htm,1
1543151,8-K,2025-02-07,5.02,0001552781-25-000025,e25038_uber-8k.htm,Data\edgar\item5_02_text\1543151\0001552781-25-000025_e25038_uber-8k.htm,1
1553023,8-K,2016-10-31,"5.02,9.01",0001104659-16-153088,a16-20657_18k.htm,Data\edgar\item5_02_text\1553023\0001104659-16-153088_a16-20657_18k.htm,1
1553023,8-K/A,2016-12-02,"5.02,9.01",0001553023-16-000216,form8ka-gasa.htm,Data\edgar\item5_02_text\1553023\0001553023-16-000216_form8ka-gasa.htm,1
