final_cik,breach_date,treated,outcome_cik,accession,filing_date,win_lo,win_hi
73756,2024-01-01,0,73756,0000073756-22-000098,2022-08-24,2022-01-01,2024-08-28
73756,2024-01-01,0,73756,0000073756-22-000020,2022-03-01,2022-01-01,2024-08-28
75362,2018-01-22,0,75362,0001193125-18-152947,2018-05-04,2016-01-23,2018-08-13
75362,2018-01-22,0,75362,0001193125-18-048187,2018-02-16,2016-01-23,2018-08-13
75362,2018-01-22,0,75362,0001193125-17-369333,2017-12-14,2016-01-23,2018-08-13
75362,2018-01-22,0,75362,0001193125-17-148456,2017-04-28,2016-01-23,2018-08-13
75362,2018-01-22,0,75362,0001193125-16-789834,2016-12-12,2016-01-23,2018-08-13
75362,2018-01-22,0,75362,0001193125-16-570149,2016-04-29,2016-01-23,2018-08-13
76334,2022-03-11,0,76334,0001193125-22-269129,2022-10-26,2020-03-11,2022-11-08
76334,2022-03-11,0,76334,0001193125-22-227588,2022-08-23,2020-03-11,2022-11-08
76334,2022-03-11,0,76334,0001193125-22-204998,2022-07-28,2020-03-11,2022-11-08
76334,2022-03-11,0,76334,0001193125-21-247770,2021-08-16,2020-03-11,2022-11-08
76334,2022-03-11,0,76334,0001193125-21-247766,2021-08-16,2020-03-11,2022-11-08
76334,2022-03-11,0,76334,0001193125-21-246081,2021-08-13,2020-03-11,2022-11-08
76334,2022-03-11,0,76334,0000076334-21-000048,2021-04-22,2020-03-11,2022-11-08
76334,2022-03-11,0,76334,0000076334-21-000013,2021-01-27,2020-03-11,2022-11-08
76334,2022-03-11,0,76334,0000076334-21-000006,2021-01-11,2020-03-11,2022-11-08
76334,2022-03-11,0,76334,0000076334-20-000124,2020-11-02,2020-03-11,2022-11-08
77476,2021-02-24,0,77476,0000077476-21-000044,2021-08-05,2019-02-25,2023-04-05
77476,2021-02-24,0,77476,0000077476-20-000075,2020-11-02,2019-02-25,2023-04-05
77476,2021-02-24,0,77476,0000077476-20-000054,2020-07-07,2019-02-25,2023-04-05
77476,2021-02-24,0,77476,0000077476-20-000020,2020-03-10,2019-02-25,2023-04-05
77476,2021-02-24,0,77476,0000077476-19-000051,2019-06-11,2019-02-25,2023-04-05
77476,2021-02-24,0,77476,0000077476-19-000022,2019-03-18,2019-02-25,2023-04-05
77476,2021-02-24,0,77476,0000077476-19-000020,2019-03-07,2019-02-25,2023-04-05
78003,2006-12-01,0,78003,0000078003-07-000294,2007-10-30,2004-12-01,2008-02-20
78003,2006-12-01,0,78003,0000078003-07-000251,2007-09-28,2004-12-01,2008-02-20
78003,2006-12-01,0,78003,0000078003-07-000245,2007-09-27,2004-12-01,2008-02-20
78003,2006-12-01,0,78003,0000078003-07-000213,2007-08-22,2004-12-01,2008-02-20
78003,2006-12-01,0,78003,0000078003-07-000122,2007-05-23,2004-12-01,2008-02-20
78003,2006-12-01,0,78003,0000078003-07-000034,2007-02-27,2004-12-01,2008-02-20
78003,2006-12-01,0,78003,0000078003-06-000352,2006-12-21,2004-12-01,2008-02-20
78003,2006-12-01,0,78003,0000078003-06-000275,2006-10-26,2004-12-01,2008-02-20
78003,2006-12-01,0,78003,0000078003-06-000195,2006-08-03,2004-12-01,2008-02-20
78003,2006-12-01,0,78003,0000078003-05-000161,2005-06-24,2004-12-01,2008-02-20
78003,2006-12-01,0,78003,0000078003-05-000041,2005-02-25,2004-12-01,2008-02-20
78003,2006-12-01,0,78003,0000078003-05-000040,2005-02-24,2004-12-01,2008-02-20
91419,2010-04-05,0,91419,0000950123-10-079634,2010-08-20,2008-04-05,2010-10-26
91419,2010-04-05,0,91419,0000950123-09-020588,2009-07-08,2008-04-05,2010-10-26
91419,2010-04-05,0,91419,0000950123-09-015107,2009-06-18,2008-04-05,2010-10-26
91419,2010-04-05,0,91419,0000950152-09-003994,2009-04-22,2008-04-05,2010-10-26
91419,2010-04-05,0,91419,0001299933-09-000511,2009-01-30,2008-04-05,2010-10-26
91419,2010-04-05,0,91419,0001144204-08-036232,2008-06-23,2008-04-05,2010-10-26
91440,2022-03-01,0,91440,0000091440-21-000014,2021-04-30,2020-03-01,2022-10-04
91440,2022-03-01,0,91440,0001193125-21-116417,2021-04-14,2020-03-01,2022-10-04
92380,2017-10-01,0,92380,0001193125-17-220944,2017-07-03,2015-10-02,2018-10-17
92380,2017-10-01,0,92380,0001193125-17-183437,2017-05-25,2015-10-02,2018-10-17
92380,2017-10-01,0,92380,0001193125-17-008419,2017-01-12,2015-10-02,2018-10-17
92380,2017-10-01,0,92380,0001193125-16-447087,2016-02-02,2015-10-02,2018-10-17
92380,2017-10-01,0,92380,0001193125-15-388118,2015-11-25,2015-10-02,2018-10-17
92380,2018-03-01,0,92380,0001193125-17-220944,2017-07-03,2016-03-01,2018-10-17
92380,2018-03-01,0,92380,0001193125-17-183437,2017-05-25,2016-03-01,2018-10-17
92380,2018-03-01,0,92380,0001193125-17-008419,2017-01-12,2016-03-01,2018-10-17
96021,2023-01-14,0,96021,0000096021-23-000190,2023-10-17,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0000096021-23-000186,2023-10-10,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0000096021-23-000165,2023-09-22,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0000096021-23-000144,2023-09-08,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0000096021-23-000120,2023-08-29,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0000096021-23-000091,2023-08-04,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0000096021-23-000042,2023-03-28,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0001193125-22-305398,2022-12-15,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0001193125-22-247448,2022-09-20,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0001193125-22-212634,2022-08-04,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0001193125-22-139528,2022-05-04,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0001193125-22-058196,2022-02-28,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0001193125-21-362516,2021-12-20,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0001193125-21-338587,2021-11-23,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0001193125-21-252868,2021-08-20,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0001193125-21-236388,2021-08-04,2021-01-14,2023-11-12
96021,2023-01-14,0,96021,0001193125-21-203381,2021-06-29,2021-01-14,2023-11-12
101830,2009-02-01,1,101830,0000101830-09-000016,2009-11-06,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-09-000014,2009-10-16,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-09-000013,2009-08-05,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-09-000007,2009-03-27,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-09-000005,2009-03-03,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-09-000002,2009-01-26,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0001193125-08-260916,2008-12-29,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0001193125-08-257043,2008-12-19,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000950123-08-016627,2008-11-28,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-08-000031,2008-11-12,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-08-000030,2008-10-24,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-08-000028,2008-10-07,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-08-000026,2008-06-09,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-08-000024,2008-05-16,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0001193125-08-098764,2008-05-01,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-08-000022,2008-03-25,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-08-000020,2008-03-17,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-08-000018,2008-03-03,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-08-000016,2008-02-28,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-08-000013,2008-02-15,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-08-000008,2008-02-13,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-08-000006,2008-01-24,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-08-000002,2008-01-04,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-07-000042,2007-12-20,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-07-000039,2007-11-05,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-07-000036,2007-10-12,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-07-000032,2007-08-07,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-07-000011,2007-03-06,2007-02-02,2009-12-09
101830,2009-02-01,1,101830,0000101830-07-000008,2007-02-21,2007-02-02,2009-12-09
101830,2009-01-01,1,101830,0000101830-09-000013,2009-08-05,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-09-000007,2009-03-27,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-09-000005,2009-03-03,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-09-000002,2009-01-26,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0001193125-08-260916,2008-12-29,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0001193125-08-257043,2008-12-19,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000950123-08-016627,2008-11-28,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-08-000031,2008-11-12,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-08-000030,2008-10-24,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-08-000028,2008-10-07,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-08-000026,2008-06-09,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-08-000024,2008-05-16,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0001193125-08-098764,2008-05-01,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-08-000022,2008-03-25,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-08-000020,2008-03-17,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-08-000018,2008-03-03,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-08-000016,2008-02-28,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-08-000013,2008-02-15,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-08-000008,2008-02-13,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-08-000006,2008-01-24,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-08-000002,2008-01-04,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-07-000042,2007-12-20,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-07-000039,2007-11-05,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-07-000036,2007-10-12,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-07-000032,2007-08-07,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-07-000011,2007-03-06,2007-01-02,2009-09-26
101830,2009-01-01,1,101830,0000101830-07-000008,2007-02-21,2007-01-02,2009-09-26
101830,2015-08-17,1,101830,0001193125-20-093630,2020-04-01,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-19-000017,2019-05-22,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-18-000057,2018-12-06,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-18-000029,2018-07-02,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-18-000027,2018-05-30,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-18-000021,2018-05-02,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-18-000005,2018-01-17,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-18-000003,2018-01-04,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-17-000003,2017-01-24,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-16-000096,2016-12-12,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-16-000094,2016-12-01,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-16-000092,2016-11-03,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-16-000070,2016-06-24,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-16-000063,2016-05-06,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-16-000056,2016-03-01,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-15-000043,2015-11-12,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-15-000030,2015-10-15,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-15-000025,2015-08-11,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-15-000024,2015-08-11,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0001193125-15-275046,2015-08-03,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-14-000081,2014-11-12,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-14-000079,2014-11-07,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-14-000066,2014-10-09,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-14-000064,2014-10-09,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0001193125-14-297076,2014-08-06,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-14-000049,2014-08-04,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-14-000021,2014-03-12,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-14-000019,2014-02-24,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-14-000015,2014-02-24,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-14-000002,2014-01-16,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-13-000053,2013-12-19,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0001193125-13-372972,2013-09-20,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0001193125-13-372950,2013-09-20,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0001193125-13-364138,2013-09-11,2013-08-17,2020-10-06
101830,2015-08-17,1,101830,0000101830-13-000041,2013-09-06,2013-08-17,2020-10-06
101830,2017-05-01,1,101830,0000101830-18-000005,2018-01-17,2015-05-02,2018-03-19
101830,2017-05-01,1,101830,0000101830-18-000003,2018-01-04,2015-05-02,2018-03-19
101830,2017-05-01,1,101830,0000101830-17-000003,2017-01-24,2015-05-02,2018-03-19
101830,2017-05-01,1,101830,0000101830-16-000096,2016-12-12,2015-05-02,2018-03-19
101830,2017-05-01,1,101830,0000101830-16-000094,2016-12-01,2015-05-02,2018-03-19
101830,2017-05-01,1,101830,0000101830-16-000092,2016-11-03,2015-05-02,2018-03-19
101830,2017-05-01,1,101830,0000101830-16-000070,2016-06-24,2015-05-02,2018-03-19
101830,2017-05-01,1,101830,0000101830-16-000063,2016-05-06,2015-05-02,2018-03-19
101830,2017-05-01,1,101830,0000101830-16-000056,2016-03-01,2015-05-02,2018-03-19
101830,2017-05-01,1,101830,0000101830-15-000043,2015-11-12,2015-05-02,2018-03-19
101830,2017-05-01,1,101830,0000101830-15-000030,2015-10-15,2015-05-02,2018-03-19
101830,2017-05-01,1,101830,0000101830-15-000025,2015-08-11,2015-05-02,2018-03-19
101830,2017-05-01,1,101830,0000101830-15-000024,2015-08-11,2015-05-02,2018-03-19
101830,2017-05-01,1,101830,0001193125-15-275046,2015-08-03,2015-05-02,2018-03-19
101830,2017-05-07,1,101830,0000101830-18-000005,2018-01-17,2015-05-08,2018-03-19
101830,2017-05-07,1,101830,0000101830-18-000003,2018-01-04,2015-05-08,2018-03-19
101830,2017-05-07,1,101830,0000101830-17-000003,2017-01-24,2015-05-08,2018-03-19
101830,2017-05-07,1,101830,0000101830-16-000096,2016-12-12,2015-05-08,2018-03-19
101830,2017-05-07,1,101830,0000101830-16-000094,2016-12-01,2015-05-08,2018-03-19
101830,2017-05-07,1,101830,0000101830-16-000092,2016-11-03,2015-05-08,2018-03-19
101830,2017-05-07,1,101830,0000101830-16-000070,2016-06-24,2015-05-08,2018-03-19
101830,2017-05-07,1,101830,0000101830-16-000063,2016-05-06,2015-05-08,2018-03-19
101830,2017-05-07,1,101830,0000101830-16-000056,2016-03-01,2015-05-08,2018-03-19
101830,2017-05-07,1,101830,0000101830-15-000043,2015-11-12,2015-05-08,2018-03-19
101830,2017-05-07,1,101830,0000101830-15-000030,2015-10-15,2015-05-08,2018-03-19
101830,2017-05-07,1,101830,0000101830-15-000025,2015-08-11,2015-05-08,2018-03-19
101830,2017-05-07,1,101830,0000101830-15-000024,2015-08-11,2015-05-08,2018-03-19
101830,2017-05-07,1,101830,0001193125-15-275046,2015-08-03,2015-05-08,2018-03-19
101830,2018-03-02,1,101830,0000101830-18-000029,2018-07-02,2016-03-02,2018-09-26
101830,2018-03-02,1,101830,0000101830-18-000027,2018-05-30,2016-03-02,2018-09-26
101830,2018-03-02,1,101830,0000101830-18-000021,2018-05-02,2016-03-02,2018-09-26
101830,2018-03-02,1,101830,0000101830-18-000005,2018-01-17,2016-03-02,2018-09-26
101830,2018-03-02,1,101830,0000101830-18-000003,2018-01-04,2016-03-02,2018-09-26
101830,2018-03-02,1,101830,0000101830-17-000003,2017-01-24,2016-03-02,2018-09-26
101830,2018-03-02,1,101830,0000101830-16-000096,2016-12-12,2016-03-02,2018-09-26
101830,2018-03-02,1,101830,0000101830-16-000094,2016-12-01,2016-03-02,2018-09-26
101830,2018-03-02,1,101830,0000101830-16-000092,2016-11-03,2016-03-02,2018-09-26
101830,2018-03-02,1,101830,0000101830-16-000070,2016-06-24,2016-03-02,2018-09-26
101830,2018-03-02,1,101830,0000101830-16-000063,2016-05-06,2016-03-02,2018-09-26
101830,2019-03-14,1,101830,0000101830-19-000017,2019-05-22,2017-03-14,2019-11-05
101830,2019-03-14,1,101830,0000101830-18-000057,2018-12-06,2017-03-14,2019-11-05
101830,2019-03-14,1,101830,0000101830-18-000029,2018-07-02,2017-03-14,2019-11-05
101830,2019-03-14,1,101830,0000101830-18-000027,2018-05-30,2017-03-14,2019-11-05
101830,2019-03-14,1,101830,0000101830-18-000021,2018-05-02,2017-03-14,2019-11-05
101830,2019-03-14,1,101830,0000101830-18-000005,2018-01-17,2017-03-14,2019-11-05
101830,2019-03-14,1,101830,0000101830-18-000003,2018-01-04,2017-03-14,2019-11-05
101830,2019-05-09,1,101830,0000101830-19-000017,2019-05-22,2017-05-09,2019-11-05
101830,2019-05-09,1,101830,0000101830-18-000057,2018-12-06,2017-05-09,2019-11-05
101830,2019-05-09,1,101830,0000101830-18-000029,2018-07-02,2017-05-09,2019-11-05
101830,2019-05-09,1,101830,0000101830-18-000027,2018-05-30,2017-05-09,2019-11-05
101830,2019-05-09,1,101830,0000101830-18-000021,2018-05-02,2017-05-09,2019-11-05
101830,2019-05-09,1,101830,0000101830-18-000005,2018-01-17,2017-05-09,2019-11-05
101830,2019-05-09,1,101830,0000101830-18-000003,2018-01-04,2017-05-09,2019-11-05
101830,2019-06-02,1,101830,0000101830-19-000017,2019-05-22,2017-06-02,2020-01-07
101830,2019-06-02,1,101830,0000101830-18-000057,2018-12-06,2017-06-02,2020-01-07
101830,2019-06-02,1,101830,0000101830-18-000029,2018-07-02,2017-06-02,2020-01-07
101830,2019-06-02,1,101830,0000101830-18-000027,2018-05-30,2017-06-02,2020-01-07
101830,2019-06-02,1,101830,0000101830-18-000021,2018-05-02,2017-06-02,2020-01-07
101830,2019-06-02,1,101830,0000101830-18-000005,2018-01-17,2017-06-02,2020-01-07
101830,2019-06-02,1,101830,0000101830-18-000003,2018-01-04,2017-06-02,2020-01-07
101830,2019-06-08,1,101830,0000101830-19-000017,2019-05-22,2017-06-08,2019-12-05
101830,2019-06-08,1,101830,0000101830-18-000057,2018-12-06,2017-06-08,2019-12-05
101830,2019-06-08,1,101830,0000101830-18-000029,2018-07-02,2017-06-08,2019-12-05
101830,2019-06-08,1,101830,0000101830-18-000027,2018-05-30,2017-06-08,2019-12-05
101830,2019-06-08,1,101830,0000101830-18-000021,2018-05-02,2017-06-08,2019-12-05
101830,2019-06-08,1,101830,0000101830-18-000005,2018-01-17,2017-06-08,2019-12-05
101830,2019-06-08,1,101830,0000101830-18-000003,2018-01-04,2017-06-08,2019-12-05
101830,2019-06-22,1,101830,0000101830-19-000017,2019-05-22,2017-06-22,2020-01-07
101830,2019-06-22,1,101830,0000101830-18-000057,2018-12-06,2017-06-22,2020-01-07
101830,2019-06-22,1,101830,0000101830-18-000029,2018-07-02,2017-06-22,2020-01-07
101830,2019-06-22,1,101830,0000101830-18-000027,2018-05-30,2017-06-22,2020-01-07
101830,2019-06-22,1,101830,0000101830-18-000021,2018-05-02,2017-06-22,2020-01-07
101830,2019-06-22,1,101830,0000101830-18-000005,2018-01-17,2017-06-22,2020-01-07
101830,2019-06-22,1,101830,0000101830-18-000003,2018-01-04,2017-06-22,2020-01-07
101830,2019-08-13,1,101830,0001193125-20-093630,2020-04-01,2017-08-13,2020-09-27
101830,2019-08-13,1,101830,0000101830-19-000017,2019-05-22,2017-08-13,2020-09-27
101830,2019-08-13,1,101830,0000101830-18-000057,2018-12-06,2017-08-13,2020-09-27
101830,2019-08-13,1,101830,0000101830-18-000029,2018-07-02,2017-08-13,2020-09-27
101830,2019-08-13,1,101830,0000101830-18-000027,2018-05-30,2017-08-13,2020-09-27
101830,2019-08-13,1,101830,0000101830-18-000021,2018-05-02,2017-08-13,2020-09-27
101830,2019-08-13,1,101830,0000101830-18-000005,2018-01-17,2017-08-13,2020-09-27
101830,2019-08-13,1,101830,0000101830-18-000003,2018-01-04,2017-08-13,2020-09-27
1770450,2023-12-10,0,1770450,0001193125-24-148178,2024-05-28,2021-12-10,2024-08-18
1770450,2023-12-10,0,1770450,0001193125-24-069299,2024-03-15,2021-12-10,2024-08-18
1770450,2023-12-10,0,1770450,0001193125-24-007505,2024-01-12,2021-12-10,2024-08-18
1770450,2023-12-10,0,1770450,0001193125-24-003451,2024-01-05,2021-12-10,2024-08-18
1770450,2023-12-10,0,1770450,0001193125-23-244902,2023-09-28,2021-12-10,2024-08-18
1770450,2023-12-10,0,1770450,0001193125-23-109413,2023-04-21,2021-12-10,2024-08-18
1770450,2023-12-10,0,1770450,0001193125-23-071477,2023-03-15,2021-12-10,2024-08-18
1770450,2023-12-10,0,1770450,0001214659-22-013995,2022-11-18,2021-12-10,2024-08-18
1770450,2023-12-10,0,1770450,0000899140-22-000629,2022-08-03,2021-12-10,2024-08-18
1770450,2023-12-10,0,1770450,0001193125-22-203586,2022-07-27,2021-12-10,2024-08-18
1770450,2023-12-10,0,1770450,0001193125-22-187967,2022-07-05,2021-12-10,2024-08-18
1770450,2023-12-10,0,1770450,0001193125-22-151952,2022-05-16,2021-12-10,2024-08-18
1770450,2023-12-10,0,1770450,0001193125-22-106872,2022-04-15,2021-12-10,2024-08-18
1770450,2023-12-10,0,1770450,0001193125-22-083286,2022-03-24,2021-12-10,2024-08-18
1770450,2023-12-10,0,1770450,0001193125-22-012572,2022-01-19,2021-12-10,2024-08-18
277135,2017-08-23,0,277135,0000277135-17-000044,2017-12-13,2015-08-24,2018-03-17
277135,2017-08-23,0,277135,0000277135-17-000028,2017-08-02,2015-08-24,2018-03-17
277135,2017-08-23,0,277135,0000277135-17-000023,2017-07-25,2015-08-24,2018-03-17
277135,2017-08-23,0,277135,0000277135-17-000020,2017-07-19,2015-08-24,2018-03-17
277135,2017-08-23,0,277135,0000277135-16-000057,2016-10-03,2015-08-24,2018-03-17
277135,2017-08-23,0,277135,0001104659-16-137921,2016-08-08,2015-08-24,2018-03-17
