final_cik,breach_date,treated,outcome_cik,accession,filing_date,win_lo,win_hi
896878,2024-12-20,0,896878,0000896878-23-000016,2023-05-04,2022-12-21,2025-06-18
896878,2024-12-20,0,896878,0000896878-23-000009,2023-02-23,2022-12-21,2025-06-18
908937,2012-03-19,0,908937,0000930413-12-001340,2012-03-05,2010-03-20,2012-10-03
908937,2012-03-19,0,908937,0000930413-11-005668,2011-08-24,2010-03-20,2012-10-03
908937,2012-03-19,0,908937,0000930413-11-004876,2011-07-22,2010-03-20,2012-10-03
908937,2012-03-19,0,908937,0000950123-11-034955,2011-04-12,2010-03-20,2012-10-03
908937,2012-03-19,0,908937,0000930413-11-001085,2011-02-15,2010-03-20,2012-10-03
908937,2012-04-12,0,908937,0000930413-12-001340,2012-03-05,2010-04-13,2012-10-09
908937,2012-04-12,0,908937,0000930413-11-005668,2011-08-24,2010-04-13,2012-10-09
908937,2012-04-12,0,908937,0000930413-11-004876,2011-07-22,2010-04-13,2012-10-09
908937,2012-04-12,0,908937,0000950123-11-034955,2011-04-12,2010-04-13,2012-10-09
908937,2012-04-12,0,908937,0000930413-11-001085,2011-02-15,2010-04-13,2012-10-09
908937,2016-02-01,0,908937,0000930413-16-005595,2016-02-22,2014-02-01,2016-09-13
908937,2016-02-01,0,908937,0000930413-15-003326,2015-08-13,2014-02-01,2016-09-13
908937,2016-02-01,0,908937,0000930413-15-003027,2015-07-08,2014-02-01,2016-09-13
908937,2016-02-01,0,908937,0000930413-15-002950,2015-06-30,2014-02-01,2016-09-13
908937,2016-02-01,0,908937,0000930413-15-002882,2015-06-23,2014-02-01,2016-09-13
908937,2016-02-01,0,908937,0000930413-15-002576,2015-05-21,2014-02-01,2016-09-13
908937,2016-02-01,0,908937,0000930413-14-004831,2014-12-11,2014-02-01,2016-09-13
908937,2016-04-05,0,908937,0000930413-16-005595,2016-02-22,2014-04-06,2016-10-02
908937,2016-04-05,0,908937,0000930413-15-003326,2015-08-13,2014-04-06,2016-10-02
908937,2016-04-05,0,908937,0000930413-15-003027,2015-07-08,2014-04-06,2016-10-02
908937,2016-04-05,0,908937,0000930413-15-002950,2015-06-30,2014-04-06,2016-10-02
908937,2016-04-05,0,908937,0000930413-15-002882,2015-06-23,2014-04-06,2016-10-02
908937,2016-04-05,0,908937,0000930413-15-002576,2015-05-21,2014-04-06,2016-10-02
908937,2016-04-05,0,908937,0000930413-14-004831,2014-12-11,2014-04-06,2016-10-02
908937,2016-08-20,0,908937,0000930413-16-005595,2016-02-22,2014-08-21,2017-03-13
908937,2016-08-20,0,908937,0000930413-15-003326,2015-08-13,2014-08-21,2017-03-13
908937,2016-08-20,0,908937,0000930413-15-003027,2015-07-08,2014-08-21,2017-03-13
908937,2016-08-20,0,908937,0000930413-15-002950,2015-06-30,2014-08-21,2017-03-13
908937,2016-08-20,0,908937,0000930413-15-002882,2015-06-23,2014-08-21,2017-03-13
908937,2016-08-20,0,908937,0000930413-15-002576,2015-05-21,2014-08-21,2017-03-13
908937,2016-08-20,0,908937,0000930413-14-004831,2014-12-11,2014-08-21,2017-03-13
908937,2016-09-26,0,908937,0000930413-16-005595,2016-02-22,2014-09-27,2017-04-01
908937,2016-09-26,0,908937,0000930413-15-003326,2015-08-13,2014-09-27,2017-04-01
908937,2016-09-26,0,908937,0000930413-15-003027,2015-07-08,2014-09-27,2017-04-01
908937,2016-09-26,0,908937,0000930413-15-002950,2015-06-30,2014-09-27,2017-04-01
908937,2016-09-26,0,908937,0000930413-15-002882,2015-06-23,2014-09-27,2017-04-01
908937,2016-09-26,0,908937,0000930413-15-002576,2015-05-21,2014-09-27,2017-04-01
908937,2016-09-26,0,908937,0000930413-14-004831,2014-12-11,2014-09-27,2017-04-01
908937,2016-10-04,0,908937,0000930413-16-005595,2016-02-22,2014-10-05,2017-04-02
908937,2016-10-04,0,908937,0000930413-15-003326,2015-08-13,2014-10-05,2017-04-02
908937,2016-10-04,0,908937,0000930413-15-003027,2015-07-08,2014-10-05,2017-04-02
908937,2016-10-04,0,908937,0000930413-15-002950,2015-06-30,2014-10-05,2017-04-02
908937,2016-10-04,0,908937,0000930413-15-002882,2015-06-23,2014-10-05,2017-04-02
908937,2016-10-04,0,908937,0000930413-15-002576,2015-05-21,2014-10-05,2017-04-02
908937,2016-10-04,0,908937,0000930413-14-004831,2014-12-11,2014-10-05,2017-04-02
908937,2016-10-31,0,908937,0000930413-16-005595,2016-02-22,2014-11-01,2017-05-09
908937,2016-10-31,0,908937,0000930413-15-003326,2015-08-13,2014-11-01,2017-05-09
908937,2016-10-31,0,908937,0000930413-15-003027,2015-07-08,2014-11-01,2017-05-09
908937,2016-10-31,0,908937,0000930413-15-002950,2015-06-30,2014-11-01,2017-05-09
908937,2016-10-31,0,908937,0000930413-15-002882,2015-06-23,2014-11-01,2017-05-09
908937,2016-10-31,0,908937,0000930413-15-002576,2015-05-21,2014-11-01,2017-05-09
908937,2016-10-31,0,908937,0000930413-14-004831,2014-12-11,2014-11-01,2017-05-09
908937,2016-11-15,0,908937,0000930413-16-005595,2016-02-22,2014-11-16,2017-05-14
908937,2016-11-15,0,908937,0000930413-15-003326,2015-08-13,2014-11-16,2017-05-14
908937,2016-11-15,0,908937,0000930413-15-003027,2015-07-08,2014-11-16,2017-05-14
908937,2016-11-15,0,908937,0000930413-15-002950,2015-06-30,2014-11-16,2017-05-14
908937,2016-11-15,0,908937,0000930413-15-002882,2015-06-23,2014-11-16,2017-05-14
908937,2016-11-15,0,908937,0000930413-15-002576,2015-05-21,2014-11-16,2017-05-14
908937,2016-11-15,0,908937,0000930413-14-004831,2014-12-11,2014-11-16,2017-05-14
908937,2016-12-04,0,908937,0000930413-16-005595,2016-02-22,2014-12-05,2017-06-14
908937,2016-12-04,0,908937,0000930413-15-003326,2015-08-13,2014-12-05,2017-06-14
908937,2016-12-04,0,908937,0000930413-15-003027,2015-07-08,2014-12-05,2017-06-14
908937,2016-12-04,0,908937,0000930413-15-002950,2015-06-30,2014-12-05,2017-06-14
908937,2016-12-04,0,908937,0000930413-15-002882,2015-06-23,2014-12-05,2017-06-14
908937,2016-12-04,0,908937,0000930413-15-002576,2015-05-21,2014-12-05,2017-06-14
908937,2016-12-04,0,908937,0000930413-14-004831,2014-12-11,2014-12-05,2017-06-14
908937,2016-12-19,0,908937,0000930413-16-005595,2016-02-22,2014-12-20,2017-06-17
908937,2016-12-19,0,908937,0000930413-15-003326,2015-08-13,2014-12-20,2017-06-17
908937,2016-12-19,0,908937,0000930413-15-003027,2015-07-08,2014-12-20,2017-06-17
908937,2016-12-19,0,908937,0000930413-15-002950,2015-06-30,2014-12-20,2017-06-17
908937,2016-12-19,0,908937,0000930413-15-002882,2015-06-23,2014-12-20,2017-06-17
908937,2016-12-19,0,908937,0000930413-15-002576,2015-05-21,2014-12-20,2017-06-17
908937,2017-01-06,0,908937,0000930413-16-005595,2016-02-22,2015-01-07,2017-07-24
908937,2017-01-06,0,908937,0000930413-15-003326,2015-08-13,2015-01-07,2017-07-24
908937,2017-01-06,0,908937,0000930413-15-003027,2015-07-08,2015-01-07,2017-07-24
908937,2017-01-06,0,908937,0000930413-15-002950,2015-06-30,2015-01-07,2017-07-24
908937,2017-01-06,0,908937,0000930413-15-002882,2015-06-23,2015-01-07,2017-07-24
908937,2017-01-06,0,908937,0000930413-15-002576,2015-05-21,2015-01-07,2017-07-24
908937,2017-01-25,0,908937,0000930413-16-005595,2016-02-22,2015-01-26,2017-07-24
908937,2017-01-25,0,908937,0000930413-15-003326,2015-08-13,2015-01-26,2017-07-24
908937,2017-01-25,0,908937,0000930413-15-003027,2015-07-08,2015-01-26,2017-07-24
908937,2017-01-25,0,908937,0000930413-15-002950,2015-06-30,2015-01-26,2017-07-24
908937,2017-01-25,0,908937,0000930413-15-002882,2015-06-23,2015-01-26,2017-07-24
908937,2017-01-25,0,908937,0000930413-15-002576,2015-05-21,2015-01-26,2017-07-24
908937,2017-08-06,0,908937,0000908937-18-000008,2018-01-23,2015-08-07,2018-02-27
908937,2017-08-06,0,908937,0000908937-18-000005,2018-01-11,2015-08-07,2018-02-27
908937,2017-08-06,0,908937,0000930413-16-005595,2016-02-22,2015-08-07,2018-02-27
908937,2017-08-06,0,908937,0000930413-15-003326,2015-08-13,2015-08-07,2018-02-27
908937,2017-09-18,0,908937,0000908937-18-000008,2018-01-23,2015-09-19,2018-03-17
908937,2017-09-18,0,908937,0000908937-18-000005,2018-01-11,2015-09-19,2018-03-17
908937,2017-09-18,0,908937,0000930413-16-005595,2016-02-22,2015-09-19,2018-03-17
1971213,2020-05-01,0,912752,0000912752-19-000072,2019-11-21,2018-05-02,2021-04-03
1971213,2020-05-01,0,912752,0000912752-19-000004,2019-01-30,2018-05-02,2021-04-03
1971213,2021-06-23,0,912752,0000912752-22-000049,2022-06-09,2019-06-24,2022-09-20
1971213,2021-06-23,0,912752,0000912752-21-000046,2021-05-25,2019-06-24,2022-09-20
1971213,2021-06-23,0,912752,0000912752-21-000028,2021-04-14,2019-06-24,2022-09-20
1971213,2021-06-23,0,912752,0000912752-19-000072,2019-11-21,2019-06-24,2022-09-20
1971213,2021-12-16,0,912752,0000912752-22-000049,2022-06-09,2019-12-17,2022-06-14
1971213,2021-12-16,0,912752,0000912752-21-000046,2021-05-25,2019-12-17,2022-06-14
1971213,2021-12-16,0,912752,0000912752-21-000028,2021-04-14,2019-12-17,2022-06-14
920522,2013-08-13,0,920522,0001140361-15-032543,2015-08-18,2011-08-14,2015-09-28
920522,2013-08-13,0,920522,0000920522-15-000011,2015-05-07,2011-08-14,2015-09-28
920522,2013-08-13,0,920522,0001140361-14-046028,2014-12-22,2011-08-14,2015-09-28
920522,2013-08-13,0,920522,0001140361-14-015094,2014-04-01,2011-08-14,2015-09-28
920522,2013-08-13,0,920522,0001140361-14-003902,2014-01-31,2011-08-14,2015-09-28
920522,2013-08-13,0,920522,0001140361-13-030591,2013-08-06,2011-08-14,2015-09-28
920522,2013-08-13,0,920522,0001140361-13-021459,2013-05-17,2011-08-14,2015-09-28
920522,2013-08-13,0,920522,0001140361-13-012917,2013-03-18,2011-08-14,2015-09-28
920522,2013-08-13,0,920522,0001140361-12-050307,2012-12-10,2011-08-14,2015-09-28
1744489,2008-07-29,0,1001039,0001193125-08-208064,2008-10-08,2006-07-30,2009-01-25
1744489,2008-07-29,0,1001039,0001193125-08-052734,2008-03-11,2006-07-30,2009-01-25
1744489,2008-07-29,0,1001039,0001193125-08-017986,2008-02-01,2006-07-30,2009-01-25
1744489,2008-07-29,0,1001039,0001001039-07-000153,2007-05-02,2006-07-30,2009-01-25
1744489,2008-07-29,0,1001039,0001193125-07-053319,2007-03-13,2006-07-30,2009-01-25
1744489,2008-07-29,0,1001039,0001193125-06-254494,2006-12-15,2006-07-30,2009-01-25
943452,2022-03-15,0,943452,0001140361-22-044669,2022-12-07,2020-03-15,2023-06-28
943452,2022-03-15,0,943452,0001140361-22-024697,2022-07-01,2020-03-15,2023-06-28
943452,2022-03-15,0,943452,0001140361-22-020352,2022-05-24,2020-03-15,2023-06-28
943452,2022-03-15,0,943452,0001140361-22-013268,2022-04-06,2020-03-15,2023-06-28
943452,2022-03-15,0,943452,0001140361-21-031241,2021-09-14,2020-03-15,2023-06-28
943452,2022-03-15,0,943452,0001140361-21-028111,2021-08-12,2020-03-15,2023-06-28
943452,2022-03-15,0,943452,0001140361-21-023780,2021-07-08,2020-03-15,2023-06-28
943452,2022-03-15,0,943452,0001140361-21-018288,2021-05-21,2020-03-15,2023-06-28
943452,2022-03-15,0,943452,0001140361-21-005371,2021-02-18,2020-03-15,2023-06-28
943452,2022-03-15,0,943452,0001140361-20-027975,2020-12-10,2020-03-15,2023-06-28
943452,2022-03-15,0,943452,0001140361-20-017477,2020-08-04,2020-03-15,2023-06-28
943452,2022-03-15,0,943452,0001140361-20-012015,2020-05-20,2020-03-15,2023-06-28
943452,2022-03-15,0,943452,0001140361-20-010932,2020-05-07,2020-03-15,2023-06-28
1000228,2023-09-27,0,1000228,0001193125-24-147029,2024-05-24,2021-09-27,2024-06-03
1000228,2023-09-27,0,1000228,0001193125-23-297629,2023-12-18,2021-09-27,2024-06-03
1000228,2023-09-27,0,1000228,0001193125-23-278944,2023-11-16,2021-09-27,2024-06-03
1000228,2023-09-27,0,1000228,0001193125-23-154352,2023-05-25,2021-09-27,2024-06-03
1000228,2023-09-27,0,1000228,0001193125-22-293869,2022-11-29,2021-09-27,2024-06-03
1000228,2023-09-27,0,1000228,0001193125-22-094333,2022-04-04,2021-09-27,2024-06-03
1000228,2023-09-27,0,1000228,0001193125-22-002148,2022-01-05,2021-09-27,2024-06-03
1000228,2023-09-27,0,1000228,0001193125-21-350793,2021-12-08,2021-09-27,2024-06-03
1001082,2023-02-22,1,1001082,0001104659-23-114464,2023-11-06,2021-02-22,2023-11-11
1001082,2023-02-22,1,1001082,0001104659-23-106153,2023-10-03,2021-02-22,2023-11-11
1001082,2023-02-22,1,1001082,0001104659-23-088620,2023-08-08,2021-02-22,2023-11-11
1001082,2023-02-22,1,1001082,0001001082-23-000031,2023-06-23,2021-02-22,2023-11-11
1001082,2023-02-22,1,1001082,0001001082-23-000008,2023-01-10,2021-02-22,2023-11-11
1001082,2023-02-22,1,1001082,0001001082-22-000013,2022-03-31,2021-02-22,2023-11-11
1001082,2023-02-22,1,1001082,0001001082-22-000006,2022-01-04,2021-02-22,2023-11-11
1001082,2023-05-17,1,1001082,0001104659-23-116755,2023-11-13,2021-05-17,2023-11-13
1001082,2023-05-17,1,1001082,0001104659-23-114464,2023-11-06,2021-05-17,2023-11-13
1001082,2023-05-17,1,1001082,0001104659-23-106153,2023-10-03,2021-05-17,2023-11-13
1001082,2023-05-17,1,1001082,0001104659-23-088620,2023-08-08,2021-05-17,2023-11-13
1001082,2023-05-17,1,1001082,0001001082-23-000031,2023-06-23,2021-05-17,2023-11-13
1001082,2023-05-17,1,1001082,0001001082-23-000008,2023-01-10,2021-05-17,2023-11-13
1001082,2023-05-17,1,1001082,0001001082-22-000013,2022-03-31,2021-05-17,2023-11-13
1001082,2023-05-17,1,1001082,0001001082-22-000006,2022-01-04,2021-05-17,2023-11-13
1001250,2023-05-01,0,1001250,0001001250-23-000119,2023-08-24,2021-05-01,2024-04-16
1001250,2023-05-01,0,1001250,0001001250-22-000114,2022-07-22,2021-05-01,2024-04-16
1001250,2023-05-01,0,1001250,0001001250-22-000105,2022-07-11,2021-05-01,2024-04-16
1001250,2023-05-01,0,1001250,0001001250-22-000048,2022-04-25,2021-05-01,2024-04-16
1001250,2023-05-01,0,1001250,0001001250-22-000023,2022-02-28,2021-05-01,2024-04-16
1001250,2023-05-01,0,1001250,0001001250-22-000020,2022-02-24,2021-05-01,2024-04-16
1001250,2023-05-01,0,1001250,0001001250-21-000168,2021-10-26,2021-05-01,2024-04-16
1001250,2023-05-01,0,1001250,0001001250-21-000111,2021-07-16,2021-05-01,2024-04-16
1001250,2023-05-30,0,1001250,0001001250-23-000119,2023-08-24,2021-05-30,2024-04-15
1001250,2023-05-30,0,1001250,0001001250-22-000114,2022-07-22,2021-05-30,2024-04-15
1001250,2023-05-30,0,1001250,0001001250-22-000105,2022-07-11,2021-05-30,2024-04-15
1001250,2023-05-30,0,1001250,0001001250-22-000048,2022-04-25,2021-05-30,2024-04-15
1001250,2023-05-30,0,1001250,0001001250-22-000023,2022-02-28,2021-05-30,2024-04-15
1001250,2023-05-30,0,1001250,0001001250-22-000020,2022-02-24,2021-05-30,2024-04-15
1001250,2023-05-30,0,1001250,0001001250-21-000168,2021-10-26,2021-05-30,2024-04-15
1001250,2023-05-30,0,1001250,0001001250-21-000111,2021-07-16,2021-05-30,2024-04-15
1001250,2023-07-11,0,1001250,0001001250-23-000119,2023-08-24,2021-07-11,2024-02-27
1001250,2023-07-11,0,1001250,0001001250-22-000114,2022-07-22,2021-07-11,2024-02-27
1001250,2023-07-11,0,1001250,0001001250-22-000105,2022-07-11,2021-07-11,2024-02-27
1001250,2023-07-11,0,1001250,0001001250-22-000048,2022-04-25,2021-07-11,2024-02-27
1001250,2023-07-11,0,1001250,0001001250-22-000023,2022-02-28,2021-07-11,2024-02-27
1001250,2023-07-11,0,1001250,0001001250-22-000020,2022-02-24,2021-07-11,2024-02-27
1001250,2023-07-11,0,1001250,0001001250-21-000168,2021-10-26,2021-07-11,2024-02-27
1001250,2023-07-11,0,1001250,0001001250-21-000111,2021-07-16,2021-07-11,2024-02-27
1002517,2014-12-10,0,1002517,0001193125-15-258580,2015-07-21,2012-12-10,2015-09-16
1002517,2014-12-10,0,1002517,0001193125-15-233526,2015-06-24,2012-12-10,2015-09-16
1002517,2014-12-10,0,1002517,0001193125-15-166554,2015-05-01,2012-12-10,2015-09-16
1002517,2014-12-10,0,1002517,0001002517-15-000004,2015-01-30,2012-12-10,2015-09-16
1002517,2014-12-10,0,1002517,0001002517-14-000051,2014-12-01,2012-12-10,2015-09-16
1002517,2014-12-10,0,1002517,0001002517-14-000040,2014-10-10,2012-12-10,2015-09-16
1002517,2014-12-10,0,1002517,0001193125-14-318861,2014-08-22,2012-12-10,2015-09-16
1002517,2014-12-10,0,1002517,0001002517-14-000020,2014-05-06,2012-12-10,2015-09-16
1002517,2014-12-10,0,1002517,0001002517-14-000016,2014-03-13,2012-12-10,2015-09-16
1002517,2014-12-10,0,1002517,0001002517-14-000003,2014-01-21,2012-12-10,2015-09-16
1002517,2014-12-10,0,1002517,0001002517-13-000062,2013-12-03,2012-12-10,2015-09-16
1002517,2014-12-10,0,1002517,0001002517-13-000053,2013-11-18,2012-12-10,2015-09-16
1002517,2014-12-10,0,1002517,0001193125-13-393693,2013-10-08,2012-12-10,2015-09-16
1002517,2014-12-10,0,1002517,0001193125-13-017607,2013-01-18,2012-12-10,2015-09-16
1002517,2014-12-10,0,1002517,0001193125-12-501951,2012-12-13,2012-12-10,2015-09-16
1041061,2023-01-13,0,1041061,0001041061-23-000043,2023-08-17,2021-01-13,2023-10-04
1041061,2023-01-13,0,1041061,0001041061-23-000035,2023-07-19,2021-01-13,2023-10-04
1041061,2023-01-13,0,1041061,0001041061-23-000033,2023-06-29,2021-01-13,2023-10-04
1041061,2023-01-13,0,1041061,0001104659-22-129816,2022-12-23,2021-01-13,2023-10-04
1041061,2023-01-13,0,1041061,0001041061-21-000048,2021-09-22,2021-01-13,2023-10-04
1041061,2023-01-13,0,1041061,0001041061-21-000003,2021-02-02,2021-01-13,2023-10-04
1048911,2011-05-01,0,1048911,0000950123-10-090493,2010-09-30,2009-05-01,2011-12-21
1048911,2011-05-01,0,1048911,0000950123-10-058498,2010-06-16,2009-05-01,2011-12-21
1048911,2011-05-01,0,1048911,0000950123-09-056728,2009-11-03,2009-05-01,2011-12-21
1048911,2011-05-01,0,1048911,0000950123-09-044728,2009-09-22,2009-05-01,2011-12-21
1048911,2011-05-01,0,1048911,0000950123-09-012599,2009-06-09,2009-05-01,2011-12-21
1051470,2013-10-31,0,1051470,0001193125-14-069855,2014-02-26,2011-11-01,2014-05-14
1051470,2013-10-31,0,1051470,0001193125-14-062781,2014-02-21,2011-11-01,2014-05-14
1051470,2013-10-31,0,1051470,0000950157-13-000209,2013-05-29,2011-11-01,2014-05-14
1051470,2013-10-31,0,1051470,0001193125-13-080108,2013-02-27,2011-11-01,2014-05-14
1051470,2013-10-31,0,1051470,0001193125-12-078385,2012-02-24,2011-11-01,2014-05-14
1051470,2013-11-19,0,1051470,0001193125-14-069855,2014-02-26,2011-11-20,2014-05-18
1051470,2013-11-19,0,1051470,0001193125-14-062781,2014-02-21,2011-11-20,2014-05-18
1051470,2013-11-19,0,1051470,0000950157-13-000209,2013-05-29,2011-11-20,2014-05-18
1051470,2013-11-19,0,1051470,0001193125-13-080108,2013-02-27,2011-11-20,2014-05-18
1051470,2013-11-19,0,1051470,0001193125-12-078385,2012-02-24,2011-11-20,2014-05-18
1058290,2020-04-09,0,1058290,0001206774-20-002232,2020-07-29,2018-04-10,2020-12-28
1058290,2020-04-09,0,1058290,0001058290-20-000013,2020-03-09,2018-04-10,2020-12-28
1058290,2020-04-09,0,1058290,0001058290-20-000004,2020-02-05,2018-04-10,2020-12-28
1058290,2020-04-09,0,1058290,0001058290-19-000038,2019-12-06,2018-04-10,2020-12-28
1058290,2020-04-09,0,1058290,0001058290-19-000030,2019-09-23,2018-04-10,2020-12-28
1058290,2020-04-09,0,1058290,0001058290-19-000028,2019-09-20,2018-04-10,2020-12-28
1058290,2020-04-09,0,1058290,0001058290-19-000021,2019-07-18,2018-04-10,2020-12-28
1058290,2020-04-09,0,1058290,0001058290-19-000006,2019-02-06,2018-04-10,2020-12-28
1058290,2020-04-09,0,1058290,0001058290-18-000044,2018-11-05,2018-04-10,2020-12-28
1058290,2020-04-09,0,1058290,0001058290-18-000021,2018-06-13,2018-04-10,2020-12-28
1058290,2020-04-09,0,1058290,0001058290-18-000019,2018-06-07,2018-04-10,2020-12-28
1060391,2013-08-10,0,1060391,0001060391-14-000007,2014-02-12,2011-08-11,2014-02-22
1060391,2013-08-10,0,1060391,0001060391-13-000038,2013-10-10,2011-08-11,2014-02-22
1060391,2013-08-10,0,1060391,0001060391-13-000035,2013-08-26,2011-08-11,2014-02-22
1060391,2013-08-10,0,1060391,0001060391-13-000021,2013-04-29,2011-08-11,2014-02-22
1060391,2013-08-10,0,1060391,0001060391-12-000023,2012-12-18,2011-08-11,2014-02-22
1060391,2013-08-10,0,1060391,0001060391-12-000012,2012-08-21,2011-08-11,2014-02-22
1060391,2013-08-10,0,1060391,0001193125-12-282327,2012-06-25,2011-08-11,2014-02-22
1060391,2013-08-10,0,1060391,0001193125-12-186198,2012-04-26,2011-08-11,2014-02-22
1060391,2013-08-10,0,1060391,0001193125-12-144048,2012-03-30,2011-08-11,2014-02-22
1060391,2013-08-10,0,1060391,0001193125-11-350759,2011-12-22,2011-08-11,2014-02-22
1060391,2013-08-10,0,1060391,0001193125-11-326028,2011-11-30,2011-08-11,2014-02-22
1060391,2013-08-26,0,1060391,0001060391-14-000007,2014-02-12,2011-08-27,2014-02-22
1060391,2013-08-26,0,1060391,0001060391-13-000038,2013-10-10,2011-08-27,2014-02-22
1060391,2013-08-26,0,1060391,0001060391-13-000035,2013-08-26,2011-08-27,2014-02-22
1060391,2013-08-26,0,1060391,0001060391-13-000021,2013-04-29,2011-08-27,2014-02-22
1060391,2013-08-26,0,1060391,0001060391-12-000023,2012-12-18,2011-08-27,2014-02-22
1060391,2013-08-26,0,1060391,0001060391-12-000012,2012-08-21,2011-08-27,2014-02-22
1060391,2013-08-26,0,1060391,0001193125-12-282327,2012-06-25,2011-08-27,2014-02-22
1060391,2013-08-26,0,1060391,0001193125-12-186198,2012-04-26,2011-08-27,2014-02-22
1060391,2013-08-26,0,1060391,0001193125-12-144048,2012-03-30,2011-08-27,2014-02-22
1060391,2013-08-26,0,1060391,0001193125-11-350759,2011-12-22,2011-08-27,2014-02-22
1060391,2013-08-26,0,1060391,0001193125-11-326028,2011-11-30,2011-08-27,2014-02-22
1060391,2019-02-01,0,1060391,0001060391-21-000027,2021-06-28,2017-02-01,2022-03-18
1060391,2019-02-01,0,1060391,0001193125-21-100584,2021-03-30,2017-02-01,2022-03-18
1060391,2019-02-01,0,1060391,0001193125-21-095518,2021-03-26,2017-02-01,2022-03-18
1060391,2019-02-01,0,1060391,0001060391-21-000005,2021-02-17,2017-02-01,2022-03-18
1060391,2019-02-01,0,1060391,0001060391-20-000048,2020-07-30,2017-02-01,2022-03-18
1060391,2019-02-01,0,1060391,0001060391-20-000042,2020-06-04,2017-02-01,2022-03-18
1060391,2019-02-01,0,1060391,0001060391-20-000039,2020-05-21,2017-02-01,2022-03-18
1060391,2019-02-01,0,1060391,0001193125-20-060522,2020-03-03,2017-02-01,2022-03-18
1060391,2019-02-01,0,1060391,0001193125-19-133178,2019-05-01,2017-02-01,2022-03-18
1060391,2019-02-01,0,1060391,0001193125-18-288678,2018-10-01,2017-02-01,2022-03-18
1060391,2019-02-01,0,1060391,0001193125-18-219719,2018-07-17,2017-02-01,2022-03-18
1060391,2019-02-01,0,1060391,0001193125-18-036970,2018-02-09,2017-02-01,2022-03-18
1060391,2019-02-01,0,1060391,0001193125-17-363416,2017-12-07,2017-02-01,2022-03-18
1060391,2019-02-01,0,1060391,0001060391-17-000039,2017-07-31,2017-02-01,2022-03-18
1060391,2019-02-01,0,1060391,0001060391-17-000013,2017-02-17,2017-02-01,2022-03-18
1060391,2021-09-20,0,1060391,0001060391-21-000027,2021-06-28,2019-09-21,2022-03-19
1060391,2021-09-20,0,1060391,0001193125-21-100584,2021-03-30,2019-09-21,2022-03-19
1060391,2021-09-20,0,1060391,0001193125-21-095518,2021-03-26,2019-09-21,2022-03-19
1060391,2021-09-20,0,1060391,0001060391-21-000005,2021-02-17,2019-09-21,2022-03-19
1060391,2021-09-20,0,1060391,0001060391-20-000048,2020-07-30,2019-09-21,2022-03-19
1060391,2021-09-20,0,1060391,0001060391-20-000042,2020-06-04,2019-09-21,2022-03-19
1060391,2021-09-20,0,1060391,0001060391-20-000039,2020-05-21,2019-09-21,2022-03-19
1060391,2021-09-20,0,1060391,0001193125-20-060522,2020-03-03,2019-09-21,2022-03-19
1060391,2022-04-09,0,1060391,0001060391-21-000027,2021-06-28,2020-04-09,2022-11-30
1060391,2022-04-09,0,1060391,0001193125-21-100584,2021-03-30,2020-04-09,2022-11-30
1060391,2022-04-09,0,1060391,0001193125-21-095518,2021-03-26,2020-04-09,2022-11-30
1060391,2022-04-09,0,1060391,0001060391-21-000005,2021-02-17,2020-04-09,2022-11-30
1060391,2022-04-09,0,1060391,0001060391-20-000048,2020-07-30,2020-04-09,2022-11-30
1060391,2022-04-09,0,1060391,0001060391-20-000042,2020-06-04,2020-04-09,2022-11-30
1060391,2022-04-09,0,1060391,0001060391-20-000039,2020-05-21,2020-04-09,2022-11-30
1067837,2019-09-18,0,1067837,0001193125-20-102721,2020-04-09,2017-09-18,2021-01-20
1067837,2019-09-18,0,1067837,0001193125-20-064544,2020-03-06,2017-09-18,2021-01-20
1067837,2019-09-18,0,1067837,0001193125-20-044811,2020-02-21,2017-09-18,2021-01-20
1067837,2019-09-18,0,1067837,0001193125-19-273550,2019-10-24,2017-09-18,2021-01-20
1067837,2019-09-18,0,1067837,0001193125-19-256917,2019-09-27,2017-09-18,2021-01-20
1067837,2019-09-18,0,1067837,0001193125-18-356367,2018-12-21,2017-09-18,2021-01-20
1067837,2019-09-18,0,1067837,0001193125-18-342316,2018-12-04,2017-09-18,2021-01-20
1067837,2019-09-18,0,1067837,0001193125-18-300274,2018-10-16,2017-09-18,2021-01-20
1067837,2019-09-18,0,1067837,0001193125-17-347026,2017-11-17,2017-09-18,2021-01-20
1091667,2008-07-14,1,1091667,0001091667-09-000003,2009-01-14,2006-07-15,2009-02-01
1091667,2008-07-14,1,1091667,0001091667-08-000201,2008-12-11,2006-07-15,2009-02-01
1091667,2008-07-14,1,1091667,0001091667-08-000197,2008-12-05,2006-07-15,2009-02-01
1091667,2008-07-14,1,1091667,0001091667-08-000171,2008-09-30,2006-07-15,2009-02-01
1091667,2008-07-14,1,1091667,0001091667-08-000143,2008-07-08,2006-07-15,2009-02-01
1091667,2008-07-14,1,1091667,0001091667-08-000129,2008-06-23,2006-07-15,2009-02-01
1091667,2008-07-14,1,1091667,0001271834-08-000007,2008-04-08,2006-07-15,2009-02-01
1091667,2008-07-14,1,1091667,0001271834-08-000003,2008-03-24,2006-07-15,2009-02-01
1091667,2008-07-14,1,1091667,0001091667-08-000035,2008-03-11,2006-07-15,2009-02-01
1091667,2008-07-14,1,1091667,0001091667-08-000034,2008-03-11,2006-07-15,2009-02-01
