permno,ticker,comnam,siccd,exchcd,shrcd,namedt,nameendt
23944,PHIN,PHINIA INC,3519,1,11,2023-07-05,2024-12-31
23945,JUNW,A I M E T F PRODUCTS TRUST,6726,4,73,2023-06-01,2024-12-31
23946,JUNT,A I M E T F PRODUCTS TRUST,6726,4,73,2023-06-01,2024-12-31
23947,AVNV,AMERICAN CENTURY E T F TRUST,6726,4,73,2023-06-29,2024-12-31
23948,AVNM,AMERICAN CENTURY E T F TRUST,6726,4,73,2023-06-29,2024-12-31
23949,AVMA,AMERICAN CENTURY E T F TRUST,6726,4,73,2023-06-29,2024-12-31
23950,AVGV,AMERICAN CENTURY E T F TRUST,6726,4,73,2023-06-29,2024-12-31
23951,AZTR,AZITRA INC,8731,2,11,2023-06-16,2024-06-30
23951,AZTR,AZITRA INC,8731,2,11,2024-07-01,2024-12-31
23952,IVVM,BLACKROCK E T F TRUST II,6726,5,73,2023-06-30,2024-12-31
23953,IVVB,BLACKROCK E T F TRUST II,6726,5,73,2023-06-30,2024-12-31
23954,HTUS,CAPITOL SERIES TRUST,6726,4,73,2023-06-05,2024-12-31
23955,DFCA,DIMENSIONAL E T F TRUST,6726,4,73,2023-06-27,2024-12-31
23956,HCMT,DIREXION SHARES E T F TRUST,6726,4,73,2023-06-22,2024-12-31
23957,DUBS,E T F SERIES SOLUTIONS,6726,5,73,2023-06-14,2024-12-31
23958,,GLEANER HARVESTER CO,3520,1,10,1949-03-28,1955-02-04
23959,CLCN,CLARCAN PETROLEUM CORP,1311,3,10,1973-02-09,1974-04-01
23960,RMIF,E T F SERIES SOLUTIONS,6726,5,73,2023-06-09,2024-12-31
23961,EVXX,E T F SERIES SOLUTIONS,6726,4,73,2023-06-13,2024-03-27
23962,GJUN,FIRST TRUST E T F VIII,6726,5,73,2023-06-20,2024-12-31
23963,INCM,FRANKLIN TEMPLETON E T F TRUST,6726,4,73,2023-06-08,2024-12-31
23964,CLIP,GLOBAL X FUNDS,6726,4,73,2023-06-21,2024-06-16
23964,CLIP,GLOBAL X FUNDS,6726,4,73,2024-06-17,2024-12-31
23965,GXUS,GOLDMAN SACHS E T F TRUST II,6726,4,73,2023-06-07,2024-12-31
23966,,M & M WOOD WORKING CO,2410,1,10,1949-03-09,1956-08-17
23967,CLRN,CLARION CAPITAL CORP,6799,3,11,1984-07-09,1986-03-31
23967,CLRN,CLARION CAPITAL CORP,6150,3,11,1986-04-01,1990-01-04
23968,IBHJ,ISHARES TRUST,6726,5,73,2023-06-23,2024-12-31
23969,IBDY,ISHARES TRUST,6726,4,73,2023-06-23,2024-12-31
23970,KGS,KODIAK GAS SERVICES INC,7699,1,11,2023-06-29,2024-06-19
23970,KGS,KODIAK GAS SERVICES INC,1389,1,11,2024-06-20,2024-12-31
23971,BDVG,LITMAN GREGORY FUNDS TRUST,6726,4,73,2023-06-30,2024-12-31
23972,LSGR,NATIXIS E T F TRUST II,6726,4,73,2023-06-29,2024-12-31
23973,FFLS,NORTHERN LIGHTS FUND TR II,6726,4,73,2023-06-21,2024-12-31
23974,,AFFILIATED GAS EQUIP INC,3430,1,10,1949-04-19,1955-02-28
23975,CLRK,CLARK J L MFG CO,3411,3,11,1972-12-14,1987-09-30
23975,CLRK,CLARCOR INC,3411,3,11,1987-10-01,1992-03-17
23975,CLC,CLARCOR INC,3411,1,11,1992-03-18,1998-08-31
23975,CLC,CLARCOR INC,3714,1,11,1998-09-01,2001-01-31
23975,CLC,CLARCOR INC,5013,1,11,2001-02-01,2006-06-29
23975,CLC,CLARCOR INC,3714,1,11,2006-06-30,2017-02-27
23976,BILZ,PIMCO E T F TRUST,6726,4,73,2023-06-22,2024-12-31
23977,PYLD,PIMCO E T F TRUST,6726,4,73,2023-06-22,2024-12-31
23978,SVV,SAVERS VALUE VILLAGE INC,5999,1,11,2023-06-29,2024-12-31
23979,EQLS,SIMPLIFY EXCHANGE TRADED FUNDS,6726,4,73,2023-06-14,2024-12-31
23980,CRDT,SIMPLIFY EXCHANGE TRADED FUNDS,6726,4,73,2023-06-27,2024-12-31
23981,TMSL,T ROWE PRICE E T F INC,6726,4,73,2023-06-15,2024-12-31
23982,,GARRETT CORP,3720,1,10,1949-04-25,1962-07-01
23982,GAR,GARRETT CORP,3720,1,10,1962-07-02,1964-01-20
23983,CLKE,CLARKE CORP,3253,3,10,1976-05-06,1982-10-21
23984,TOUS,T ROWE PRICE E T F INC,6726,4,73,2023-06-15,2024-12-31
23985,TGRT,T ROWE PRICE E T F INC,6726,4,73,2023-06-15,2024-12-31
23986,TVAL,T ROWE PRICE E T F INC,6726,4,73,2023-06-15,2024-12-31
23987,TCAF,T ROWE PRICE E T F INC,6726,4,73,2023-06-15,2024-12-31
23988,TUNE,TIDAL TRUST II,6726,4,73,2023-06-22,2023-11-16
23989,VTMX,CORPORACION IN VEST S A B DE C V,6719,1,31,2023-06-30,2024-12-31
23990,,ROHM & HAAS CO,2810,1,11,1949-04-20,1962-07-01
23990,ROH,ROHM & HAAS CO,2821,1,11,1962-07-02,1968-01-01
23990,ROH,ROHM & HAAS CO,2821,1,11,1968-01-02,2009-04-01
23991,WBED,CLASSIC CORP,2515,3,10,1983-10-12,1989-02-24
23992,BITX,VOLATILITY SHARES TRUST,6726,5,73,2023-06-27,2024-12-31
23993,AACT,ARES ACQUISITION CORP II,6799,1,12,2023-06-12,2024-12-31
24193,CRV,COAST DISTRIBUTION SYSTEM INC,5013,2,11,2011-06-10,2015-08-19
23994,FIHL,FIDELIS INSURANCE HOLDINGS LTD,6719,1,12,2023-06-29,2024-12-31
23995,MTAL,METALS ACQUISITION LTD,6799,1,12,2023-06-16,2024-12-02
23995,MTAL,M A C COPPER LTD,6799,1,12,2024-12-03,2024-12-31
23996,ALCY,ALCHEMY INVESTMENTS ACQ CORP 1,9999,3,12,2023-06-26,2024-12-31
23997,BENF,BENEFICIENT,9999,3,11,2023-06-08,2024-04-17
23997,BENF,BENEFICIENT,9999,3,11,2024-04-18,2024-12-31
23998,BOF,BRANCHOUT FOOD INC,9999,3,11,2023-06-16,2024-12-31
23999,CISS,C3IS INC,9999,3,12,2023-06-22,2024-04-11
23999,CISS,C3IS INC,9999,3,12,2024-04-12,2024-12-31
24000,CJET,CHIJET MOTOR COMPANY INC,9999,3,12,2023-06-02,2024-07-07
24000,CJET,CHIJET MOTOR COMPANY INC,9999,3,12,2024-07-08,2024-12-31
24001,FBOT,FIDELITY COVINGTON TRUST,6726,3,73,2023-06-12,2024-12-31
24002,,DELAWARE POWER & LIGHT CO,4910,1,11,1949-05-09,1962-07-01
24002,DEW,DELAWARE POWER & LIGHT CO,4931,1,11,1962-07-02,1966-05-15
24002,DEW,DELMARVA POWER & LIGHT CO,4931,1,11,1966-05-16,1968-01-01
24002,DEW,DELMARVA POWER & LIGHT CO,4931,1,11,1968-01-02,1998-03-01
24002,CIV,CONECTIV INC,4931,1,11,1998-03-02,2002-08-01
24003,CLSS,CLASSIFIED FINANCIAL CORP,6331,3,10,1972-12-14,1986-03-31
24003,CLSS,CLASSIFIED FINANCIAL CORP,6150,3,10,1986-04-01,1986-10-14
24003,,CLASSIFIED FINANCIAL CORP,6150,0,10,1986-10-15,1987-05-17
24003,CLSS,CLASSIFIED FINANCIAL CORP,6150,3,10,1987-05-18,1990-09-28
24004,FDCF,FIDELITY COVINGTON TRUST,6726,3,73,2023-06-12,2024-12-31
24005,FDFF,FIDELITY COVINGTON TRUST,6726,3,73,2023-06-12,2024-12-31
24006,FDIF,FIDELITY COVINGTON TRUST,6726,3,73,2023-06-20,2024-12-31
24007,FDTX,FIDELITY COVINGTON TRUST,6726,3,73,2023-06-12,2024-12-31
24008,FMED,FIDELITY COVINGTON TRUST,6726,3,73,2023-06-12,2024-12-31
24009,GENK,GEN RESTAURANT GROUP INC,9999,3,11,2023-06-28,2024-12-31
24010,,MIDDLE SOUTH UTILITIES INC,4910,1,11,1949-05-31,1962-07-01
24010,MSU,MIDDLE SOUTH UTILITIES INC,4911,1,11,1962-07-02,1968-01-01
24010,MSU,MIDDLE SOUTH UTILITIES INC,4911,1,11,1968-01-02,1989-05-21
24010,ETR,ENTERGY CORP,4911,1,11,1989-05-22,1994-01-02
24010,ETR,ENTERGY CORP NEW,4911,31,11,1994-01-03,1994-01-17
24010,ETR,ENTERGY CORP NEW,4911,1,11,1994-01-18,2001-01-31
24010,ETR,ENTERGY CORP NEW,4931,1,11,2001-02-01,2004-02-17
24010,ETR,ENTERGY CORP NEW,4911,1,11,2004-02-18,2014-01-08
24010,ETR,ENTERGY CORP NEW,4931,1,11,2014-01-09,2015-06-30
24010,ETR,ENTERGY CORP NEW,4911,1,11,2015-07-01,2024-12-31
24011,CLAY,CLAYTON CORP,0,3,10,1975-04-04,1985-03-28
24011,CLAY,CLAYTON CORP,3499,3,10,1985-03-29,1987-09-15
24012,GODN,GOLDEN STAR ACQUISITION CORP,9999,3,12,2023-06-28,2024-12-31
24013,IBTO,ISHARES TRUST,6726,3,73,2023-06-29,2024-12-31
24014,ICOP,ISHARES TRUST,6726,3,73,2023-06-23,2024-12-31
24015,ILIT,ISHARES TRUST,6726,3,73,2023-06-23,2024-12-31
24016,INDV,INDIVIOR PLC,9999,3,12,2023-06-12,2024-12-31
24017,INTS,INTENSITY THERAPEUTICS INC,9999,3,11,2023-06-30,2024-12-31
24018,PRVT,TIDAL E T F TRUST,6726,3,73,2023-06-13,2024-01-28
24018,REAI,TIDAL E T F TRUST,6726,3,73,2024-01-29,2024-12-31
24019,RUNN,KELLY STRATEGIC ETF TRUST,6726,3,73,2023-06-08,2023-07-26
24019,RUNN,STRATEGIC TRUST,6726,3,73,2023-07-27,2024-12-31
24020,USCL,ISHARES TRUST,6726,3,73,2023-06-08,2024-12-31
24021,VFLO,VICTORY PORTFOLIOS II,6726,3,73,2023-06-22,2024-12-31
24022,BATRA,ATLANTA BRAVES HOLDINGS INC,9999,3,11,2023-07-19,2024-12-31
24023,BATRK,ATLANTA BRAVES HOLDINGS INC,9999,3,11,2023-07-19,2024-12-31
24024,AVDS,AMERICAN CENTURY E T F TRUST,6726,4,73,2023-07-20,2024-12-31
24025,MUSQ,EXCHANGE TRADED CONCEPTS TR,6726,4,73,2023-07-07,2024-12-31
24026,XJUL,FIRST TRUST E T F VIII,6726,5,73,2023-07-24,2024-12-31
24027,GJUL,FIRST TRUST E T F VIII,6726,5,73,2023-07-24,2024-12-31
24028,DYLG,GLOBAL X FUNDS,6726,4,73,2023-07-26,2024-12-31
24029,,BENGUET CONS MNG CO,1000,1,12,1949-06-27,1956-06-20
24029,,BENGUET CONS INC,1000,1,12,1956-06-21,1962-07-01
24029,BE,BENGUET CONSOLIDATED INC,1041,1,12,1962-07-02,1968-01-01
24029,BE,BENGUET CONSOLIDATED INC,1041,1,12,1968-01-02,1974-03-11
24029,BE,BENGUET CONSOLIDATED INC,1041,1,12,1974-03-12,1980-06-30
24029,BE,BENGUET CORP,1041,1,12,1980-07-01,2000-06-09
24030,FLOW,GLOBAL X FUNDS,6726,4,73,2023-07-12,2024-12-31
24031,GPOW,GOLDMAN SACHS E T F TRUST,6726,5,73,2023-07-13,2024-12-31
24032,TJUL,INNOVATOR E T F S TRUST,6726,5,73,2023-07-18,2024-12-31
24033,JULQ,INNOVATOR E T F S TRUST,6726,5,73,2023-07-03,2024-12-31
24034,JULJ,INNOVATOR E T F S TRUST,6726,5,73,2023-07-03,2024-12-31
24035,JULD,INNOVATOR E T F S TRUST,6726,5,73,2023-07-03,2024-12-31
24036,JULH,INNOVATOR E T F S TRUST,6726,5,73,2023-07-03,2024-12-31
24037,,SUNBEAM CORP ILL,3630,1,10,1949-06-13,1962-07-01
24037,SMB,SUNBEAM CORP IL,3634,1,10,1962-07-02,1968-01-01
24037,SMB,SUNBEAM CORP IL,3634,1,10,1968-01-02,1969-07-17
24037,SMB,SUNBEAM CORP DE,3634,1,10,1969-07-18,1981-12-31
24038,CLSM,CLAYTON SILVER MINES,1031,3,10,1980-03-17,1986-03-31
24038,CLSM,CLAYTON SILVER MINES,1040,3,10,1986-04-01,1991-10-29
24039,JPLD,J P MORGAN E T F TRUST,6726,5,73,2023-07-31,2024-12-31
24040,JMHI,J P MORGAN E T F TRUST,6726,4,73,2023-07-17,2024-12-31
24041,JMSI,J P MORGAN E T F TRUST,6726,4,73,2023-07-17,2024-12-31
24042,MKOR,MATTHEWS INTERNATIONAL FUNDS,6726,4,73,2023-07-17,2024-12-31
24043,PAAA,P G I M ETF TRUST,6726,4,73,2023-07-26,2024-12-31
24044,PSDM,P G I M ETF TRUST,6726,5,73,2023-07-26,2024-12-31
24045,,INTERNATIONAL UTILITIES CORP,4920,1,10,1949-07-05,1962-07-01
24045,IU,INTERNATIONAL UTILITIES CORP,6711,1,10,1962-07-02,1968-01-01
24045,IU,INTERNATIONAL UTILITIES CORP,6711,1,10,1968-01-02,1973-04-29
24045,IU,I U INTERNATIONAL CORP,6711,1,10,1973-04-30,1988-05-06
24046,CLCH,CLEAR CHANNEL COMMUNICATIONS INC,4830,3,11,1984-04-19,1987-08-20
24046,CCU,CLEAR CHANNEL COMMUNICATIONS INC,4832,2,11,1987-08-21,1994-11-03
24046,CCU,CLEAR CHANNEL COMMUNICATIONS INC,4832,1,11,1994-11-04,2001-04-01
24046,CCU,CLEAR CHANNEL COMMUNICATIONS INC,7312,1,11,2001-04-02,2001-05-31
24046,CCU,CLEAR CHANNEL COMMUNICATIONS INC,7311,1,11,2001-06-01,2004-01-01
24046,CCU,CLEAR CHANNEL COMMUNICATIONS INC,4832,1,11,2004-01-02,2005-07-10
24046,CCU,CLEAR CHANNEL COMMUNICATIONS INC,8000,1,11,2005-07-11,2005-08-10
24046,CCU,CLEAR CHANNEL COMMUNICATIONS INC,4832,1,11,2005-08-11,2008-07-30
24047,BCHP,PRINCIPAL EXCHANGE TRADED FUNDS,6726,5,73,2023-07-13,2024-12-31
24048,SCYB,SCHWAB STRATEGIC TRUST,6726,4,73,2023-07-11,2024-12-31
24049,CLOX,SERIES PORTFOLIOS TRUST,6726,4,73,2023-07-19,2024-12-31
24050,QIS,SIMPLIFY EXCHANGE TRADED FUNDS,6726,4,73,2023-07-11,2024-12-31
24051,SRFM,SURF AIR MOBILITY INC,4522,1,11,2023-07-27,2024-08-18
24051,SRFM,SURF AIR MOBILITY INC,4522,1,11,2024-08-19,2024-12-31
24052,TXS,TEXAS CAPITAL FUNDS TRUST,6726,4,73,2023-07-13,2024-12-31
24053,,KANSAS POWER & LIGHT CO,4930,1,11,1949-07-22,1962-07-01
24053,KAN,KANSAS POWER & LIGHT CO,4931,1,11,1962-07-02,1968-01-01
24053,KAN,KANSAS POWER & LIGHT CO,4931,1,11,1968-01-02,1992-05-10
24053,WR,WESTERN RESOURCES INC,4931,1,11,1992-05-11,2002-06-23
24053,WR,WESTAR ENERGY INC,4931,1,11,2002-06-24,2006-06-29
24053,WR,WESTAR ENERGY INC,4911,1,11,2006-06-30,2011-06-12
24053,WR,WESTAR ENERGY INC,4931,1,11,2011-06-13,2016-12-18
24053,WR,WESTAR ENERGY INC,4911,1,11,2016-12-19,2018-06-04
24053,EVRG,EVERGY INC,4931,1,11,2018-06-05,2022-12-27
24053,EVRG,EVERGY INC,4931,3,11,2022-12-28,2024-12-31
24054,CLRY,CLEARY PETROLEUM CORP,1311,3,10,1972-12-14,1973-11-06
24055,GOOY,TIDAL TRUST II,6726,4,73,2023-07-28,2024-12-31
24056,FBY,TIDAL TRUST II,6726,4,73,2023-07-28,2024-12-31
24057,AMZY,TIDAL TRUST II,6726,4,73,2023-07-25,2024-12-31
24058,TFPN,TIDAL TRUST II,6726,4,73,2023-07-12,2024-12-31
24059,TSEC,TOUCHSTONE ETF TRUST,6726,4,73,2023-07-19,2024-12-31
24060,LZM,LIFEZONE METALS LTD,6799,1,12,2023-07-06,2024-12-31
24061,,UNITED GAS CORP,4920,1,10,1949-07-06,1962-07-01
24061,UGC,UNITED GAS CORP,4920,1,10,1962-07-02,1968-03-29
24062,CTRIS,CLEVETRUST REALTY INVESTORS,6724,3,48,1972-12-14,1986-03-31
24062,CTRIS,CLEVETRUST REALTY INVESTORS,6730,3,48,1986-04-01,1988-06-30
24062,CTRIS,CLEVETRUST REALTY INVESTORS,6790,3,48,1988-07-01,1998-06-09
24063,SN,SHARKNINJA INC,3639,1,12,2023-07-31,2024-12-31
24064,APGE,APOGEE THERAPEUTICS INC,9999,3,11,2023-07-14,2024-12-31
24065,BGLC,BIONEXUS GENE LAB CORP,9999,3,11,2023-07-20,2024-12-31
24066,CALY,BLACKROCK E T F TRUST II,6726,3,73,2023-07-13,2024-10-09
24066,CALI,BLACKROCK E T F TRUST II,6726,3,73,2024-10-10,2024-12-31
24067,CHPS,D B X ETF TRUST,6726,3,73,2023-07-13,2024-12-31
24068,ELVA,ELECTROVAYA INC,9999,3,12,2023-07-06,2024-12-31
24069,ELWS,EARLYWORKS CO LTD,9999,3,31,2023-07-25,2024-05-15
24069,ELWS,EARLYWORKS CO LTD,9999,3,31,2024-05-16,2024-12-31
24070,ESHA,ESH ACQUISITION CORP,9999,3,11,2023-07-21,2024-12-31
24071,IPXX,INFLECTION POINT ACQ CORP II,9999,3,12,2023-07-17,2024-12-31
24072,JNVR,JANOVER INC,9999,3,11,2023-07-25,2024-12-29
24072,JNVR,JANOVER INC,9999,3,11,2024-12-30,2024-12-31
24073,JPEF,J P MORGAN E T F TRUST,6726,3,73,2023-07-31,2024-12-31
24074,ODD,ODDITY TECH LTD,9999,3,12,2023-07-19,2024-12-31
24075,PRZO,PARAZERO TECHNOLOGIES LTD,9999,3,12,2023-07-27,2024-12-31
24076,PSWD,D B X ETF TRUST,6726,3,73,2023-07-13,2024-12-31
24077,PWM,PRESTIGE WEALTH INC,9999,3,12,2023-07-06,2024-01-31
24077,PWM,PRESTIGE WEALTH INC,9999,3,12,2024-02-01,2024-12-31
24078,SGMT,SAGIMET BIOSCIENCES INC,9999,3,11,2023-07-14,2024-12-31
24079,SXTP,60 DEGREES PHARMACEUTICALS INC,9999,3,11,2023-07-12,2024-08-11
24079,SXTP,60 DEGREES PHARMACEUTICALS INC,9999,3,11,2024-08-12,2024-12-31
24080,TSBX,TURNSTONE BIOLOGICS CORP,9999,3,11,2023-07-21,2024-12-31
24081,UPGR,D B X ETF TRUST,6726,3,73,2023-07-13,2024-12-31
24082,USFI,FRANKLIN TEMPLETON E T F TRUST,6726,3,73,2023-07-27,2024-12-31
24083,WRNT,WARRANTEE INC,9999,3,31,2023-07-25,2024-08-06
24084,LLYVA,LIBERTY MEDIA CORP 3RD NEW,9999,3,11,2023-08-04,2024-12-31
24085,LLYVK,LIBERTY MEDIA CORP 3RD NEW,9999,3,11,2023-08-04,2024-12-31
24086,ALUR,ALLURION TECHNOLOGIES INC,6799,1,11,2023-08-02,2024-12-31
24087,NRXS,NEURAXIS INC,5047,2,11,2023-08-09,2024-12-31
24088,,FAMILY FIN CORP,6140,1,10,1949-08-01,1962-07-01
24088,FAM,FAMILY FIN CORP,6145,1,10,1962-07-02,1968-01-01
24088,FAM,FAMILY FIN CORP,6145,1,10,1968-01-02,1973-07-01
24088,ARR,ARISTAR INC,6145,1,10,1973-07-02,1979-01-26
24089,CLIN,CLINI THERM CORP,3841,3,10,1981-01-23,1990-10-16
24090,DBD,DIEBOLD NIXDORF INC,3578,1,11,2023-08-14,2024-12-31
24091,BVFL,BV FINANCIAL INC,9999,3,11,2023-08-01,2024-12-31
24092,CTNT,CHEETAH NET SUPPLY CHAIN SERV IN,9999,3,11,2023-08-01,2024-10-23
24092,CTNT,CHEETAH NET SUPPLY CHAIN SERV IN,9999,3,11,2024-10-24,2024-12-31
24093,HRYU,HANRYU HOLDINGS INC,9999,3,11,2023-08-01,2024-12-17
24093,GITS,GLOBAL INTERACTIVE TECH INC,9999,3,11,2024-12-18,2024-12-31
24094,MIRA,MIRA PHARMACEUTICALS INC,9999,3,11,2023-08-03,2024-12-31
24095,LQR,LQR HOUSE INC,9999,3,11,2023-08-10,2023-11-29
24095,LQR,LQR HOUSE INC,9999,3,11,2023-11-30,2024-12-15
24095,YHC,LQR HOUSE INC,9999,3,11,2024-12-16,2024-12-31
24096,,NEW YORK ST ELEC & GAS CORP,4910,1,11,1949-08-15,1962-07-01
24096,NGE,NEW YORK ST ELEC & GAS CORP,4931,1,11,1962-07-02,1968-01-01
24096,NGE,NEW YORK ST ELEC & GAS CORP,4931,1,11,1968-01-02,1998-04-30
24096,NEG,ENERGY EAST CORP,4931,1,11,1998-05-01,2000-09-04
24096,EAS,ENERGY EAST CORP,4931,1,11,2000-09-05,2005-03-15
24096,EAS,ENERGY EAST CORP,1000,1,11,2005-03-16,2005-08-09
24096,EAS,ENERGY EAST CORP,4911,1,11,2005-08-10,2008-09-16
24097,CLDA,CLINICAL DATA INC,3841,3,11,1983-04-27,1986-03-31
24097,CLDA,CLINICAL DATA INC,3670,3,11,1986-04-01,1987-06-30
24097,CLDA,CLINICAL DATA INC,8090,3,11,1987-07-01,1994-04-12
24097,NOVI,NOVITRON INTERNATIONAL INC,8090,3,11,1994-04-13,1996-12-03
24097,NOVI,NOVITRON INTERNATIONAL INC,8090,3,11,1996-12-04,2003-10-06
24097,CLDA,CLINICAL DATA INC NEW,8090,3,11,2003-10-07,2011-04-13
24098,SPGC,SACKS PARENTE GOLF INC,9999,3,11,2023-08-15,2024-07-29
24098,SPGC,SACKS PARENTE GOLF INC,9999,3,11,2024-07-30,2024-12-31
24099,SRM,S R M ENTERTAINMENT INC,9999,3,11,2023-08-15,2024-12-31
24100,SEZL,SEZZLE INC,9999,3,11,2023-08-17,2023-08-17
24100,SEZL,SEZZLE INC,9999,-1,11,2023-08-18,2023-09-13
24100,SEZL,SEZZLE INC,9999,3,11,2023-09-14,2024-12-31
24101,FMST,FOREMOST LITHIUM RES & TECH LTD,9999,3,12,2023-08-22,2024-10-13
24101,FMST,FOREMOST CLEAN ENERGY LTD,9999,3,12,2024-10-14,2024-12-31
24102,ESGL,ESGL HOLDINGS LTD,9999,3,12,2023-08-04,2024-12-31
24103,BUXX,E A SERIES TRUST,6726,1,73,2023-08-10,2024-12-31
24104,STXT,E A SERIES TRUST,6726,1,73,2023-08-10,2024-12-31
24105,CANC,TEMA E T F TRUST,6726,3,73,2023-08-15,2024-12-31
24106,ROE,E A SERIES TRUST,6726,3,73,2023-08-01,2024-12-31
24107,AMDS,GRANITESHARES E T F TRUST,6726,3,73,2023-08-22,2024-12-31
24108,NVD,GRANITESHARES E T F TRUST,6726,3,73,2023-08-22,2024-11-03
24108,NVD,GRANITESHARES E T F TRUST,6726,3,73,2024-11-04,2024-12-31
24109,,AMERICAN GAS & ELECTRIC CO,4910,1,11,1949-09-01,1958-05-11
24109,,AMERICAN ELECTRIC POWER CO INC,4910,1,11,1958-05-12,1962-07-01
24109,AEP,AMERICAN ELECTRIC POWER CO INC,4911,1,11,1962-07-02,1968-01-01
24109,AEP,AMERICAN ELECTRIC POWER CO INC,4911,1,11,1968-01-02,2006-07-27
24109,AEP,AMERICAN ELECTRIC POWER CO INC,6719,1,11,2006-07-28,2006-11-20
24109,AEP,AMERICAN ELECTRIC POWER CO INC,4911,1,11,2006-11-21,2020-09-30
24109,AEP,AMERICAN ELECTRIC POWER CO INC,4911,3,11,2020-10-01,2024-12-31
24110,CLSC,CLINICAL SCIENCES INC,2831,3,11,1972-12-14,1983-02-02
24110,,CLINICAL SCIENCES INC,2831,0,11,1983-02-03,1986-12-01
24110,CLSC,CLINICAL SCIENCES INC,2831,3,11,1986-12-02,1989-12-12
24111,TSDD,GRANITESHARES E T F TRUST,6726,3,73,2023-08-22,2024-12-31
24112,TSLR,GRANITESHARES E T F TRUST,6726,3,73,2023-08-22,2024-12-31
24113,LGRO,ALPS E T F TRUST,6726,3,73,2023-08-23,2024-12-31
24114,IVP,INSPIRE VETERINARY PARTNERS INC,9999,3,11,2023-08-30,2024-05-07
24114,IVP,INSPIRE VETERINARY PARTNERS INC,9999,3,11,2024-05-08,2024-12-31
24115,EXTO,ALMACENES EXITO S A,5499,1,31,2023-08-29,2024-12-31
24116,PXDT,PIXIE DUST TECHNOLOGIES INC,9999,3,31,2023-08-01,2024-11-15
24117,,CENTRAL ILL LT CO,4930,1,11,1949-09-30,1962-07-01
24117,CER,CENTRAL ILL LT CO,4931,1,11,1962-07-02,1968-01-01
24117,CER,CENTRAL ILL LT CO,4931,1,11,1968-01-02,1985-05-06
24117,CER,CILCORP INC,4931,1,11,1985-05-07,1999-10-18
24118,CLND,CLINICAL DIAGNOSTICS INC,3829,3,10,1983-09-29,1986-03-31
24118,CLND,CLINICAL DIAGNOSTICS INC,3840,3,10,1986-04-01,1986-07-02
24119,ROYA,TEMA E T F TRUST,6726,5,73,2023-08-17,2024-07-03
24120,PUTD,TIDAL TRUST II,6726,5,73,2023-08-10,2024-12-31
24121,TGLR,E T F OPPORTUNITIES TRUST,6726,5,73,2023-08-08,2024-12-31
24122,XAUG,FIRST TRUST E T F VIII,6726,5,73,2023-08-21,2024-12-31
24123,GAUG,FIRST TRUST E T F VIII,6726,5,73,2023-08-21,2024-12-31
24124,SAUG,FIRST TRUST E T F VIII,6726,5,73,2023-08-21,2024-12-31
24125,,WEST KY COAL CO,1200,1,10,1949-09-21,1962-07-01
24125,WKY,WEST KY COAL CO,1211,1,10,1962-07-02,1964-07-02
24126,CTME,CLOTHESTIME INC,5621,3,11,1983-12-08,1996-07-25
24127,SDVD,FIRST TRUST E T F IV,6726,5,73,2023-08-10,2024-12-31
24128,TDVI,FIRST TRUST E T F IV,6726,5,73,2023-08-10,2024-12-31
24129,CMCI,VANECK E T F TRUST,6726,5,73,2023-08-23,2024-12-31
24130,HF,TIDAL TRUST II,6726,4,73,2023-08-03,2024-12-11
24130,HF,TIDAL TRUST II,6726,1,73,2024-12-12,2024-12-31
24131,NFLY,TIDAL TRUST II,6726,4,73,2023-08-08,2024-12-31
24132,CONY,TIDAL TRUST II,6726,4,73,2023-08-15,2024-12-31
24133,,DERBY OIL CO,2910,1,10,1949-10-24,1954-11-03
24134,CLOW,CLOW CORP,3079,3,10,1972-12-14,1985-06-27
24135,MSFO,TIDAL TRUST II,6726,4,73,2023-08-25,2024-12-31
24136,DISO,TIDAL TRUST II,6726,4,73,2023-08-25,2024-12-31
24137,DARP,TIDAL TRUST II,6726,4,73,2023-08-28,2024-12-31
24138,RINC,INVESTMENT MANAGERS SERIES TR II,6726,4,73,2023-08-28,2024-12-31
24139,PCGG,LITMAN GREGORY FUNDS TRUST,6726,4,73,2023-08-30,2024-12-31
24140,AUGW,A I M E T F PRODUCTS TRUST,6726,4,73,2023-08-01,2024-12-31
24141,,AMERICAN NAT GAS CO,4920,1,10,1949-11-18,1962-07-01
24141,ANG,AMERICAN NATURAL GAS CO,4923,1,10,1962-07-02,1968-01-01
24141,ANG,AMERICAN NATURAL GAS CO,4923,1,10,1968-01-02,1976-05-09
24141,ANR,AMERICAN NATURAL RESOURCE CO,4923,1,10,1976-05-10,1985-05-15
24142,CLBT,CLUBMART OF AMERICA INC,5330,3,10,1983-05-18,1985-10-03
24142,RTSE,RETAIL SERVICES INC,5331,3,10,1985-10-04,1986-08-13
24143,AUGT,A I M E T F PRODUCTS TRUST,6726,4,73,2023-08-01,2024-12-31
24144,VETZ,TIDAL E T F TRUST,6726,4,73,2023-08-02,2024-12-31
24145,LUXX,LISTED FUNDS TRUST,6726,4,73,2023-08-23,2024-11-27
24146,ZSC,U S C F ETF TRUST,6726,4,73,2023-08-09,2024-12-31
24147,KEM,KRANESHARES TRUST,6726,4,73,2023-08-25,2024-12-31
24148,FIIG,FIRST TRUST E T F IV,6726,4,73,2023-08-03,2024-12-31
