permno,ticker,comnam,siccd,exchcd,shrcd,namedt,nameendt
77264,AMLN,AMYLIN PHARMACEUTICALS INC,2830,3,11,1992-01-17,2012-08-08
77265,APGR,ARCH COMMUNICATIONS GROUP INC,4810,3,11,1992-01-17,1999-06-27
77265,APGR,ARCH COMMUNICATIONS GROUP INC,4810,3,11,1999-06-28,2000-09-24
77265,ARCH,ARCH WIRELESS INC,4812,3,11,2000-09-25,2001-04-27
77266,CRDS,CARDIOPULMONICS INC,3840,3,11,1992-01-17,1994-04-28
77266,IDYN,INNERDYNE MEDICAL INC,3840,3,11,1994-04-29,1994-05-05
77266,IDYN,INNERDYNE INC,3840,3,11,1994-05-06,2000-12-07
77267,FARL,FARREL CORP,3550,3,11,1992-01-17,2001-04-19
77268,ENGL,ENGLE HOMES INC,1520,3,11,1992-01-21,2000-11-22
77269,MENJ,MENLEY & JAMES INC,5120,3,11,1992-01-21,2000-02-23
77270,PPTI,PROTEIN POLYMER TECHNOLOGIES INC,2860,3,11,1992-01-21,1999-09-20
77271,SPNC,SPECTRANETICS CORP,3840,3,11,1992-01-21,2017-08-09
77272,ODDE,ODDS N ENDS INC,5330,3,11,1992-01-21,1994-07-21
77273,CTZN,CITFED BANCORP INC,6030,3,11,1992-01-22,1998-06-25
77274,GILD,GILEAD SCIENCES INC,2830,3,11,1992-01-22,2024-12-31
77275,OTRX,O T R EXPRESS INC,4210,3,11,1992-01-22,1993-10-31
77275,OTRX,O T R EXPRESS INC,4200,3,11,1993-11-01,1994-06-30
77275,OTRX,O T R EXPRESS INC,4210,3,11,1994-07-01,1999-08-12
77275,OTR,O T R EXPRESS INC,4213,2,11,1999-08-13,2001-05-08
77276,PHYC,PHYCOR INC,8090,3,11,1992-01-22,1999-06-30
77276,PHYC,PHYCOR INC,8010,3,11,1999-07-01,2000-08-24
77277,VNTX,VENTRITEX INC,3840,3,11,1992-01-22,1997-05-15
77278,WPIC,WALKER POWER INC,3620,3,11,1992-01-22,1993-02-11
77278,WPIC,W P I GROUP INC,3620,3,11,1993-02-12,2000-03-20
77279,ABAX,ABAXIS INC,3840,3,11,1992-01-23,2018-07-31
77280,SPHX,SPHINX PHARMACEUTICALS CORP,8730,3,11,1992-01-23,1994-09-09
77281,WFMI,WHOLE FOODS MARKET INC,5410,3,11,1992-01-23,2011-05-05
77281,WFM,WHOLE FOODS MARKET INC,5411,3,11,2011-05-06,2017-08-25
77282,MSON,MEDSONIC INC,3840,3,11,1992-01-23,1994-01-17
77282,MSON,MISONIX INC,3840,3,11,1994-01-18,2021-10-28
77283,TGET,TARGET THERAPEUTICS INC,3840,3,11,1992-01-24,1997-04-08
77284,CALL,FLEET CALL INC,4810,3,11,1992-01-28,1993-07-22
77284,CALL,NEXTEL COMMUNICATIONS INC,4810,3,11,1993-07-23,1997-02-02
77284,NXTL,NEXTEL COMMUNICATIONS INC,4810,3,11,1997-02-03,2005-08-12
77285,PCIS,P C I SERVICES INC,7380,3,11,1992-01-28,1994-01-31
77285,PCIS,P C I SERVICES INC,3080,3,11,1994-02-01,1996-10-11
77286,VARS,VARSITY SPIRIT CORP,7030,3,11,1992-01-28,1997-07-25
77287,TBCM,TRIBORO COMMUNICATIONS INC,4811,3,10,1984-03-05,1985-09-19
77288,AVCR,ADVACARE INC,7370,3,11,1992-01-29,1994-11-30
77289,DUSA,DEPRENYL U S A INC,2830,3,11,1992-01-29,1993-06-03
77289,DUSA,DUSA PHARMACEUTICALS INC,2830,3,11,1993-06-04,2012-12-20
77291,MATX,MATRIX PHARMACEUTICAL INC,2830,3,11,1992-01-29,2002-03-28
77292,PDLI,PROTEIN DESIGN LABS INC,2830,3,11,1992-01-29,2006-01-09
77292,PDLI,P D L BIOPHARMA INC,2830,3,11,2006-01-10,2020-12-30
77293,TNCI,T N C MEDIA INC,7820,3,11,1992-01-29,1995-01-02
77293,TNCI,T N C MEDIA INC,1310,3,11,1995-01-03,1995-04-17
77293,GOTH,GOTHIC ENERGY CORP,1310,3,11,1995-04-18,1999-05-26
77294,CVAS,CORVAS INTERNATIONAL INC,2830,3,11,1992-01-30,2003-07-29
77295,TRCO,TRICO PRODUCTS CORP,3714,3,11,1972-12-14,1994-12-23
77296,NOEL,NOEL GROUP INC,1380,3,11,1992-01-30,1994-02-27
77296,NOELZ,NOEL GROUP INC,1380,3,21,1994-02-28,1994-12-15
77296,NOEL,NOEL GROUP INC,1380,3,11,1994-12-16,1999-08-31
77297,OLYM,OLYMPIC FINANCIAL LTD,6140,3,11,1992-01-30,1996-03-26
77297,OLM,OLYMPIC FINANCIAL LTD,6162,1,11,1996-03-27,1997-03-02
77297,OLM,OLYMPIC FINANCIAL LTD,6159,1,11,1997-03-03,1997-05-14
77297,AAC,ARCADIA FINANCIAL LTD,6159,1,11,1997-05-15,1998-08-31
77297,AAC,ARCADIA FINANCIAL LTD,6153,1,11,1998-09-01,2000-04-03
77298,ZYNX,ZYNAXIS INC,8730,3,11,1992-01-30,1992-01-30
77298,ZNXS,ZYNAXIS INC,8730,3,11,1992-01-31,1996-12-23
77299,SVTX,SERVTEX INTERNATIONAL INC,7380,3,11,1992-01-30,1993-10-20
77300,SCTT,SCOTTS CO,2870,3,11,1992-01-31,1995-12-28
77300,SMG,SCOTTS CO,2879,1,11,1995-12-29,2005-03-20
77300,SMG,SCOTTS MIRACLE GRO CO,2879,1,11,2005-03-21,2010-12-16
77300,SMG,SCOTTS MIRACLE GRO CO,2873,1,11,2010-12-17,2012-06-28
77300,SMG,SCOTTS MIRACLE GRO CO,2879,1,11,2012-06-29,2014-01-14
77300,SMG,SCOTTS MIRACLE GRO CO,3542,1,11,2014-01-15,2017-07-11
77300,SMG,SCOTTS MIRACLE GRO CO,3524,1,11,2017-07-12,2020-02-27
77300,SMG,SCOTTS MIRACLE GRO CO,782,1,11,2020-02-28,2024-06-25
77300,SMG,SCOTTS MIRACLE GRO CO,2873,1,11,2024-06-26,2024-12-31
77301,DDJ,AMERICAN ADJUSTABLE RT TM TR 98,6726,1,14,1992-01-23,1995-08-24
77302,SGL,STRATEGIC GLOBAL INCOME FUND INC,6726,1,14,1992-01-24,2016-05-18
77303,ECA,ELECTROCOM AUTOMATION INC,3861,1,11,1992-01-30,1994-09-16
77304,MRG,MARGARETTEN FINANCIAL CORP,6162,1,11,1992-01-29,1994-06-30
77306,HEM,HEMLO GOLD MINES INC,1041,2,12,1992-01-15,1996-07-24
77307,IN,INTEGON CORP DEL,6331,1,11,1992-02-07,1997-10-17
77308,TRID,TRIDAIR INDUSTRIES,3452,3,10,1972-12-14,1976-03-31
77309,PFO,PREFERRED INCOME OPPORTUNITY FD,6726,1,14,1992-02-06,2003-11-16
77309,PFO,FLAHERTY & CRUMRINE PFD INC OPP,6726,1,14,2003-11-17,2020-09-20
77309,PFO,FLAHERTY & CRUMRINE PFD INC OPP,6733,1,14,2020-09-21,2024-06-19
77309,PFO,FLAHERTY & CRUMRINE PFD INC OPP,6722,1,14,2024-06-20,2024-12-31
77310,EFS,ENHANCE FINANCIAL SERVICES GROUP,6331,1,11,1992-02-13,2001-02-28
77311,KIF,KOREAN INVESTMENT FUND INC,6726,1,14,1992-02-14,2001-10-31
77311,KIF,KOREAN INVESTMENT FUND INC,6722,1,14,2001-11-01,2001-11-26
77312,LCA,LIVING CENTERS OF AMERICA INC,8051,1,11,1992-02-14,1997-11-04
77312,PGN,PARAGON HEALTH NETWORK INC,8059,1,11,1997-11-05,1998-08-02
77312,MPN,MARINER POST ACUTE NETWORK INC,8051,1,11,1998-08-03,1999-10-29
77313,BMT,BLACKSTONE INSURED MUNI TERM TR,6726,1,14,1992-02-21,1992-06-22
77313,BMT,BLACKROCK INSURED MUNI TM TR INC,6726,1,14,1992-06-23,2010-12-09
77314,IMT,INTERCAPITAL INSURED MUNI TR,6726,1,44,1992-02-21,1998-12-18
77315,VIM,VAN KAMPEN MERRITT TR INSURD MUN,6726,1,44,1992-02-19,1996-01-01
77315,VIM,VAN KAMPEN AM CAP TR INS MUNS,6726,1,44,1996-01-02,1998-08-30
77315,VIM,VAN KAMPEN TRUST INSURED MUNS,6726,1,44,1998-08-31,2010-05-31
77315,VIM,INVESCO VAN KAMPEN TR INSD MUNIS,6726,1,44,2010-06-01,2012-01-22
77315,VIM,INVESCO VAN KAMPEN TR VAL MUNIS,6726,1,44,2012-01-23,2012-10-12
77316,VGM,VAN KAMPEN MER TR INVT GR MUNI,6726,1,44,1992-02-19,1996-01-01
77316,VGM,VAN KAMPEN AM CAP TR INV GR MUN,6726,1,44,1996-01-02,1998-08-30
77316,VGM,VAN KAMPEN TRUST INVEST GR MUNI,6726,1,44,1998-08-31,2010-05-31
77316,VGM,INVESCO VAN KAMP TR INVT GR MUNS,6726,1,44,2010-06-01,2012-12-02
77316,VGM,INVESCO TRUST INVESTMENT GR MUNS,6726,1,44,2012-12-03,2019-09-08
77316,VGM,INVESCO TRUST INVESTMENT GR MUNS,6733,1,44,2019-09-09,2024-12-31
77317,RXM,A R M FINANCIAL CORP,8748,2,11,1992-02-05,1992-07-16
77317,RXM,R X MEDICAL SERVICES CORP,8748,2,11,1992-07-17,1993-12-29
77317,RXM,R X MEDICAL SERVICES CORP,8748,2,11,1993-12-30,1995-04-17
77317,RXM,R X MEDICAL SERVICES CORP,8748,-2,11,1995-04-18,1995-05-25
77317,RXM,R X MEDICAL SERVICES CORP,8748,2,11,1995-05-26,1996-03-29
77318,ITP,INTERTAPE POLYMER GROUP INC,2821,2,12,1992-02-14,1999-08-15
77318,ITP,INTERTAPE POLYMER GROUP INC,2821,1,12,1999-08-16,2001-08-23
77318,ITP,INTERTAPE POLYMER GROUP INC,2672,1,12,2001-08-24,2006-06-29
77318,ITP,INTERTAPE POLYMER GROUP INC,2671,1,12,2006-06-30,2009-12-02
77319,HURI,HUGHES RESOURCES INC,2410,3,11,1992-02-03,1995-07-30
77319,HURI,HUGHES RESOURCES INC,2411,3,11,1995-07-31,1996-02-28
77319,PRTI,PHOENIX RESOURCES TECHS INC,2410,3,11,1996-02-29,1996-04-24
77320,UNVX,UNIVAX BIOLOGICS INC,2830,3,11,1992-02-04,1992-03-31
77320,UNVX,UNIVAX BIOLOGICS INC,2860,3,11,1992-04-01,1993-10-31
77320,UNVX,UNIVAX BIOLOGICS INC,2830,3,11,1993-11-01,1995-11-28
77321,ECSC,ECOSCIENCE CORP,2870,3,11,1992-02-05,1998-09-30
77321,ECSC,ECOSCIENCE CORP,2870,3,11,1998-10-01,1999-06-30
77322,MDIX,MEDICAL DIAGNOSTICS INC,8090,3,11,1992-02-05,1995-08-30
77323,STAN,STANDISH CARE CO,8360,3,11,1992-02-06,1996-10-14
77323,STAN,CAREMATRIX CORP,8360,3,11,1996-10-15,1996-10-24
77323,CMD,CAREMATRIX CORP,8099,2,11,1996-10-25,1999-04-22
77323,CMDC,CAREMATRIX CORP,8050,3,11,1999-04-23,2000-09-18
77323,CMDC,CAREMATRIX CORP,8051,3,11,2000-09-19,2000-11-09
77324,SAYT,SAYETT GROUP INC,3990,3,11,1992-02-06,1995-10-31
77324,SAYT,SAYETT GROUP INC,6740,3,11,1995-11-01,1996-07-07
77324,SLHT,SPATIALIGHT INC,6740,3,11,1996-07-08,1997-04-01
77324,,SPATIALIGHT INC,6740,0,11,1997-04-02,2000-05-23
77324,HDTV,SPATIALIGHT INC,6740,3,11,2000-05-24,2007-06-14
77325,DURA,DURA PHARMACEUTICALS INC,2830,3,11,1992-02-07,2000-11-09
77326,INOW,INFONOW CORP,5960,3,11,1992-02-07,1994-08-03
77326,,INFONOW CORP,5960,0,11,1994-08-04,2000-04-16
77326,INOW,INFONOW CORP,5960,3,11,2000-04-17,2000-07-31
77326,INOW,INFONOW CORP,7373,3,11,2000-08-01,2005-12-19
77327,DSSI,DEFENSE SOFTWARE & SYSTEMS INC,7370,3,11,1992-02-11,1993-07-11
77327,DSSI,DATA SYSTEMS & SOFTWARE INC,7370,3,11,1993-07-12,2000-07-31
77327,DSSI,DATA SYSTEMS & SOFTWARE INC,7372,3,11,2000-08-01,2004-02-26
77327,DSSC,DATA SYSTEMS & SOFTWARE INC,7372,3,11,2004-02-27,2004-04-11
77327,DSSI,DATA SYSTEMS & SOFTWARE INC,7372,3,11,2004-04-12,2005-01-26
77327,,DATA SYSTEMS & SOFTWARE INC,7327,0,11,2005-01-27,2006-09-24
77327,,ACORN FACTOR INC,7321,0,11,2006-09-25,2007-12-16
77327,ACFN,ACORN FACTOR INC,7371,3,11,2007-12-17,2008-01-01
77327,ACFN,ACORN ENERGY INC,7371,3,11,2008-01-02,2015-07-23
77328,FFWM,FIRST FINANCIAL CORP WEST MD,6030,3,11,1992-02-11,1994-10-02
77328,FFWM,FIRST FINANCIAL CORP WEST MD,6710,3,11,1994-10-03,1997-05-30
77329,PHIP,PROVIDENTIAL CORP,6160,3,11,1992-02-11,1994-11-22
77330,PRLN,PARACELSIAN INC,2830,3,11,1992-02-11,1998-10-07
77331,FRAM,FRAME TECHNOLOGY CORP,3670,3,11,1992-02-12,1995-10-27
77332,TMED,TRIMEDYNE INC,3840,3,11,1982-04-13,2002-10-17
77333,IJIN,INTERNATIONAL JENSON INC,3650,3,11,1992-02-12,1996-08-28
77334,LODG,SHOLODGE INC,7010,3,11,1992-02-12,2005-01-24
77335,BTRY,BUTTERY FOOD & DRUG STORES CO,5410,3,11,1992-02-13,1998-10-02
77336,MBRK,MEADOWBROOK REHAB GROUP INC,8050,3,11,1992-02-13,1996-04-22
77336,MBRK,MEADOWBROOK REHAB GROUP INC,8050,3,11,1996-04-23,1998-10-19
77336,CAMB,CAMBIO INC,8050,3,11,1998-10-20,1998-10-20
77337,PHCI,PROVIDENCE HEALTH CARE INC,8050,3,11,1992-02-13,1994-03-18
77338,ROPR,ROPER INDUSTRIES INC NEW,3560,3,11,1992-02-13,1996-10-31
77338,ROP,ROPER INDUSTRIES INC NEW,3561,1,11,1996-11-01,2011-06-12
77338,ROP,ROPER INDUSTRIES INC NEW,3823,1,11,2011-06-13,2015-04-28
77338,ROP,ROPER TECHNOLOGIES INC,3823,1,11,2015-04-29,2023-07-05
77338,ROP,ROPER TECHNOLOGIES INC,3823,3,11,2023-07-06,2024-12-31
77339,TNTF,T N T FREIGHTWAYS CORP,4200,3,11,1992-02-13,1996-02-14
77339,USFC,T N T FREIGHTWAYS CORP,4200,3,11,1996-02-15,1996-05-05
77339,USFC,USFREIGHTWAYS CORP,4200,3,11,1996-05-06,1999-06-30
77339,USFC,USFREIGHTWAYS CORP,4210,3,11,1999-07-01,2003-05-04
77339,USFC,U S F CORP,4210,3,11,2003-05-05,2005-05-24
77340,MGAS,MARCUM NATURAL GAS SERVICES INC,3820,3,11,1992-02-13,1998-07-06
77340,MGAS,MARCUM NATURAL GAS SERVICES INC,3820,3,11,1998-07-07,1999-06-07
